NORMANDY-THE-MANOR-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU926518,Long,-0.6742,Lat,51.25786,Elevation,149,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,5.11,1.49,1.41,3.89,4.73,3.02,2.55,,,,,,,,1.22,3.9,1.47,2.08,1.87,2.13,0.75,4.96,5.53,2.5,4.74,2.92,2.69,3.11,5.44,1.58,1.66,2.19,,,,
February,,,,,,4.63,4.15,0.85,1.18,2.7,0.34,0.27,,,,,,,,0.46,0.85,1.61,0.15,4.33,0.05,3.03,2.22,4.13,0.42,1.35,2.23,2.43,0.7,1.35,0.74,1.93,2.45,,,,
March,,,,,,0.93,4.48,2.09,1.14,4.36,1.83,1.14,,,,,,,,0.02,1.19,0.33,1.39,2.83,2.49,0.34,1.81,3.7,0.14,1.21,3.12,3.84,1.75,0.41,0.19,0.54,1.11,,,,
April,,,,,,1.11,1.02,1.8,3.41,2.43,3.97,0.78,,,,,,,,0.73,2.01,3.77,2.06,0.85,1.93,3.28,1.96,2.06,0.09,2.51,1.68,1.4,1.36,1.16,0.96,1.28,1.94,,,,
May,,,,,,3.36,1.49,1.4,2.07,0.2,0.7,1.34,,,,,,,,2.63,2.34,2.83,4.19,3.32,0.75,1.29,0.61,2.04,1.18,2.01,1.06,2.44,3.22,2.69,0.57,1.33,3,,,,
June,,,,,,1.37,2.29,2.11,1.38,1.06,1.97,0.39,,,,,,,,1.21,0.92,1.85,1.22,2.26,1.51,3.9,4.04,1.72,0.65,1.43,1.98,2.08,0.22,1.27,2.08,2.37,2.57,,,,
July,,,,,2.51,4.27,0.95,4.34,7.71,2.64,4.71,0.33,,,,,,,,1.05,2.58,4.05,2.42,1.43,1.97,1.29,3.99,0.61,1.47,2.96,2.45,2.46,1.59,1.51,1.59,4.99,1.51,,,,
August,,,,,1.74,1.41,3.44,5.7,1.22,3.11,1.58,1.17,,,,,,,,1.8,3.27,3.69,0.97,0.68,1.98,3.55,0.85,1.56,1.32,2.96,0.13,5.37,2.7,1.76,1.57,1.14,4.11,,,,
September,,,,,0.94,2.52,2.18,1.88,6.42,1.98,2.23,1.07,,,,,,,,0.17,2.94,2.04,1.97,2.74,1.41,4.16,2.35,1.98,1.22,1.14,1.65,0.12,1.34,1.52,2.38,2.31,3.35,,,,
October,,,,,1.74,1.63,4.33,3.84,1.42,0.82,2.21,0.77,,,,,,,,3.4,1.22,0.49,4.46,1.79,1.43,3.4,2.01,3.18,2.55,4.94,3.58,1.08,3.58,2.82,3.58,3.39,0.86,,,,
November,,,,,2.66,3.71,4.85,1.05,3.09,1.95,1.1,2.01,,,,,,,,6.73,5.08,3.32,1.13,0.76,2.68,5.83,2.77,1.75,3.9,4.61,7.34,3.03,1.72,1.39,4.12,0.19,4.99,,,,
December,,,,,9.58,6.13,3.17,1.54,2.37,4.9,2.53,1.42,,,,,,,,6.95,2.32,0.46,0.47,0.35,6.05,2.74,2.52,4.4,3.07,1,1.37,1.59,3.17,1.34,2.31,3.6,2.86,,,,
Total,,,,,,36.18,33.84,28.01,35.3,30.88,26.19,13.24,,,,,,,,26.37,28.62,25.91,22.51,23.21,24.38,33.56,30.09,32.66,18.51,30.86,29.51,28.53,24.46,22.66,21.67,24.73,30.94,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR fits distance to house church and station but elevation too low 177ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Observer died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 New observer takes over gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 Nov 11 Gauge moved 30ft W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Observer died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 No return received for 1947 and new observer terminated station because away from home a lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
