"BIRMINGHAM (SPARKHILL)",,,,,,,,,,,,
Grid ref,SP102837,Long,-1.851340,Lat,52.451164,,,,,,,
Station no,2477,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.05,2.84,0.82,0.98,2.88,,,,,,,
February,2.91,0.67,1.32,2.97,2.38,,,,,,,
March,4.86,2.53,1.66,2.72,1.18,,,,,,,
April,2.44,3.09,2.62,0.60,1.17,,,,,,,
May,3.36,2.77,2.40,2.60,5.00,,,,,,,
June,1.49,1.44,2.01,2.94,3.03,,,,,,,
July,0.86,0.85,3.26,3.53,1.17,,,,,,,
August,4.44,3.73,2.32,3.65,0.52,,,,,,,
September,1.89,1.94,2.49,1.91,1.55,,,,,,,
October,0.61,4.64,2.37,3.63,,,,,,,,
November,7.05,2.20,1.16,6.38,,,,,,,,
December,2.39,2.81,1.27,2.39,,,,,,,,
Total,35.35,29.51,23.70,34.30,,,,,,,,
Calc annual,35.35,29.51,23.70,34.30,18.88,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
