"FENWICK, AMLAIRD FILTERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS483444,Long,-4.413544,Lat,55.669333,Elevation,590,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,4.92,5.88,10.32,1.83,5.9,4.94,8.53,4.21,6.12,3.1,4.4,4.98,7.29,4.31,2.68,1.11,6.83,4.88,6.84,3.67,4.81,3.54,8.07,6.27,3.35,4.99,4.2,3.78,4.47,2.76,3.1,5.21,4.47,1.41,4.44
February,,,,,,,5.07,3.03,4.1,2.42,0.32,4.56,0.08,4.2,0.94,5.75,2.06,5.28,2.32,6.6,1.94,2.89,1.44,5.41,2.4,8.52,3.92,0.54,4.5,5.14,4.49,2.97,2.19,2.17,3.23,2.06,1.75,2.87,3.29,2.71,3.38
March,,,,,,,3.45,3.56,2.84,1.59,2.58,1.22,2.74,3.27,2.87,2.87,3.23,0.89,4.92,4.24,5.45,3.96,2.12,2.61,0.62,3.95,3.18,3.14,3.98,3.38,4.16,4.11,2.79,0.9,2.91,1.39,3.72,5.18,1.14,2.74,2.05
April,,,,,,,2.61,3.48,1.63,1.7,1.83,2.29,3.42,3.2,3.96,3.19,1.32,2.02,1.04,2.6,2.42,2.3,2.13,3.93,3.5,1.99,2.37,5.32,3.75,6.08,3.44,3.29,2.28,2.13,1.94,3.34,1.36,3.3,1.86,3.24,3.75
May,,,,,,,3.57,2.33,1.92,3.42,1.62,3.67,3.46,2.53,3.5,0.82,1.88,1.59,5.26,1.12,0.83,3.85,3.04,3.82,3.94,4.99,0.91,4.31,1.8,2.21,1.74,1.65,1.72,2.75,3.29,3.77,2.74,3.3,3.67,1.66,2.06
June,,,,,,,2.68,5.22,4.57,3.44,3.41,6.47,1.65,2.08,2.75,5.79,2.1,4.39,6.75,2.55,1.43,1.54,2.01,5.02,4.86,5.34,3.41,3.59,7.08,1.63,3.22,2.32,3.53,2.08,5.45,3.25,2.97,3.04,2.7,3.76,2.32
July,,,,,,,4.6,3.81,4.47,4.48,3.03,4.7,4.76,4.88,3.65,3.23,6.54,5.77,6.65,6.16,3.95,4.55,4.71,3.1,3.6,3.65,4.78,3.19,6.1,2.59,5.94,4.32,3.88,5.93,5.34,1.4,5.29,4.81,5.21,6.27,3.7
August,,,,,,,4.3,5.43,4.3,8.26,5.93,1.49,2.98,4.81,4.96,2.56,5.51,3.27,4.64,1.58,3.03,5.61,6.31,6.6,4.42,2.06,3.24,0.1,7.45,5.45,6.03,4.64,4.46,4.02,5.94,1.9,5.85,4.55,5.3,1.03,4.45
September,,,,,,,4.94,7.4,5,2.11,3.74,1.82,6.37,0.95,5.42,7.61,4.8,3.7,5.6,2.75,5.92,2.12,6.02,3.72,7.09,5.35,8.22,6.45,8.69,2.05,11.78,3.47,3.12,4.91,7.12,5.34,4.2,4.48,3.84,1.56,4.52
October,,,,,,,5.92,5.86,8.88,6.01,7.94,3.91,8.02,3.06,8.19,9.69,6.87,2.98,11.5,1.99,4.42,4.3,8.07,9.04,6.4,7.45,0.4,2.74,8.23,6.24,3.98,0.55,3.55,3.27,10.88,3.34,4.01,5.92,4.21,6.92,2.78
November,,,,,,,4.97,6.08,6.26,8.11,5.9,7.46,4.42,1.84,2.21,5.71,4.78,0.82,7.94,10.58,5.96,2.86,1.13,3.3,7.69,0.86,6.66,8.06,4.34,5.38,4.39,5.51,3.08,9.9,6.13,1.87,1.84,2.67,1.72,5.38,5.13
December,,,,,,,3.48,1.34,4.68,9.06,4.44,6.04,8.75,2.03,5.89,3.5,6.78,2.93,2.78,3.51,6.91,3.1,6.39,2.94,5.53,2.84,4.48,3.32,5.62,9.24,1.74,8.21,4.63,5.72,7.25,7.32,6.3,5.18,5.6,6.2,6.62
Total,,,,,,,50.51,53.42,58.97,52.43,46.64,48.57,55.18,37.06,50.46,53.82,50.27,38.62,66.69,47.99,44.94,38.19,50.2,54.37,56.89,50.67,46.38,44.3,69.61,55.66,54.26,46.03,39.43,47.56,63.95,37.74,43.13,50.51,43.01,42.88,45.2
