"COMPTON (PETERSFIELD)",,,,,,,,,,,,
Grid ref,SU773149,Long,-0.901466,Lat,50.928383,,,,,,,
Station no,441,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.77,1.56,1.44,2.74,5.53,1.39,9.13,1.18,1.53,1.25,,
February,6.01,1.73,2.45,2.00,4.43,0.70,4.20,1.91,1.64,0.44,,
March,1.18,2.82,2.30,4.10,1.31,5.24,1.78,1.09,3.42,5.56,,
April,1.72,3.22,1.20,2.72,1.78,2.16,0.74,4.74,2.72,1.61,,
May,1.37,1.19,2.36,3.29,4.09,0.48,2.90,2.05,2.21,2.39,,
June,3.67,3.26,3.74,2.95,1.02,4.19,1.60,3.46,1.51,3.29,,
July,1.43,2.65,1.47,3.76,1.82,0.44,0.52,2.14,3.30,3.84,,
August,3.36,2.50,4.63,6.26,2.84,3.28,1.91,2.01,3.61,2.95,,
September,1.24,2.79,1.08,4.20,2.03,2.95,1.69,0.59,3.04,4.20,,
October,2.83,2.99,2.86,10.24,3.51,1.52,5.79,8.42,3.58,10.77,,
November,4.28,0.79,4.12,2.50,1.53,4.49,6.12,3.03,1.50,0.79,,
December,4.67,5.00,2.18,2.79,3.87,1.10,2.61,3.95,4.31,5.39,,
Total,36.53,30.50,29.83,47.55,33.76,27.94,38.99,34.57,32.37,42.48,,
Calc annual,36.53,30.50,29.83,47.55,33.76,27.94,38.99,34.57,32.37,42.48,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
