"COMPTON (COMPTON HOUSE)",,,,,,,,,,,,
Grid ref,SU773150,Long,-0.901445,Lat,50.929282,,,,,,,
Station no,441,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.01,3.09,1.43,2.20,4.22,5.55,3.72,5.21,4.52,4.71,,
February,6.68,0.94,2.03,3.87,2.40,0.26,6.10,3.25,0.12,3.97,,
March,5.92,3.67,0.55,4.11,1.66,0.59,2.53,1.83,3.19,2.64,,
April,3.59,2.43,2.41,0.38,0.65,2.54,0.14,0.82,3.11,1.05,,
May,2.80,3.20,3.24,3.05,4.66,0.37,1.61,3.38,0.34,1.43,,
June,3.00,1.78,2.30,3.82,3.09,3.23,1.81,3.37,0.89,2.93,,
July,2.33,0.64,5.25,4.13,0.80,3.21,4.45,2.09,2.64,5.27,,
August,7.94,2.90,2.47,3.31,1.50,6.76,3.59,5.51,4.00,4.80,,
September,3.39,4.43,3.16,4.30,2.51,4.71,3.85,5.16,0.15,4.67,,
October,1.54,6.68,4.21,3.62,3.93,1.88,2.60,2.96,3.59,7.92,,
November,10.15,5.09,1.97,6.66,2.82,1.01,2.90,3.32,4.91,6.60,,
December,3.98,3.83,1.12,3.88,4.88,6.51,3.64,4.76,9.62,4.90,,
Total,56.33,38.68,30.14,43.33,33.12,36.62,36.94,41.66,37.08,50.89,,
Calc annual,56.33,38.68,30.14,43.33,33.12,36.62,36.94,41.66,37.08,50.89,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
