"GREENOCK W.W (MANSFIELD)",,,,,,,,,,,,
Grid ref,NS295714,Long,-4.729002,Lat,55.905416,,,,,,,
Station no,5303,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.86,6.84,3.87,8.51,5.23,4.24,9.08,7.48,2.33,4.88,,
February,4.02,2.54,3.63,7.64,4.52,2.02,5.39,4.28,2.09,6.21,,
March,4.32,5.04,2.06,5.81,3.00,3.36,6.22,1.54,3.91,2.82,,
April,3.96,3.46,3.08,3.32,3.81,1.53,2.46,2.09,3.34,6.74,,
May,2.63,2.35,3.27,4.19,3.92,3.64,1.99,4.02,1.50,2.90,,
June,2.36,4.26,1.40,5.00,3.48,3.22,2.35,3.70,3.95,3.28,,
July,4.03,3.74,6.09,3.67,1.25,5.26,6.29,7.64,6.59,4.95,,
August,5.29,6.50,5.91,5.47,1.59,6.11,6.12,5.91,1.08,4.56,,
September,5.63,5.33,8.67,8.48,5.42,5.29,4.38,6.50,1.53,3.48,,
October,1.80,7.82,4.88,12.17,5.31,3.27,6.17,6.62,6.81,3.31,,
November,8.74,2.20,12.16,10.16,3.47,2.92,2.38,2.19,7.09,8.74,,
December,11.12,7.03,7.89,8.08,10.40,9.43,8.25,7.93,10.07,6.56,,
Total,60.76,57.11,62.91,82.50,51.40,50.29,61.08,59.90,50.29,58.43,,
Calc annual,60.76,57.11,62.91,82.50,51.40,50.29,61.08,59.90,50.29,58.43,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
