CASTEL (ST GEORGE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7636,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.67,2.63,4.63,,,,,,,,,
February,0.72,0.37,2.19,,,,,,,,,
March,2.58,1.55,3.56,,,,,,,,,
April,3.05,0.92,4.06,,,,,,,,,
May,1.53,1.72,0.71,,,,,,,,,
June,2.32,0.05,1.51,,,,,,,,,
July,3.23,0.12,3.21,,,,,,,,,
August,1.09,,2.25,,,,,,,,,
September,3.78,,2.62,,,,,,,,,
October,2.01,,2.75,,,,,,,,,
November,1.44,2.50,2.71,,,,,,,,,
December,4.26,1.99,5.52,,,,,,,,,
Total,29.68,,35.72,,,,,,,,,
Calc annual,29.68,11.85,35.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
