"BELPER MILFORD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4220,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,2.11,1.06,4.16,2.71,2.04,3.87,1.90,5.70,2.79,1.77,,
February,1.81,2.07,3.19,0.95,2.13,1.52,3.60,2.96,1.77,3.90,,
March,2.68,1.22,2.56,2.73,1.41,0.78,3.69,2.69,1.11,1.66,,
April,0.67,3.80,2.82,0.57,1.83,0.66,3.49,2.90,1.53,2.90,,
May,1.28,2.12,2.13,3.07,0.98,2.02,1.00,2.99,6.32,3.70,,
June,1.50,4.41,5.57,2.86,0.78,3.14,2.55,2.47,3.23,6.31,,
July,1.17,3.77,4.59,2.52,2.31,5.88,1.23,3.84,0.75,3.32,,
August,1.01,1.37,3.13,3.36,2.66,3.04,1.68,5.69,7.34,6.10,,
September,1.45,4.47,3.37,1.70,2.37,4.35,4.79,2.55,2.47,2.97,,
October,5.25,3.06,5.45,2.73,3.27,6.23,3.43,2.83,3.98,1.24,,
November,2.50,1.58,3.25,2.91,3.55,4.14,3.95,4.01,2.87,1.66,,
December,2.13,1.77,3.99,0.46,2.77,0.86,6.29,2.97,2.17,1.99,,
Total,23.56,30.70,44.21,26.57,26.10,36.49,37.60,41.60,36.33,37.52,,
Calc annual,23.56,30.70,44.21,26.57,26.10,36.49,37.60,41.60,36.33,37.52,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
