KETTINS [COUPAR ANGUS],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO238389,Long,-3.240589,Lat,56.535909,Elevation,222,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,1.93,2.78,0.63,5.21,7.65,1.73,2.22,2.63,1.12,2.06,2.69,2.81,2.95,5.51,2.11,2.22,2.53,5.97,3.25,6.61,1.65,3.68,3.26,3.05,2.08,2.21,0.93,5.17,5.02,5.34,3.29,2.17,2.92,3.5,5.55,1.66,3.21,2.52,,,,
February,,,,,,,,,,0.7,2.97,1.63,2.91,1.19,4.43,7.62,2.96,0.86,2.12,1.48,1.96,0.36,2.99,7.93,1.26,4.02,4.86,1.44,2.1,1.85,1.63,1.16,0.16,4,0.08,1.74,3.7,3.35,0.67,2.98,2.3,5.14,1.41,1.61,0.38,2.81,1.22,,,,
March,,,,,,,,,,3.57,2.04,1.22,2.7,5.14,4.45,1.76,3.41,2.47,0.87,2.38,2.71,2.4,1.75,2.03,0.62,1.21,0.87,2.65,5.56,0.56,1.87,1.02,2.44,1.5,3.27,1.37,2.02,2.92,0.36,2,2.72,1.81,2.03,0.75,0.32,1.06,2.39,,,,
April,,,,,,,,,,3.77,2.65,1.03,0.15,2.39,0.82,1.18,1.44,1.21,0.87,2.12,1.83,0.81,1.81,3.17,1.69,3.91,2.19,1.41,1.18,0.7,1.75,2.16,3.49,0.84,4.81,3.16,0.53,1.44,0.09,1.09,1.37,1.31,2.41,1.46,2.63,1.04,0.3,,,,
May,,,,,,,,,,3.22,1.12,1.6,1.53,6.41,1.89,1.3,3.73,2.38,3.42,1.03,3.36,1.69,0.91,1.29,4.93,3.35,1.82,2.51,1.74,2.82,2,4.44,2.45,1.35,1.87,0.57,0.46,1.74,3.82,1.91,1.59,2.89,3.67,2.82,2.29,4.51,1.56,,,,
June,,,,,,,,,,0.83,2,0.92,3.59,2.17,0.85,1.6,2.62,1.64,0.71,1.54,0.9,0.43,1.72,0.54,1.84,0.31,3.12,2.54,3.09,1.63,1.84,3.98,0.93,1.34,1.03,3.43,1.89,1.49,2.48,1.62,0.56,0.81,1.25,2.02,1.94,2.85,3.62,,,,
July,,,,,,,,,,2.93,4.2,1.23,2.31,0.43,2.66,3.35,6.67,1.43,6.23,0.5,2,2.25,2.58,1.64,4.82,2.3,2.55,2.76,0.65,3.25,2.45,3.64,3.74,2.63,3.55,1.31,3.11,4.68,4.01,3.8,5.15,2.5,3.17,2.17,2.48,3.41,3.47,,,,
August,,,,,,,,,,1.61,7.86,1.27,4,1.29,2.42,4.39,3.72,4.56,3.14,2.01,3.52,4,2.02,4.7,2.99,3.05,2.61,4.5,4.01,3.53,6.13,3.35,0.85,0.85,5.32,1.5,1.35,4.28,1.74,1.58,1.04,2.11,4,4.07,2.26,1.73,3.4,,,,
September,,,,,,,,,,1.92,0.82,0.91,2.46,2.04,0.77,2,1.21,1.07,3.75,0.76,1.61,1.3,1.87,2.56,3.62,3.22,3.95,3.43,2.61,0.54,3.76,1.24,1.76,2.11,3.51,4.35,2.65,1.02,2.78,2.07,2.1,1.08,2.82,3.49,2.52,3.4,4.12,,,,
October,,,,,,,,,,4.18,2.26,1.68,4.17,1.94,3.16,5.75,5.66,2.62,2.67,0.94,3.29,2.48,1.36,2.9,4.16,2.82,5.41,4.57,4.62,3.73,3,1.22,6.27,3.41,3.21,4.67,1.81,3.28,4.25,5.19,4.18,3.28,1.75,4.22,3.91,4.52,,,,,
November,,,,,,,,,2.08,0.49,3.57,3.75,2,2.12,3.77,2.53,5.15,2.6,2.15,5.51,2.24,2.64,1.41,2.19,1.64,1.02,6.4,3.04,3.35,3.75,4.42,5.33,1.64,3,0.71,3.87,1.98,0.25,4.02,5.93,6.44,3.72,0.43,1.14,4.23,1.16,,,,,
December,,,,,,,,,1.72,3.75,4.29,6,4.33,1.04,8.6,7.8,3.95,1.02,1.56,5.05,4.32,1.66,3.15,2.81,4.36,3.56,0.41,2.4,3.09,6.04,4.75,1.21,4.31,1.22,6.13,2.85,3.24,2.5,3.83,1.76,2.11,1.67,2.93,1.55,2.68,5.53,,,,,
Total,,,,,,,,,,28.9,36.56,21.87,35.36,33.81,35.55,41.5,43.15,22.98,29.55,26.01,30.55,22.97,27.08,33.87,34.15,31.3,40.16,34.5,38.61,30.05,37.28,32.01,31.09,24.33,35.7,29.75,27.91,31.97,33.39,33.22,31.73,29.24,29.37,30.85,27.3,35.23,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 OND+T deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
