UPPER FARG (PLAINS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO099100,Long,-3.456571,Lat,56.273892,Elevation,900,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,0.95,3.57,4.2,6.5,5.85,2.24,1.9,3.45,3.88,6.48,3.56,8,3.15,-999,2.25,4.2,3.78,4.68,0.75,5.4,-999,6.6,5.2,2,2.7,4,5.28,3.4,3.21,4.03,6,6.15,2.88,2.13,3.27,3.15,1,2.75,2.2,,,,,
February,,,,,,,,3.49,3.5,2.42,3.98,0.82,3.35,4.1,0.8,4.1,5.09,1.65,2.6,1.2,-999,2.1,0.1,3.31,0.12,3.08,4.3,-999,1.8,3.99,2,6.92,1.73,2.14,1.22,4.11,1.64,3.25,4.43,2.51,4.25,3.5,0.57,1.4,3.5,2.6,,,,,
March,,,,,,,,2.77,1.55,2.21,1.73,3.69,3.07,1.72,1.07,2.2,1.43,2.94,4.69,0.36,3.18,1.45,2.89,2.1,4.85,1.14,2.63,-999,1.77,3.65,3.21,2.81,2.42,1.43,0.23,2.61,3.42,6.16,1.81,1.29,2.75,2.8,3.48,1.28,3.4,2.5,,,,,
April,,,,,,,,2.47,1.58,3.04,4.03,1.3,1.74,2.58,2.03,3.26,2.65,1.14,1.17,1,1.89,3.01,3.91,1.65,6.24,5.49,1.22,1.78,0.22,2.03,2.62,2.26,2.14,2.32,2.7,1.72,0.53,3.92,2.34,1.83,2.3,3.33,2.17,2.6,1.84,1.03,,,,,
May,,,,,,,,2.21,2.62,1.5,3.01,1.31,1.95,1.25,5.16,5.1,2.62,2.65,1.65,2.82,1.45,4.23,3.8,2.12,2.4,0.73,0.97,2.64,4.56,1.64,1.02,4.43,3.89,3.99,1.86,5.2,1.8,4.3,3.44,2.5,1.68,2.59,1.92,2.78,6.38,3.4,,,,,
June,,,,,,,,2.79,1.03,2.36,0.82,1.24,1.86,0.95,2.73,1.24,4,4.25,4.5,2.47,3.12,5.48,1.3,2.05,2.59,4.1,1.42,1.76,4.18,2.4,0.9,0.8,1.15,2.81,2.82,4.48,2.69,4.36,4.32,1.3,2.1,2.42,2.6,1.86,3.38,1.68,,,,,
July,,,,,,,,1.34,4.99,1.05,3.57,2.43,3.97,1.52,4.72,2.26,3.3,3.12,1.58,3,3.43,4.98,3.9,3.8,3.4,1.27,4.25,3.7,4.86,4.44,7.23,2.45,2.97,2.69,3.05,3.92,4.6,3.84,4.24,2.37,3.14,4.38,2.45,4.63,1.99,,,,,,
August,,,,,,,,5.73,4.38,2.51,4.38,5.41,2.15,6.68,3.35,3.13,3.02,6.26,5.52,4.5,5.39,3.64,0.56,1.44,4.8,2.98,1.91,4.97,1.49,1.85,0.93,4.26,4.06,6.64,2.65,2.45,4.61,0.04,9.8,3.72,4.71,5.94,4.52,2.75,4.27,,,,,,
September,,,,,,,,1.84,5.08,1.72,1.64,2.88,2.47,3.37,4.92,3.75,3.21,5.72,3.2,1.1,7.92,1.72,2.3,2.12,4.44,6.18,3.68,2.15,4.52,2.13,2.52,1.22,4.17,2.96,3.92,4.13,6.3,3.21,3.72,2.39,6.27,2.7,2.46,3.42,3.87,,,,,,
October,,,,,,,,4.22,4.04,1.36,2.05,3.53,2.01,3.35,3.62,3.1,4.36,6.9,5.7,4.27,5.03,1.9,8.43,6.05,5.87,6.25,2.15,4.8,6.56,4.49,4.8,3.98,2.44,5.98,4.53,4.92,0.35,2.43,3.8,4.99,2.1,0.71,3.14,1.68,7.55,,,,,,
