"PRESTWICH (HEATON PARK RESERVOIR)",,,,,,,,,,,,
Grid ref,SD824047,Long,-2.267034,Lat,53.538648,,,,,,,
Station no,2841,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.08,4.45,1.58,3.98,2.74,4.96,3.72,4.05,3.20,5.19,,
February,2.03,1.00,1.45,2.94,2.20,1.15,2.64,5.95,0.63,2.47,,
March,4.38,2.72,2.23,2.59,1.99,1.34,3.91,2.51,1.96,1.02,,
April,2.13,3.70,2.79,0.69,2.66,3.26,0.79,1.39,2.83,2.38,,
May,1.92,2.22,2.11,3.09,3.14,1.52,1.79,4.22,1.36,2.15,,
June,1.18,3.16,2.51,3.91,3.28,3.09,2.06,4.71,3.28,1.98,,
July,3.13,2.24,5.70,5.73,0.97,7.56,5.85,4.88,3.57,6.74,,
August,4.58,3.48,4.90,5.27,0.93,10.63,5.21,6.92,0.53,5.37,,
September,3.06,3.34,3.84,4.68,3.01,3.58,6.61,6.02,0.30,3.02,,
October,1.26,3.89,1.98,7.09,2.08,2.91,5.24,3.63,4.43,4.78,,
November,7.16,2.47,4.14,5.17,1.87,1.73,1.97,1.62,4.35,6.08,,
December,6.41,3.87,1.48,5.85,5.16,4.19,4.70,3.92,6.30,4.30,,
Total,41.32,36.54,34.71,50.99,30.03,45.92,44.49,49.82,32.74,45.48,,
Calc annual,41.32,36.54,34.71,50.99,30.03,45.92,44.49,49.82,32.74,45.48,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
