"FINSBURY NEW RIVER HEAD",,,,,,,,,,,,
Grid ref,TQ312827,Long,-0.110070,Lat,51.527977,,,,,,,
Station no,52,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.78,1.79,0.94,1.06,2.46,3.34,1.43,2.12,2.16,1.68,,
February,5.10,0.89,1.25,2.16,1.59,0.33,2.94,2.60,0.06,1.94,,
March,3.15,2.72,0.48,2.10,0.97,1.00,1.13,1.12,2.15,1.54,,
April,2.57,1.15,2.42,0.28,0.43,1.17,0.19,1.75,1.98,0.62,,
May,1.88,0.88,1.44,1.67,4.40,0.40,1.46,2.33,1.01,1.84,,
June,1.26,1.87,1.65,3.31,2.93,2.49,0.75,5.03,2.17,1.75,,
July,1.43,0.62,3.79,2.55,0.32,5.20,3.55,1.92,1.68,2.77,,
August,3.88,2.97,2.20,3.00,1.06,4.53,1.69,3.58,3.57,3.44,,
September,2.84,2.68,1.84,1.83,2.38,2.09,2.43,3.53,0.08,5.03,,
October,0.91,2.68,2.89,2.53,2.77,1.98,1.95,2.65,1.83,5.34,,
November,4.59,3.77,0.78,3.15,0.64,0.35,2.23,1.62,2.65,3.89,,
December,2.00,2.42,0.66,1.59,1.87,2.55,1.56,2.97,3.28,2.18,,
Total,32.39,24.44,20.34,25.23,21.82,25.43,21.31,31.22,22.62,32.02,,
Calc annual,32.39,24.44,20.34,25.23,21.82,25.43,21.31,31.22,22.62,32.02,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
