"MERTHYR TYDFIL (PENYBRYN FILTERS)",,,,,,,,,,,,
Grid ref,SO054077,Long,-3.372066,Lat,51.759967,,,,,,,
Station no,4087,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.94,6.09,1.94,3.24,4.19,8.33,6.84,4.38,7.23,7.36,,
February,6.66,1.50,2.35,4.73,2.34,0.69,8.53,8.10,0.49,7.11,,
March,6.07,4.28,3.65,5.00,3.29,3.20,6.33,1.84,7.12,3.08,,
April,4.88,4.20,3.80,1.08,1.58,1.79,0.18,1.63,6.36,4.52,,
May,3.33,3.36,3.50,3.18,6.45,1.58,2.86,4.90,2.01,2.24,,
June,1.35,3.71,2.65,6.08,7.11,3.51,1.26,4.65,2.97,3.07,,
July,1.44,1.95,5.62,4.52,0.57,5.28,5.14,4.75,5.12,5.35,,
August,5.55,6.60,5.62,5.82,1.28,5.88,4.25,5.72,1.25,5.12,,
September,5.99,3.79,6.26,6.96,2.69,6.08,8.55,9.56,0.29,4.76,,
October,1.39,7.32,4.89,9.73,4.48,2.64,4.60,7.57,6.45,8.46,,
November,13.27,3.92,4.36,13.12,6.31,2.50,4.29,3.16,10.02,14.12,,
December,6.30,4.83,1.65,6.64,8.31,9.34,5.68,6.31,14.76,7.31,,
Total,63.17,51.55,46.29,70.10,48.60,50.82,58.51,62.57,64.07,72.50,,
Calc annual,63.17,51.55,46.29,70.10,48.60,50.82,58.51,62.57,64.07,72.50,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,,
