ABBOTSBURY-EAST-COTTAGE-(WEST-ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY573853,Long,-2.60452,Lat,50.66612,Elevation,147,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,4.39,4.13,4.3,2.28,5.03,2.01,5.11,2.44,2.07,1.96,2.46,0.8,5.22,4.82,3.36,5.72,2.8,4.67,4.62,6.13,2.4,2.55,3.13,3.09,5.52,0.99,0.77,3.66,2.15,1.11,1.9,3.67,4.88,3.68,3.36,4.83,
February,,,,,1,3.51,1.86,2.99,2.87,2.07,1.16,2.34,0.08,3.99,0.08,2.88,3.16,5.31,1.07,1.97,4.08,3.59,0.21,1.25,0.44,2.12,3.18,2.28,1.12,1.07,5.77,5.25,1.05,2.34,3.62,2.47,0.18,3.89,3.32,0.41,
March,,,,,1.61,0.5,0.39,2.85,2.81,0.27,1.32,1.35,2.35,3.07,2.53,1.33,4.94,4.86,0.34,1.27,3.25,3.37,2.84,1.15,0.19,0.97,1.34,7.76,1.1,1.56,1.58,4.05,3.34,0.72,4.54,1.73,0.68,2.86,1.43,,
April,,,,,3,1.76,2.79,2.15,2.08,0.98,2.76,2.65,2.5,1.86,2.87,3.57,1.64,2.09,0.04,2.02,1.74,2.43,1.89,0.99,2.01,0.57,2.53,2.05,1.55,1.84,1.89,2.12,1.86,2.99,0.21,0.99,1.48,0.34,0.68,,
May,,,,,4.52,3.58,1.75,0.94,1.68,2.55,2.26,3.48,3.94,1.67,0.76,2.84,0.85,3.98,1.61,0.63,1.86,2.46,3.96,2.18,0.25,3.15,4.47,2.48,2.32,1.83,1.4,2.75,2.4,2.82,1.66,4.33,0.97,1.78,2.57,,
June,,,,,1.93,0.01,2.76,2.43,2.33,1.99,0.51,3.31,2.7,0.71,1.24,3.41,2.5,0.8,0.59,2.96,0.34,2.81,0.3,1.04,1.85,2.97,3.37,2.33,2.01,0.55,1.05,0.41,1.2,2.24,3.26,3.37,2.12,2.2,2.89,,
July,,,,,3.85,3.47,1.37,2.62,2.09,1.61,1.91,4.76,3.05,2.26,0.09,0.51,3.96,3.39,2.16,4.3,2.29,1.35,1.06,2.35,3.63,1.95,1.38,1.57,1.42,1.5,5.22,2.62,0.92,3.11,3.57,6.89,3.72,3.9,2.78,,
August,,,,,2.59,3.45,0.87,3.25,3.44,1.99,3.64,3.65,1.28,0.91,2.73,2.81,0.17,1.37,2.81,2.62,0.03,3.61,5.01,2.09,1.69,1.55,3.85,1.08,3.58,1.3,3.74,5.04,3.29,1.68,3.2,0.89,4.83,2.69,3.1,,
September,,,,,4.06,3.31,0.75,7.46,1.93,0.45,4.12,2.46,3.42,2.57,2.84,3.1,2.42,2.72,2.21,0.84,2.43,1.47,1.96,2.51,1.36,2.49,4.43,1.15,2.67,4.38,4.67,4.85,4.29,4.07,3.18,2.26,6.42,3.22,4.81,,
October,,,,,5.26,4.13,3.65,2.67,6.73,3.48,2.79,0.35,6.65,2.48,1.95,4.5,1.4,5.58,3.25,7.08,4.53,1.16,3.49,4.59,3.45,3.43,1.43,0.98,2.6,5.56,1.44,0.92,4.91,3.66,2.8,2.82,2.56,3.04,3.35,,
November,,,,,3.91,3.23,9.63,3.32,3.25,8.7,6.25,4.73,2.01,0.8,1.89,7.11,2.99,2.18,4.7,5.72,7.65,1.71,1.63,2.44,5.31,0.76,5.79,3.05,2.54,4.67,5.58,8.89,4.58,1.84,6.01,2.82,0.87,4.04,3.89,,
December,,,,,3.98,4.39,0.7,4.48,3.27,5.88,4.7,1.16,1.36,0.95,9.55,4.66,2.63,4.76,3.75,1.93,2.7,2.42,4.6,3.44,2.39,3.99,4.27,3.12,4.84,1.97,3.2,2.88,3.2,0.82,2.74,5.86,5.39,2.82,4.99,,
Total,,,,,40.1,35.47,30.82,37.44,37.51,31.98,36.53,32.68,31.41,23.23,28.99,37.52,31.88,41.86,25.89,37.06,33.7,31.05,31.57,30.16,24.97,26.5,39.17,30.94,31.27,27.22,36.31,43.44,33.19,27.4,36.69,38.1,34.1,34.46,37.17,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lived Hutton House, 9 West St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Data is monthly totals for 1920-1923 taken at Abbotsbury New Barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 Sept Gauge moved to orthodox site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 Gauge moved 500yrds to East Cottage on death of observer (Feb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960Apr 28th Inspection Site satisfactory Gauge rusting and any bottle overflow would be lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
