STAINES-KNOWLE-GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ045711,Long,-0.4982335,Lat,51.429279,Elevation,50,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,3.16,3.01,4.27,2.57,1.59,1.74,3.8,2.9,1.18,3.59,0.85,5.01,1.24,3.3,0.33,1.31,1.15,2.01,2.12,1.72,3.7,1.91,1,1.17,2.02,1.56,0.52,1.48,3.18,2.01,0.82,2.06,0.95,3.23,3.49,,,,,,,,,
February,,,,,,,4.05,1.84,0.73,2.54,2.02,1.04,1.19,1.87,1.55,1.11,1.61,1.56,1.35,3.44,2.15,2.5,1.48,3.12,1.16,2.69,0.5,0.63,1.1,2,1.12,0,1.24,3.08,1.75,0.04,0.39,2.59,1.38,2.73,4.07,,,,,,,,,
March,,,,,,,1.83,1.67,2.18,1.08,1.72,1.19,1.7,1.8,0.47,0.58,2.68,2.42,1.15,0.78,0.65,2,0.96,0.98,1.27,1.72,1.41,1.81,3.3,1.23,1.05,1.8,1.08,0.15,1.14,1.52,4.02,3.97,1.18,0.69,1.05,,,,,,,,,
April,,,,,,,2.01,1.87,1.98,1.44,0.32,2.95,1.48,0.68,1.88,1.77,1.85,3.04,3.18,3.04,1.88,0.67,2.77,1.48,1.34,1.55,1.98,1.18,1.84,2.19,1.44,0.87,0.93,0.04,1.79,1.46,0.65,1.55,0.93,2.36,1.09,,,,,,,,,
May,,,,,,,1.65,1.52,0.92,3.9,0.91,0.51,3.21,1.51,1.46,1.33,0.81,2.42,3.7,3.83,0.3,1.54,1.25,2.32,0.73,2.85,4.17,1.6,1.26,3.31,1.02,2.47,1.12,0.76,1.84,0.54,0.32,1.46,2.47,1.38,1.39,,,,,,,,,
June,,,,,,,3.5,1.78,0.42,0.89,0.8,2.67,2.21,1.34,3.27,2.32,1.97,1.02,2.11,4.78,2.92,1.99,3.05,1.85,1.87,1.84,1.01,1.24,2.29,0.72,1.59,1.5,2.83,0.9,2.08,0.31,3.08,3.32,1.37,1.62,2.2,,,,,,,,,
July,,,,,,,3.02,3.74,2.68,1.22,0.65,3.38,5.81,2.61,1.23,5.1,0.91,2.33,1.11,3.13,3.98,2.01,2.31,2.22,2.14,0.35,1.92,0.64,5.08,1.1,5.2,2.16,2.17,1.62,3.82,4.56,1.38,0.4,0.7,0.91,0.92,,,,,,,,,
August,,,,,,,2.4,2.38,2.46,1.42,1.89,0.93,2.49,1.66,1.53,0.68,2.14,2.25,3.83,5.19,0.62,5.78,1.65,0.82,1.15,1.14,0.82,1.6,2.54,1.43,1.71,5.87,4.38,1.27,2.9,2.03,2.12,2.05,1.05,0.77,2.54,,,,,,,,,
September,,,,,,,3.81,2.44,2.32,4.02,1.47,4.4,2.08,2.21,1.94,1.58,2.99,0.99,1.16,3.22,5.47,2.29,2.84,2.77,1.59,5.32,2,2.16,1.14,2.11,1.01,0.96,3.11,1,1.54,1.79,6.75,1.73,0.65,2.19,0.6,,,,,,,,,
October,,,,,,,1.5,1.66,3.18,2.2,3.27,1.29,4.73,2.7,3.95,4.41,1.42,1.75,2.04,0.66,5.53,2.56,5.85,1.56,1,3.88,2.59,1.36,1.38,2.98,1,5.5,3.89,3.9,4.44,2.46,2.65,0.95,3.67,2.63,1.77,,,,,,,,,
November,,,,,,,1.58,1.86,1.18,2.74,1.6,0.52,3.27,2.54,1.94,3.09,3.33,3.67,2.52,0.31,1.8,2.47,2.56,2.4,1.89,3.24,2.61,3.17,4.23,0.78,1.77,2.16,2.16,2.09,3.57,4.08,1.46,1.23,2.59,4.61,1.94,,,,,,,,,
December,,,,,,,2.96,1.94,5.54,2.36,2.6,1.16,4.13,0.6,2.34,1.04,5.87,1.68,2.12,0.82,2.96,2.29,2.29,0.57,2.14,1.09,3.96,1.34,1.22,1.15,0.74,3.19,1.2,2.61,2.36,2.51,3.6,2.57,2.73,1.32,3.07,,,,,,,,,
Total,,,,,,,31.47,25.71,27.86,26.38,18.84,21.78,36.1,22.42,22.74,26.6,26.43,28.14,25.51,32.5,28.59,27.41,28.16,22.1,18.4,27.39,26.67,18.64,26.38,20.17,19.67,28.04,24.63,18.9,30.41,23.31,27.24,23.88,19.67,24.44,24.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Knowle Green Villa where it is possible, based on the 1891 and  1901 censuses, that the observer, Miss Pellatt, lived. There is correspondence with the railway company suggesting Miss Pellatt owned land bordering the railway, which Knowle Green Villa does not, however, the Pellatt family were glassmakers of note and were wealthy and appeared to own land in and around the area. The correspondence may not refer to land where she lived. NGR could be +/- 500m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
