CHATTERIS-THE-PRIORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL391860,Long,0.045611,Lat,52.454249,Elevation,45,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.46,1.39,1.65,1.25,2.4,1.56,0.64,0.82,2.2,1.63,0.87,1.69,2.01,2.49,0.85,1.75,0.89,1.93,3.58,0.59,0.9,1.88,1.59,1.21,3.35,1.26,0.98,0.7,1.05,1.66,3.18,2.42,1.56,2.42,1.04,1.39,1.84,2.57,1.69,1.83,2.35,1.4,2.24,1.03,2.53,1.66,3.09,1.45,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.07,2.52,0.51,1.9,0.19,0.78,1.84,1.44,0.86,0.02,2.04,1.85,1.19,0.11,0.66,2.78,0.55,0.87,3.36,1.14,1.13,0.72,2.41,0.82,1.98,0.89,1.06,0.26,1.84,1.11,1.12,0.7,0.97,1.67,3.15,0.66,0.92,2.73,0.49,0.49,1.56,2.7,0.71,2.01,1.97,2.53,0.81,0.57,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.32,1.26,1.06,0.75,1.09,1.62,1.37,3.01,1.1,2.22,1.07,0.54,0.41,0.54,1.74,2.66,2.18,1.18,0.63,0.72,2,1.2,2.01,1.39,2.2,1.67,1.21,2.09,2.84,0.76,1.59,2.06,2.39,2.95,1.2,3.48,1.6,0.51,2.08,1.47,0.89,1.67,2.23,0.58,0.98,0.37,1.62,1.19,0.42,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.78,2.82,1.79,1.01,1.11,1.12,1.25,2.07,1.68,0.88,1,1.15,0.16,1.05,1.48,0.83,1.31,1.4,1.52,0.88,2.09,1.13,1.68,0.56,1.47,0.73,2.01,3.04,1.29,1.73,0.92,0.09,1.57,0.47,0.45,0.87,1.13,2.43,2.18,2.71,1.06,2.67,0.84,2.46,1.9,2.03,1.5,0.78,0.92,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,0.91,1.4,1.17,0.79,2.36,3.19,2.05,0.68,3.81,2.12,3.42,1.35,0.85,1.84,0.77,0.37,0.65,2.89,1.99,1.13,0.65,3.43,2.17,2.3,0.99,1.37,3.19,1.08,1.71,2.19,0.89,1.46,2.05,0.84,1.36,1.44,1.11,1.73,0.58,1.72,0.7,1.18,0.61,3.8,3.01,1.84,0.48,1.83,1.12,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.85,2.67,4.01,1.1,2.4,1.16,0.68,1.85,1.89,2.45,2.5,2.29,0.61,2.43,1.18,1.93,2.76,1.62,0.95,1.65,1.15,2.24,2.85,0.6,3.61,3.66,1.11,1.23,5.04,1.72,1.93,5.14,1.19,2.16,1.21,2,2.62,0.25,1.15,1.18,0.41,0.84,0.49,2.36,0.29,2.6,2.95,2.22,0.57,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.34,2.67,2.37,4.31,0.78,4.33,0.61,4.12,4.77,2.14,3.2,3.29,2.83,3.33,2.5,1.11,0.22,1.16,1.58,1.52,1.12,1.74,4.36,1.99,1,0.49,2.4,3.3,3.18,2.5,0.33,3.88,0.77,1.27,3.63,1.75,2.7,2.57,2.52,2.25,0.16,3.1,2.34,1.91,1.95,2.15,2.48,1.96,1.49,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,3.74,2.42,0.98,1.52,1.53,2.57,1.28,2.02,2.29,1.16,4.67,2.63,2.04,2.77,3.34,1.72,2.28,2.45,1.2,3.03,1.72,2.71,3.49,1.35,2.56,1,2.07,2.72,1.95,2.01,2.21,7.66,1.98,1.78,2.33,2.6,3.89,1.02,1.91,1.06,1.04,1.51,2.35,1.3,2.35,0.89,1.98,2.05,0.67,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,2.58,2.46,4.74,1.77,3.02,1.2,1.88,1.1,3,0.3,0.7,2.81,1.09,1.63,0.45,3.75,4.14,0.28,4.67,0.37,0.88,1.35,2.45,1.91,2.97,0.94,0.48,1.96,2.69,0.8,2.13,1.39,1.51,1.01,1,1.7,2.06,5.37,1.72,2.03,0.78,2.23,2.22,2.61,3.04,2.49,3.23,0.75,0.33,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.57,4.87,1.51,1.12,4.41,2.97,1.82,0.54,3.23,1.19,4.84,4.52,3.09,1.97,2.11,3.7,0.95,2.91,3.44,1.93,2,1.69,5.48,1.28,1.64,3.2,2.79,1.01,2.95,2.32,1.97,1.94,2.45,2.32,1.46,1.71,3.53,1.01,0.66,1.05,1.75,0.5,2.89,3.4,2.71,1.41,1.93,2.6,2.39,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
