STRAFFAN HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IN9176629447,Long,-6.623917,Lat,53.307583,Elevation,240,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,3.3,3.9,2.05,3.74,2.6,1.95,1.67,3.29,1.15,1.33,2.75,3.29,2.87,1.11,2.76,2.35,3.8,3.46,3.13,2.39,4.7,3.03,1.32,3.75,0.83,2.81,1.67,2.87,1.33,3.25,3.88,1.16,2.98,2.25,1.39,2.22,3.2,4.22,3.57,2.68,1.46,5.15,2.61,3.87,2.55,3.91,1.04,4.33,2.18,3.9,2.49,3.79,1.46,2.92,3.07,3.98,4.35,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,3.64,3.54,3.18,2.16,0.8,1.36,2.34,0.54,0.17,3.33,2.76,2.64,0.79,1.76,2.17,2.22,1.43,2.78,1.3,1.15,2.51,3.64,0.85,2.03,1.79,2.14,0.7,3.56,2.48,2.19,1.19,2.91,3.81,3.3,1.73,3.12,1.89,2.66,1.19,3,4.49,0.43,4.56,2.11,1.99,3.73,2.55,0.98,1.91,0.19,4.29,0.33,3.9,1.24,4.22,1.17,2.83,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.16,1.97,1.14,2.86,1.32,3.58,1.51,3.72,1.5,0.95,0.47,2.08,3.37,4.44,3.84,1.29,1.54,1.6,2.4,2.19,4.75,2.61,3.11,1.87,2.66,2.56,3.42,1.34,1.79,3.06,2.61,2.51,0.84,3.23,1.81,1.71,3.1,2.91,3.29,1.7,1.01,1.17,0.79,1.06,3.15,3.42,0.64,3.5,1.35,1.05,2.08,1.96,0.6,1.54,3.74,1.47,2.63,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,1.23,1.01,2.74,2.26,1.75,2.26,2.31,1.59,1.59,1.09,0.5,3.38,2.07,0.85,3.14,2.75,2.67,1.98,1.32,1.58,1.01,1.73,2.02,1.57,3.29,1.78,3.39,2.33,1.78,1.39,3.22,1.14,1.64,2.7,1.16,1.51,1.62,3.04,0.71,2.72,3.26,2.42,2.7,1.99,1.09,1.32,1.14,2.17,2.38,2.62,1.19,2.28,2.26,2.12,2.11,0.11,1.91,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,3.01,2.18,1.84,4.52,1.12,1.71,2.03,1.99,2.5,4.92,1.75,3.79,0.45,0.2,1.14,3.28,2.71,2.34,1.59,2.61,1.78,2.96,1.07,2.35,2.95,2.05,1.55,2.56,1.55,1.11,2.73,1.73,1.12,2.76,1.55,1.95,2.61,3.22,2.26,1.2,1.67,3.42,5.97,2.48,1.58,1.09,1.44,1.72,2.59,4.19,1.53,1.6,1.92,1.57,1.66,2.91,0.5,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.52,1.76,1.4,0.91,0.22,4.23,0.24,2.37,1.94,1.68,2.24,2.02,1.73,2.54,3.54,3.05,1.68,5.92,1.43,2.48,1.83,1.16,1.56,1.88,3.42,1.36,1.67,5.14,1.8,4.56,2.01,1.17,1.42,1.88,2.67,1.52,3.66,1.34,0.21,1.28,2.03,4.04,0.4,2.4,3.31,4.58,1.33,2.53,4.06,0.93,1.8,1.81,3.76,4.15,1.6,3.59,2.3,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.71,3.73,1.79,2.96,1,5.25,1.89,2,2.13,2.04,1.65,4.16,4.18,6.3,2.53,0.63,3.91,4.15,1.14,2.93,4.41,1.95,1.14,1.46,2.05,2.47,3.01,2.66,2.1,4.1,0.75,2.67,5.56,3.19,1.99,3.15,1.62,7.12,4.12,2.96,3.65,4.38,3.51,2.31,3.44,1.53,2.88,4.35,4.38,5.8,2,1.17,0.77,5.57,3.59,5.51,3.49,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.2,1.2,3.84,3.12,1.74,2.34,5.74,4.31,6.96,5.15,3.79,3.78,4.68,1.98,5.01,5.62,2.34,7.04,3.41,3.67,3.42,3.33,6.54,2.24,2.76,3.08,1.17,4.73,1.84,7.22,1.27,4.95,2.76,3.81,7.33,2.44,2.73,2.6,3.7,4.19,5.09,4.15,2.31,2.42,4.94,3.75,4.48,5.31,2.83,2.57,1.91,4.12,3.05,1.39,3.86,2.6,1.99,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,3.24,1.97,4.98,3.91,1.8,0.84,1.04,2.13,2.85,3.52,1.08,0.44,0.45,5.81,3.18,2.27,2.83,1.78,3.01,2.93,2.96,2.65,1.68,0.57,0.69,4,2.37,0.59,2.12,0.3,3.1,1.6,1.14,2.01,2.04,5.87,2.66,2.02,1.57,2.62,3.22,7.08,2.13,1.95,4.5,1.77,0.52,4.69,4.11,2.82,1.41,4.67,4.52,3.4,2.26,2.04,2.35,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,2.46,1.81,3.24,5.6,1.45,1.76,5.73,1.41,2.97,3.22,1.94,3.88,3.13,2.73,2.18,3.71,1.58,3.48,3.54,3.33,2.77,1.02,1.2,3.76,5.23,1.49,4.38,1.13,4.64,1.9,3.7,1.7,2.67,5.65,4.03,3.64,2.37,4.52,3.17,1.35,3.3,3.17,3.36,2.42,3.49,3.81,3.41,4.34,1.75,3.6,3.45,2.66,3.02,1.83,3.96,6.31,2.42,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
