WINCHESTER (ROMSEY ROAD WW),,,,,,,,,,,,
Grid ref,SU475294,Long,-1.323558,Lat,51.061980,,,,,,,
Station no,721/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.37,0.88,1.91,3.07,4.96,2.58,3.96,3.73,4.35,,
February,,0.69,1.87,3.14,1.54,0.16,3.70,2.69,0.09,2.68,,
March,,3.10,0.70,3.27,1.11,0.76,2.36,1.95,3.80,1.63,,
April,,1.93,2.47,0.46,0.52,1.15,0.18,0.72,3.20,1.31,,
May,,3.19,2.28,1.66,4.52,0.59,1.60,2.09,0.51,1.17,,
June,,1.43,2.03,3.42,2.65,2.21,1.72,4.18,1.06,2.87,,
July,,0.27,3.67,3.03,0.62,3.24,4.64,1.89,2.05,4.55,,
August,,3.53,2.39,3.80,0.28,3.56,3.91,3.67,2.03,4.44,,
September,,2.60,2.61,3.08,2.10,3.82,3.32,5.12,0.10,4.74,,
October,,4.62,4.23,3.45,5.12,2.98,2.54,3.03,3.21,9.20,,
November,,3.63,1.37,6.04,2.56,0.71,2.99,2.80,3.50,5.19,,
December,,2.68,0.83,3.11,4.17,5.69,2.94,3.92,7.48,4.24,,
Total,,30.04,25.33,36.37,28.26,29.83,32.48,36.02,30.76,46.37,,
Calc annual,0.00,30.04,25.33,36.37,28.26,29.83,32.48,36.02,30.76,46.37,,
Difference,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
