NINFIELD-HAZARDS-GREEN-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ6816212299,Long,0.38934,Lat,50.885708,Elevation,74,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,542/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,2.27,2.25,2.06,2.34,1.08,4.21,4.77,3.86,5.82,2.55,3.97,2.23,5.69,1.62,1.68,2.13,2.2,4.08,1.09,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,2.14,0.17,1.64,0.16,3.71,1.85,4.81,0.85,1.3,1.93,2.79,0.69,1.47,1.19,1.48,2.98,2.44,1.21,1.07,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,,0.6,1.37,1.77,2.57,0.45,1.07,4.09,0.66,1.89,2.36,2.38,3.13,0.29,0.04,1.05,1.32,6.4,0.51,1.14,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,3.35,2.2,1.11,2.2,3.09,1.67,2.6,0.5,2.03,1.54,1.33,1.01,1.52,1.33,1.18,1.35,1.7,0.81,1.16,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,,2.19,2.24,1.81,0.42,1.49,0.45,2.27,2.27,1.16,1.83,1.74,2.68,2.01,0.65,1.9,3.02,1.97,2.16,1.34,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,,1.4,1.6,2.12,1.48,1.55,2.67,1.7,0.94,1.16,0.58,1.92,0.22,1.28,1.47,0.82,1.9,1.99,1.63,0.46,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,,2.77,3.27,1.45,1.41,0.15,3.45,0.95,1.49,2.08,2.56,2.48,1.88,1.6,2.27,3.27,2.24,1.21,1.52,0.31,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.06,2.97,0.77,0.77,2.89,4.39,0.9,1.56,1.65,1.38,0,4.37,1.78,1.32,3.31,1.73,5.18,0.08,4.32,1.1,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.27,1.56,2.7,3.98,1,3.94,2.11,1.77,2.9,0.42,2.24,0.74,2.82,1.13,2,2.3,2.66,1.5,1.99,2.37,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,2.15,0.51,7.53,1.66,2.46,3.49,1.19,3.53,3.44,7.42,3.39,1.4,3.77,2.57,4.73,2.96,1.46,0.92,1.65,6.99,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
