"SEALE (GREENSAND)",,,,,,,,,,,,
Grid ref,SU900479,Long,-0.712596,Lat,51.223210,,,,,,,
Station no,200/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.43,2.18,1.15,1.48,3.02,4.52,1.79,2.99,2.52,3.13,,
February,7.18,0.64,1.45,2.65,1.45,0.31,3.92,2.63,0.16,2.74,,
March,4.54,2.59,0.44,2.74,1.22,0.66,1.43,2.17,3.45,1.79,,
April,2.83,2.04,2.10,0.35,0.36,1.21,0.31,0.96,2.34,0.64,,
May,2.76,2.42,2.29,2.57,3.71,0.30,1.57,2.00,0.82,2.25,,
June,1.11,1.43,1.27,3.74,2.23,2.45,1.16,3.62,0.91,1.41,,
July,2.20,0.84,2.70,3.24,1.12,4.29,3.34,1.31,3.30,3.58,,
August,5.26,2.92,1.65,2.91,1.35,3.28,1.70,4.40,2.21,4.36,,
September,2.22,3.81,2.67,2.60,1.98,3.89,2.66,4.48,0.11,5.07,,
October,0.77,3.80,3.54,2.35,4.28,2.32,2.06,2.77,2.88,7.41,,
November,8.10,3.47,1.29,4.69,2.27,0.74,3.57,2.63,3.86,4.31,,
December,2.83,2.54,0.83,3.14,3.45,4.64,2.43,2.93,5.64,3.29,,
Total,44.23,28.68,21.38,32.46,26.44,28.61,25.94,32.89,28.20,39.98,,
Calc annual,44.23,28.68,21.38,32.46,26.44,28.61,25.94,32.89,28.20,39.98,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
