GUISBOROUGH HUTTON HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ599145,Long,-1.076092,Lat,54.522259,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,0.77,1.3,1.61,0.96,2.62,2.28,1.18,0.46,1.33,1.35,2.34,3.5,3.03,4.42,2.17,1.12,1.59,1.7,1.75,1.25,2.57,1.14,4.89,1.23,2.85,0.88,3.33,2.69,1.35,0.97,,,,,,,
February,,,,2.07,1.35,1.13,2.22,2.11,0.65,2.79,1.73,3.44,1.19,2.96,1.06,1.22,1.04,0.75,1.83,1.61,2.12,0.16,2.71,2.25,2.26,1.03,0.47,1.62,1.55,1.53,5.07,3.05,1.17,,,,,,,
March,,,,2.22,1.77,0.46,2.25,2.88,1.39,0.97,1.9,2.36,3.06,2.42,2.44,2.19,2.9,2.14,4.51,2.97,2.85,2.9,2.37,0.34,0.8,2.73,2.42,3.57,3.3,1.87,1.95,1.8,1.09,,,,,,,
April,,,,1.72,0.71,1.55,3.25,3.55,1.64,2.28,2.22,1.56,4.88,1.47,2.81,2.71,3.26,1.07,2.57,2.43,0.82,1.89,1.82,0.29,1.08,1.49,0.88,1.71,2.22,2.69,1.35,1.31,1.76,,,,,,,
May,,,,2.01,2.83,0.78,1.46,3.4,2.14,3.17,1.77,1.24,1.49,3.27,0.48,4.07,3.66,2.67,0.81,2.06,2.91,3.9,2.75,1.58,1.84,1.18,1.2,0.98,2.7,3.9,1.03,2.12,2.76,,,,,,,
June,,,,1.65,1.53,1.9,2.93,1.86,1.96,2.74,3.6,1.85,4.84,2.55,0.97,2.73,0.92,0.27,1.98,0.36,3.56,0.72,4.55,1.2,3.28,2.11,3.26,2.58,1.69,0.93,3.7,1.63,2.99,,,,,,,
July,,,,2.02,1,3.69,3.67,2.86,1.02,4.55,4.42,5.69,2.96,5.99,2.83,0.76,7.24,1.72,6.08,3.24,2.09,5.35,1.88,2.53,2.79,6.35,5.75,1.22,1.58,1.47,1.86,5.22,3.17,,,,,,,
August,,,,1.96,1.94,2.68,2.31,5.89,5.33,3.02,1.74,5.67,3.34,1.91,1.36,3.33,2.33,2.18,2.64,5.03,4.23,4.47,3.66,1.71,4.9,3.08,3.65,3.31,2.77,0.76,5.99,3.12,2.11,,,,,,,
September,,,,1.36,2.52,1.75,4.33,3.28,1.64,0.81,6.21,4.81,2.55,3.96,1.47,2.77,1.98,4.17,2.32,1.74,1.82,2.72,2.03,1.97,1.48,1.21,3.82,3.06,0.27,3.54,0.67,0.75,1.08,,,,,,,
October,,,,2.5,2.27,4.05,1.72,1.98,2,1.2,9,4.13,5.5,3.49,2.42,6.28,3.57,4.03,0.68,7.46,2.24,2.75,7.83,1.23,5.83,5.13,6.6,1.49,4.65,3.83,6.26,2.24,3.26,,,,,,,
November,,,,2.14,3.1,9.06,3.68,1.52,7.03,3.67,3.03,2.55,4.51,2.11,2.63,2.16,3.24,3.57,4.47,1.47,4.3,2.64,0.99,4.39,0.9,2.52,2.45,3.04,4.08,1.67,3.04,4.97,0.78,,,,,,,
December,,,,0.46,5.23,1.41,5.15,2.1,4.62,0.84,4.14,3.51,4.19,2.07,2.19,1.24,5.75,3,1.01,2.26,2.23,2.49,1.44,2.25,1.49,1.57,4.01,1.66,1.55,3.17,1.8,3.92,1.21,,,,,,,
Total,,,,20.88,25.55,30.07,33.93,34.05,31.7,27.22,40.22,38.14,39.86,34.54,24.16,32.49,40.31,27.74,30.02,32.22,30.87,31.74,33.28,22.31,27.79,33.29,35.74,27.09,27.24,28.69,35.41,31.48,22.35,,,,,,,
