EDINBURGH (GRANTON),,,,,,,,,,,,
Grid ref,NT226772,Long,-3.242010,Lat,55.981514,,,,,,,
Station no,5145/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,,,,,,,,,,,
February,1.87,,,,,,,,,,,
March,2.51,,,,,,,,,,,
April,2.32,,,,,,,,,,,
May,3.21,,,,,,,,,,,
June,2.38,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,15.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
