SLOUGH-DITTON-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ001778,Long,-0.559608,Lat,51.490297,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,2.45,3.74,2.46,2.45,2.67,1.54,2.67,1.72,2.72,2.14,3.36,1.06,2.91,1.37,2.03,1.82,1.39,0.78,4.29,4.62,2.11,4.42,2.21,2.36,2.3,4.94,1.68,1.64,1.68,2.07,4.79,1.87,0.67,2.71,1.84,0.75,0.83,2.58,3.29,1.38,2.53,2.01,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.21,2.07,0.35,0.26,2.34,3.82,0.49,3.49,2.25,3.65,1.62,0.6,0.63,1.39,0.1,2.83,0.15,2.34,1.65,5.45,0.4,0.77,1.78,2.03,0.84,1.2,1.08,1.68,2.83,1.51,1.49,0.99,3.79,5.15,0.6,1.45,2.04,1.74,0.18,2.7,2.48,0.13,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,0.73,3.16,1.51,0.86,1.95,2.33,1.47,1.26,0.22,2.54,1.74,0.05,1.19,0.16,1.24,2.22,2.11,0.53,1.15,3.31,0.29,1.29,3.06,3.17,1.8,0.4,0.17,0.54,1.06,5.08,0.76,1.29,0.91,3.64,2.89,0.38,2.1,1,0.48,0.88,1.28,2.18,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,3.23,2.48,3.65,0.78,3.04,2.34,3.39,1.89,3,1.54,1.37,0.8,2.18,3.49,2.43,0.83,1.45,2.5,1.61,2.32,0.11,2.65,2.38,1.51,1.44,0.97,1.48,1.13,1.95,1.69,1.64,1.4,2.3,2.81,1.54,2.17,0.37,0.31,1.16,0.18,1.04,2.22,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,0.25,1.63,0.29,1.62,1.06,0.92,1.95,3.83,1.97,1.37,0.86,1.99,2.28,2.38,2.37,4.4,1.82,0.38,1.22,0.44,2.68,1.83,1.35,1.59,2.31,2.89,2.34,0.56,1.98,4.59,1.82,2.36,2.34,1.71,2.16,1.94,1.35,3.38,4.11,0.16,0.83,2.63,0.78,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.06,0.83,1.3,2.81,0.21,1.33,0.26,2.69,0,3.05,2.88,2.4,0.97,1.06,2.05,0.83,1.52,1.18,4.82,3.29,2.15,0.36,1.6,0.69,1.8,0.48,2.05,1.52,2.42,3.2,2.68,2.76,0.28,1.79,1.22,0.98,1.28,4.32,2.28,1.83,1.11,4.01,0.43,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,5.41,4.6,2.52,5.26,0.11,3.41,2.56,4.3,4.85,2.16,2.24,1.86,1.13,1.86,3.54,1.77,1.65,2.09,1.17,3.09,1.67,1.04,2.16,2.28,4.78,1.32,1.4,2.28,2.95,2.58,1.7,1.13,1.17,4.17,1.4,0.45,2.91,2.39,0.37,4.52,3.9,2.43,1.8,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.91,1.23,2.5,1.32,1.11,2.95,1.95,3.15,2.76,0.95,3.37,2.43,1.43,2.57,4.71,1.16,0.71,2.67,2.21,0.48,1.11,2,2.53,0.15,5.45,3.03,2.35,2.21,1.47,4.77,0.29,2.82,1.26,3.82,3.51,3.22,1.57,3.54,0.9,3.1,2.82,3.87,1.56,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,1.94,4.45,1.22,2.27,2.55,2.01,1.73,3.21,3,2.68,4.91,1.27,0.35,3.04,1.81,2.05,1.92,1.24,3.54,2.51,1.66,1.35,1.58,0.99,0.42,1.1,2.59,2.66,2.39,4.54,1.56,1.75,0.74,2.99,3.09,3.14,1.84,2.49,1.53,1.98,2.38,3.22,0.05,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,3.35,1.39,0.53,1.94,1.05,1,5.64,3.73,2.48,2.49,1.6,4.08,3.12,1.22,0.7,4.59,1.68,1.81,2.71,1.8,2.56,2.18,4.55,2.93,1.04,3.53,2.89,3.7,4.86,1.76,0.13,2.17,5.91,0.48,1.05,2.84,2.51,2.24,3.88,2.66,1.89,2.03,1.89,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,0.98,2.14,1.38,1.14,1.8,1.51,1.68,2.84,1.91,5.01,2.88,2,5.56,3.7,2.53,1.55,0.99,2.24,4.44,2.98,1.38,3.16,4.47,5.91,2.97,2.01,1.59,4.16,0.22,5.53,1.39,2,2.25,4.25,5.47,2.89,1.34,4.18,1.9,0.29,2.52,1.95,2.1,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,0.88,1.87,4.38,2.19,1.4,2.94,2.45,3.72,2.52,0.32,3.18,2.3,4.94,2.01,0.62,0.51,0.47,6.56,2.83,1.76,3.68,2.31,0.71,0.93,1.43,2.88,1.31,1.57,2.89,2.44,2.62,2.3,1.39,1.8,1.69,2.44,0.53,1.83,1.61,2.72,1.59,3.32,3.43,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,25.76,25.57,26.52,13.64,26.07,28.25,35.49,27.85,26.22,31.79,26.42,22.29,24.75,24.74,22.66,18.46,23.27,29.09,25.05,32.59,17.14,28.08,24.9,29.27,23.62,24.03,23.07,24.17,36.93,22.54,25.97,20.89,28.68,33.9,24.77,18.08,29.71,22.21,22.37,22.18,30.79,18.58,32.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
