"SLOUGH (DITTON PARK)",,,,,,,,,,,,
Grid ref,TQ001778,Long,-0.559608,Lat,51.490297,,,,,,,
Station no,1005,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.71,1.84,0.75,0.83,2.58,3.29,1.38,2.53,2.01,1.99,,
February,5.15,0.60,1.45,2.04,1.74,0.18,2.70,2.48,0.13,1.88,,
March,3.64,2.89,0.38,2.10,1.00,0.48,0.88,1.28,2.18,1.16,,
April,2.81,1.54,2.17,0.37,0.31,1.16,0.18,1.04,2.22,0.55,,
May,2.16,1.94,1.35,3.38,4.11,0.16,0.83,2.63,0.78,2.01,,
June,1.22,0.98,1.28,4.32,2.28,1.83,1.11,4.01,0.43,1.93,,
July,1.40,0.45,2.91,2.39,0.37,4.52,3.90,2.43,1.80,3.68,,
August,3.51,3.22,1.57,3.54,0.90,3.10,2.82,3.87,1.56,2.51,,
September,3.09,3.14,1.84,2.49,1.53,1.98,2.38,3.22,0.05,3.23,,
October,1.05,2.84,2.51,2.24,3.88,2.66,1.89,2.03,1.89,7.19,,
November,5.47,2.89,1.34,4.18,1.90,0.29,2.52,1.95,2.10,4.11,,
December,1.69,2.44,0.53,1.83,1.61,2.72,1.59,3.32,3.43,2.38,,
Total,33.90,24.77,18.08,29.71,22.21,22.37,22.18,30.79,18.58,32.62,,
Calc annual,33.90,24.77,18.08,29.71,22.21,22.37,22.18,30.79,18.58,32.62,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
