SETTLE THE TERRACE/GAS WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD816633,Long,-2.282628,Lat,54.065308,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,3.44,6.68,2.82,1.81,2.19,6.55,3.38,3.31,1.92,6.39,4.12,2.57,1.67,2.76,7.88,5.24,2.83,2.79,6.95,5.13,2.65,6.4,2.28,4.28,2.86,7.63,2.25,4.68,5.27,4.54,6.46,4.74,3.06,4.84,6.56,5.64,8.77,5.39,4.38,4.11,5.94,5.95,5.01,12.13,2.2,8.26,4.92,6.33,3.53,5.11,1.89,5.97,4.43,8.22,7.61,1.91,1.21,5.94,7.9,6.16,5.05,5.3,4.81,10.46,2.84,3.41,5.3,5.14,1.28,4.39,2.46,4.53,5.39,5.83,3.9,5.2
February,,,,,,3.28,1.27,1.53,1.28,2.54,1.07,0.55,3.24,5.9,7.92,0.71,2.32,3.45,4.74,2.83,3.52,1.54,1.36,5,3.41,3.2,3.8,2.81,3.84,2.86,6.17,5.88,2.46,2.56,4.5,7,5.15,0.9,6.63,1.36,3.96,0.32,5.25,7.22,1.02,7.29,4.85,2.58,6.77,1.11,0.45,5.08,0.28,4.62,0.28,8.08,2.38,8.18,1.97,4.86,1.88,5.08,1.79,3.44,2.21,5.93,6.14,1.23,3.66,3.76,8.07,4.77,1.38,2.34,3.21,2,1.38,4.35,5.89,0.72,4.32
March,,,,,,3.14,4.11,1.79,3.61,3.06,3.41,2.77,0.77,1.83,5.49,4.85,6.84,6.29,2.01,2.78,0.55,3.73,2.65,7.88,3.26,3.87,4.18,4.25,4.05,3.13,1.08,1.97,6.77,6.97,5.9,1.75,3.43,3.48,1.71,5.27,4.11,4.17,3.4,2.18,1.38,1.35,1.87,4.16,3.92,0.64,3.81,0.59,3.1,2.78,2.58,1.39,2.57,2.11,1.34,2.59,3.66,3.24,3.51,2.07,0.68,2.01,1.31,6.05,2.84,1.6,2.28,4.34,2.99,1.11,2.61,1.59,1.92,3.12,1.02,2.3,2.08
April,,,,,,1.54,3.16,1.67,2.21,2.44,1.36,1.95,2.11,0.52,2.35,3.21,2.72,2.66,3.34,3.88,2.96,2.7,2.45,2.24,3.85,4.24,1.33,2.13,3.63,3.48,2.75,2.11,0.97,5.48,1.29,2.22,2.97,2.09,1.3,2.53,5.4,1.49,2.72,4.1,2.33,3.23,1.93,3.73,1.34,1.25,3.56,3.56,3.96,1.68,2.72,4,0.96,3.08,0.69,2.08,2.74,2.02,2.27,2.99,3.54,3.28,1.21,5.48,2.75,5.45,3.14,3.19,3.28,3.2,1.35,1.78,2.22,0.88,1.13,3.46,2.78
May,,,,,,2.67,5.08,2.69,1.84,2.65,2.95,2.29,5.16,1.99,2.19,1.02,0.44,2.08,2.23,3.61,1.76,1.31,2.83,3.17,3.45,0.74,5.02,4.37,3.39,2.62,1.92,2.21,2.66,2.78,2.24,1.29,3.09,2.25,2.07,2.02,6.57,2.37,2.27,4.34,5.6,5.13,3.27,1.44,0.99,2.34,1.72,2.44,4.18,2.03,3.77,1.23,1.37,2.8,3.33,0.73,1.54,2.15,4.15,3.67,2.75,3.86,2.02,3.18,1.43,2.42,1.59,2.03,2,1.91,3.19,4.56,1.42,2.06,5.34,0.76,1.53
June,,,,,,2.4,1.94,0.24,1.89,0.61,3.46,1.28,4.18,2.13,2.95,2.57,2.8,3.32,3.47,1.37,2.97,1.61,0.86,2.27,1.71,2.96,2.54,5.82,2.22,2.97,2.64,3.22,6.21,2.57,1.56,1.04,2.52,3.13,1.79,1.45,1.66,0.5,2.59,0.94,1.98,0.1,2.52,3.53,7.16,1.43,1.54,5.67,1.94,1.65,2.59,3.73,3.04,1.61,4.7,3.64,0.63,0.31,0.88,3.61,3.37,4.95,3.55,2.48,5.98,0.94,2.47,1.64,3.95,2.95,3,2.28,3.09,2.19,4.39,2.9,2.06
July,,,,,,1.37,4.5,1.99,4.74,3.26,3.27,5.02,2.09,4.31,2.79,8.39,3.27,1.25,0.99,2.75,3.02,1.77,3.57,4.55,1.11,1.06,1.81,2.87,4.04,5.39,3.66,0.61,4.52,1.11,3.36,4.48,2.95,1.8,4.27,1.84,7.84,1.79,6.18,4.23,5.45,2.26,2.7,5.13,2.72,4.26,4.53,3.77,4.62,5.52,1.7,1.53,4.06,1.82,4.9,6.54,4.77,2.22,3.8,3.43,3.6,2.8,4.54,3.83,1.54,2.64,4.41,3.32,2.06,7.31,4.96,1.11,4.44,5.85,3.8,3.35,7.62
August,,,,,,1.79,2.64,2.57,4.32,5.93,6.9,9.23,6.47,5.52,4.56,5.43,2.34,8.22,5.77,2.08,5.73,3.29,2.03,4.58,4.37,5.17,4.52,4.02,4.85,3.64,6.54,2.68,5.34,2.14,2.47,3.43,4.75,7.96,4.02,4.16,2.6,5.87,4.59,6.39,4.84,4.9,4.33,7.03,6.75,4.46,6.86,3.52,1.22,1.59,4.72,1.86,2.24,1.88,4.97,3.01,1.89,6.98,5.19,6.31,2.23,2.93,8.33,0.14,4.73,2.39,8.16,3.45,5.36,5.42,5.2,0.94,10.06,7.68,5.27,0.83,
September,,,,,,4.9,4.03,5.99,0.9,1.74,2.41,4.38,4.72,4.34,0.4,2.14,8.16,5.04,1.35,7.06,1.97,1.44,1.49,6.12,1.16,3.81,1.36,0.67,5.21,3.05,0.41,3.8,2.2,2.43,3.17,1.15,2.56,2.93,11.29,2.31,2.46,2.43,4.02,5.87,5,3.4,4.61,5.7,1.21,1.86,2.42,2.03,5.62,1.99,4.38,8.77,3.8,2.31,2.01,1.05,5.45,0.72,2.51,4.27,6.95,4,6.77,4.04,4.17,1.14,7.59,3.23,4.14,5.33,6.96,2.49,2.99,5.6,5.4,0.31,
October,,,,,,5.98,6.19,2.87,1.87,5.92,2.75,5.28,7.3,4.81,5.65,5.53,3.94,3.03,3.97,3.45,7.1,3.48,3.95,10.76,1.94,4.09,8.59,4.91,2.53,6.52,4.11,5.03,4.37,2,2.43,1.43,12.18,7.11,4.69,3.58,2.31,2.17,1.36,6.89,4.86,6.06,4.19,5.64,5.92,7.02,7.45,2.08,6.92,4.11,6.24,9.31,4.8,2.13,15.21,2.71,5.38,7.26,5.34,3.67,5.89,7.54,1.13,0.93,2.43,4.75,3.83,1.92,4.16,1.95,9.94,2.77,2.68,5.54,4.35,5.12,
