BRECON-NEW-INN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN985245,Long,-3.4769399,Lat,51.909755,Elevation,810,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929
January,,,,,,4.82,2.22,3.56,2.18,11.21,5.92,5.3,3.07,10.35,12.91,3,9.52,3.83,4.17,1.68,8.45,3.08,7.11,11.89,,4.87,5.9,2.5,6.82,7.49,7.44,,,,,,,,,
February,,,,,,0.38,1.78,3.56,3.71,7.11,7.51,2.06,2.69,6.5,9.15,2.61,5.49,3.38,3.38,1.15,11.13,6.06,4.83,5.1,9.32,8.43,6.59,2,3.6,4.11,3.01,0,,,,,,,,
March,,,,,,5.87,7.5,9.28,1.81,2.62,1.81,7.58,2.94,12.89,4.62,9.83,3.51,2.94,7.94,5.74,3.09,3.15,12.27,12.57,9.39,1.1,4.51,3.42,5.44,5.16,9.11,8.4,,,,,,,,
April,,,,,,2.98,1.56,5.1,4.19,5.3,2.12,5.78,2.95,1.87,4.89,6.62,0.95,5.34,2.87,4.78,4.35,4.3,0.81,8.89,2.89,2.05,3.64,2.01,2.36,2.42,8.45,0.84,,,,,,,,
May,,,,,,1.54,0.19,2.35,5.51,3.58,4.1,1.79,3.02,4.35,3.18,0.58,3.46,4.11,4.08,1.3,2.82,2.27,1.81,3.77,3.1,1.92,3.15,3.85,2.85,0.34,3.4,1.3,,,,,,,,
June,,,,,,1.47,3.86,2.89,3.19,1.7,3.28,2.61,3.64,2.16,2.84,5.15,2.71,6.71,1.7,3.94,5.38,4.21,5.75,2.87,2.65,2.68,3.27,,1.64,1.8,4.04,0,,,,,,,,
July,,,,,,5.01,2.42,2.72,1.24,1.36,2.93,2,1.7,2.81,3.7,1.31,0.68,5.83,5.77,3.63,4.97,0.3,5.74,0.71,5.95,7.17,1.56,,5.88,0.49,4.08,2.35,,,,,,,,
August,,,,,,7.11,4.02,7.44,6.21,1.63,6.1,4.06,2.23,7.14,5.02,5.98,4.05,2.59,5.24,2.02,7.88,4.67,12.27,2.46,3.26,3.12,5.13,10.65,1.54,4.58,3,6.3,,,,,,,,
September,,,,,2.48,1.24,8.09,5.66,1.52,3.38,2.72,3.8,2.58,6.44,3.95,3.29,1.05,0.88,4.48,5.68,0.48,3.5,2.72,4.11,1.37,1.45,2.16,3.65,10.3,2.9,4.1,,,,,,,,,
October,,,,,5.01,5.29,7.28,3.97,7.98,5.73,7.56,3.53,4.63,15.05,3.38,2.85,7.88,6.12,1.89,12.29,4.72,6.16,7.78,8.97,2.99,2.44,14.75,8.02,4.29,1.89,4.85,3.14,,,,,,,,
November,,,,,8.78,9.45,1.99,5.26,5.96,5.51,5.07,3.01,5.37,4.5,4.22,6.11,5.94,4.02,3.67,2.81,6.74,8.99,5.17,6.62,7.76,6.93,6.67,3.64,4.87,3.16,3.05,,,,,,,,,
December,,,,,5.25,5.16,9.74,10.98,10.7,4.15,11.81,9.62,5.08,7.37,6.81,1.62,3.61,9.79,2.86,10.79,10.79,18.18,14.03,2.61,12.36,9.62,3.83,1.58,7.69,7.25,10.06,,,,,,,,,
Total,,,,,,50.32,50.65,62.77,54.2,53.28,60.93,51.14,39.9,81.43,64.67,48.95,48.85,55.54,48.05,55.81,70.8,64.87,80.29,70.57,,51.78,61.16,,57.28,41.59,64.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is a New Inn with approximately the correct relationship to the station and church. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pen Milan, the other record with New Inn in the name is nearby with the same observer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
