STRATHBLANE (BLANEFIELD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS555796,Long,-4.317901,Lat,55.987542,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,7.9,3.35,,,4.75,,,,,,,,,,,3.65,8.45,2.75,6,5.3,7.6,9,4.95,6,5.95,7.2,8.3,6.5,13.1,2.25,7.7,4.85,7.95,5.85,8.45,2.55,7.3,5.3,8.3,5.3,3.05,1.5,7.2,6.1,7.6,2.87,7.79,5.56,8.9,7.53,5.73,6.76,5.34,3.2,6.5,3.95,4.44,7.89,5.67,2.06,4.23
February,,,,,,,,,,,5.55,1.8,,,4.4,,,,,,,,,,,7.4,5.9,0.9,7.95,0.9,8.3,1.8,5.4,5.4,0.75,5.6,6.8,4.15,6.6,2.25,0.65,5.7,0,4.4,0.55,5.8,3.3,6.25,2.95,7.7,2.15,4.85,2.15,6.3,2.2,9.06,4.37,1,6.36,6.3,6.14,4.33,1.99,2.68,5.42,2.62,2,4.52,2.6,2.42,4.49
March,,,,,,,,,,,1.2,2.55,,,2.9,,,,,,,,,,,2.9,2.15,3.05,1.65,4.6,5.1,8.65,3.3,2.45,0.7,3,4.9,4.45,6.7,0.85,3.3,1.5,2.75,3.2,3.85,2.1,3.35,1.4,4,4.35,4.8,2.65,4.1,3.7,0.7,5.81,3.64,4.38,5.9,2.42,4.18,4.55,4.97,1.84,4.19,1.88,3.18,6.54,1.65,3.54,2.57
April,,,,,,,,,,,3.25,3.9,,,6,,,,,,,,,,,3.7,4.8,1.6,1.15,2.3,2.25,1.4,2.95,4.7,3.15,7.45,2.65,3,2.35,0.95,1.4,2.25,5.65,2.2,5.4,3.8,1.75,2.1,0.75,3.2,3.3,2.1,3.7,4,3.35,3.14,2.22,7.93,4.77,6.92,3.96,3.61,2.49,2.79,2.72,3.72,1.76,2.87,2.01,3.34,4.92
May,,,,,,,,,,,4.05,2.05,,,4.2,,,,,,,,,,,1.25,6.2,3.6,1.85,0.85,6.2,2.8,5.7,2.6,5.65,8.35,3.55,3,2,4.05,2.35,5.5,4.35,2.4,3.6,0.45,1.35,2,4.8,1.8,1.15,3.7,2.75,5,3.6,5.02,1.67,5.28,3.04,2.69,1.9,1.99,1.99,2.95,4.7,4.98,3.53,3.12,5.05,0.99,3.61
June,,,,,,,,,,,4.8,3.75,,,2.35,,,,,,,,,,,2.35,3.9,3.2,1.45,3.7,2.55,0.3,1.7,1.55,3.35,1,2.85,4.55,5.4,2.95,3.15,5.65,1.5,1.8,2.75,5.5,2.65,3.9,7,2.85,0.75,1.05,2,4.8,4.65,5.08,4.1,4.68,6.36,1.12,3.01,3.17,3.8,3.62,4.45,3.63,3.29,2.46,3.5,3.57,3.41
July,,,,,,,,,,,4,2.8,,,3.7,,,,,,,,,,,5.5,2.45,1.5,3.45,1.35,4.95,4.2,3.6,4.35,5.65,2,3.1,4.25,3.8,3.95,3.25,6.6,4.6,4.35,2.7,2.25,4.6,4.05,5.35,7.8,3.85,3.65,2.65,2.75,3.15,3.27,4.3,3.92,4.91,2.85,8.32,5.01,2.9,6.33,3.44,1.91,6.01,4.68,4.13,6.11,3.8
August,,,,,,,,,,,4.6,4.85,,,6,,,,,,,,,,,3.05,4.15,5.1,3.2,3,5.75,7.7,3.9,6.8,5.05,4.6,4.75,6.35,5.85,7.5,6.15,1.8,2.15,3,4.55,3.75,3.8,4.35,3.2,2.15,2.55,5.45,6.9,6.5,2.9,2.39,4.59,0,8.19,5.28,7.87,6.83,5.55,4.02,6.01,1.14,4.95,5.55,4.81,1.03,3.67
September,,,,,,,,,,,5.25,4.95,,,6.2,,,,,,,,,,,1.7,1.4,3.8,6.75,5.25,3.4,2,3.2,8.65,5.2,3.95,5.25,6.6,4.45,1.4,5.15,1.7,5.9,0.9,6.3,7.85,4.1,3.4,6.1,2.6,3.9,2.4,5.9,3.45,4.6,6.48,8.56,5.61,8.5,3.2,11.5,4.59,3.75,5.74,8.47,5.82,6,3.27,5.59,1.55,2.86
October,,,,,,,,,,,7.25,5.55,,,2.55,,,,,,,,,,,4.5,9.2,8.5,7.1,1,1.95,6.4,3.2,8.3,3.9,4.25,8.3,6.7,9.05,6.5,6.7,4.2,7.1,3.8,8.1,10.6,6.4,3.65,9.65,3.4,6.4,5.1,7.55,11.45,5.3,7.25,0.52,2.88,9.25,9.51,5.71,1.33,5.66,3.4,11.02,4.29,4.35,7.02,5.25,5.78,3.82
November,,,,,,,,,,,6.45,4.2,,,2.6,,,,,,,,,,,3.3,7.5,9.3,5.9,5.3,5.3,3.95,4.1,4.6,5.4,0.95,7.2,6.15,8.4,8.5,6.75,8.35,5.3,2.6,1.75,6.1,4.95,1,9.5,10.2,6.6,4.1,0.9,3.4,8.4,0.54,8.25,8.28,5.27,5.07,4.96,7.39,2.55,8.47,9.07,2.28,1.8,2.98,2.32,7.71,6.55
December,,,,,,,,,,,10.1,6.75,,,5.8,,,,,,,,,,,6.8,7.3,3.35,5.95,9.1,5.4,9.65,5.15,4.8,8.35,4.4,2.2,1.55,6.2,12.8,5.5,6.3,9.1,1.55,7.8,3.4,7.1,3.55,4,2.95,6,3.75,7.15,2.5,6.1,4.34,5.99,3.06,8.03,11.66,2.25,9.56,5.39,6.41,8.32,9.38,6.79,7.47,5.86,8.59,6.67
Total,,,,,,,,,57.6,57.95,64.4,46.5,40.8,75.75,51.45,41,51.25,52.25,53.6,48.2,44.4,51.56,,50.1,55.77,46.1,63.4,46.65,52.4,42.65,58.75,57.85,47.15,60.2,53.1,52.75,59.85,57.25,73.9,53.95,52.05,54.4,56.35,36.05,55.8,54.15,50.65,40.95,65.6,54.3,44.5,40.3,52.95,59.95,52.55,55.25,56,52.58,79.48,64.55,65.53,59.12,46.38,51.45,74.31,45.6,48.1,58.37,48.44,46.69,50.6
