"BROMSGROVE (SEWAGE DISPOSAL WORKS)",,,,,,,,,,,,
Grid ref,SO956685,Long,-2.065967,Lat,52.314589,,,,,,,
Station no,2406/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.25,1.97,0.84,1.00,2.27,2.86,1.03,2.40,3.15,5.09,,
February,2.62,0.68,1.40,2.14,1.38,0.28,2.42,3.52,0.09,1.84,,
March,4.69,2.25,1.20,2.16,2.56,0.96,1.55,0.97,1.65,1.26,,
April,2.52,2.05,2.10,0.58,1.21,1.15,0.06,0.37,2.76,1.04,,
May,3.53,2.98,2.23,2.64,3.26,0.62,1.31,2.25,1.05,1.39,,
June,1.05,1.71,1.98,2.59,2.79,2.04,1.26,4.04,1.22,1.91,,
July,1.08,0.52,3.65,3.56,0.68,3.29,3.43,3.64,1.73,3.41,,
August,4.36,5.09,2.67,4.18,0.49,5.53,5.79,3.56,0.90,4.55,,
September,2.39,1.02,2.73,1.52,1.60,2.57,3.76,4.49,0.25,4.49,,
October,0.48,4.73,1.97,3.09,1.18,1.55,1.42,1.97,2.34,5.76,,
November,6.50,2.09,1.46,5.27,3.12,0.71,1.80,1.80,2.76,3.56,,
December,2.02,2.86,1.10,1.65,2.03,2.55,2.14,3.08,4.71,3.23,,
Total,33.49,27.95,23.33,30.38,22.57,24.11,25.97,32.09,22.61,37.53,,
Calc annual,33.49,27.95,23.33,30.38,22.57,24.11,25.97,32.09,22.61,37.53,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
