"LIVERPOOL ST JOHN'S GARDENS + MONUMENT PLACE",,,,,,,,,,,,
Grid ref,SJ354907,Long,-2.973255,Lat,53.409141,,,,,,,
Station no,2815,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.04,,2.29,2.30,2.27,1.18,4.75,0.98,1.94,,,
February,3.35,,1.74,1.81,3.88,1.24,1.94,1.51,2.24,,,
March,1.12,,1.77,3.13,1.63,3.49,2.02,1.65,3.02,,,
April,1.21,,2.14,1.69,1.08,2.17,1.09,1.14,3.25,,,
May,1.49,,3.88,3.09,2.13,0.54,2.88,2.99,2.98,,,
June,2.39,,1.96,1.71,1.28,2.17,1.41,5.05,2.09,,,
July,0.98,,2.40,2.46,1.11,1.89,0.87,2.24,3.43,,,
August,7.41,,2.48,3.55,4.49,3.72,2.86,3.21,3.17,,,
September,0.45,,1.11,4.88,2.28,1.90,1.81,0.63,3.32,,,
October,4.14,,3.39,7.68,1.48,2.95,5.38,3.77,2.01,,,
November,3.19,,2.10,3.03,2.14,3.64,1.92,2.79,2.39,,,
December,2.81,,2.44,1.46,2.64,0.35,3.49,2.30,1.73,,,
Total,32.58,25.60,27.70,36.79,26.41,25.24,30.42,28.26,31.57,,,
Calc annual,32.58,0.00,27.70,36.79,26.41,25.24,30.42,28.26,31.57,0.00,,
Difference,-0.00,25.60,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,,
