"LIVERPOOL MONUMENT PLACE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2815,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.37,3.55,3.59,2.04,2.31,1.50,2.56,3.50,5.47,1.95,4.95,
February,2.55,0.19,2.82,3.34,0.65,4.54,2.70,1.55,2.58,0.92,0.21,
March,3.97,1.73,1.75,1.32,1.10,0.92,0.85,2.64,1.13,0.53,2.97,
April,3.89,1.11,2.00,2.63,2.23,1.86,0.71,1.46,0.81,1.03,2.98,
May,3.30,2.21,1.38,3.26,6.02,2.32,3.71,1.21,1.49,1.76,1.01,
June,2.71,0.18,2.34,0.46,1.86,0.05,1.29,4.33,5.04,1.22,1.89,
July,5.63,1.38,4.26,2.96,2.16,2.62,3.77,3.34,1.86,2.70,5.76,
August,2.09,5.01,3.33,3.88,5.33,3.48,3.34,5.76,3.48,3.11,5.94,
September,3.24,1.34,3.04,3.74,4.38,4.04,4.17,6.05,1.14,2.24,2.88,
October,1.36,3.07,0.58,3.76,3.71,3.95,3.21,2.77,3.71,4.42,4.43,
November,0.78,2.07,1.63,3.42,1.66,2.78,4.87,4.76,4.39,5.26,4.74,
December,2.13,3.67,3.94,4.10,3.29,2.85,0.99,1.47,2.32,5.02,4.38,
Total,35.02,25.51,30.66,34.91,34.70,30.91,32.17,38.84,33.42,30.16,42.14,
Calc annual,35.02,25.51,30.66,34.91,34.70,30.91,32.17,38.84,33.42,30.16,42.14,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
