"LIVERPOOL (MONUMENT PL)",,,,,,,,,,,,
Grid ref,SJ354907,Long,-2.973255,Lat,53.409141,,,,,,,
Station no,2815,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.13,3.38,1.24,2.99,2.51,3.99,1.40,2.64,3.26,5.21,,
February,2.47,0.95,1.23,3.20,2.28,0.43,2.06,5.04,0.20,1.58,,
March,4.82,2.08,1.06,2.16,1.89,1.45,2.08,1.43,1.34,1.72,,
April,1.25,1.77,2.31,0.72,1.76,2.97,0.44,0.62,3.06,1.32,,
May,3.16,2.13,1.91,2.67,2.87,0.93,1.60,2.82,1.80,2.29,,
June,1.03,2.16,1.44,3.44,3.16,1.94,1.43,4.92,2.87,0.88,,
July,1.73,1.44,3.69,3.70,0.77,4.33,3.77,4.01,3.22,3.34,,
August,4.02,2.64,3.62,4.96,1.67,8.70,3.86,3.27,2.66,4.03,,
September,2.48,3.76,3.42,3.68,2.46,2.22,5.75,4.86,0.25,4.02,,
October,0.91,4.22,1.62,5.75,2.48,2.21,3.12,2.92,3.29,3.83,,
November,7.66,2.95,3.11,6.16,1.45,1.36,1.17,1.82,5.08,6.42,,
December,4.55,3.58,1.46,3.92,3.94,2.42,3.07,4.40,4.98,3.04,,
Total,36.21,31.06,26.11,43.35,27.24,32.95,29.75,38.75,32.01,37.68,,
Calc annual,36.21,31.06,26.11,43.35,27.24,32.95,29.75,38.75,32.01,37.68,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
