MICKLEOVER HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK295330,Long,-1.562959,Lat,52.893645,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.14,1.29,2.87,3.55,1.74,1.08,2.11,1.99,1.02,3.53,1.26,1.06,1.11,2.17,0.9,3.56,3.44,1.54,2.51,1.33,2.24,2.02,3.31,1.74,2.46,3.45,1.32,2.35,2.12,2.69,1.75,5.45,1.45,3.83,1.76,1.8,1.82,2.36,0.78,2.96,3.01,3.34,4.58,1.85,2.22,1.81,4.22,2.87,1.77,2.39,1.44,4.92,1.14,0.91,2.12,2.28,0.91,0.93,1.99,,1.5,1.86,2.65,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,3.32,1.33,1.36,3.38,1.09,1.56,1.18,3.27,0.74,3.14,1.89,1.56,0.29,2.2,1.25,2.48,0.88,1.13,2.26,3.95,1.08,1.96,2.19,2.22,0.26,2.69,3.69,1.02,2.64,2.52,1.58,2.71,0.33,0.79,3.01,0.31,2.89,0.4,2.16,1.75,4.03,0.78,1.09,3.32,2.37,0.41,0.9,1.36,2.5,4.08,0.77,1.35,0.56,4.89,2.28,0.59,1.55,1.83,1.76,,1.75,3.03,0.25,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.94,0.9,0.99,0.55,1.97,1.39,3.44,1.93,2.75,1.73,1.44,2.55,3.33,0.39,1.57,3.77,3.61,2.22,0.9,3.61,1.53,1.32,4.4,1.71,1.03,1.94,1.45,0.91,0.91,1.18,2.23,1.88,0.26,2.29,0.13,1.76,2.37,1.6,0.69,1.28,1.93,0.37,1.47,2.72,3.11,1.87,1.28,0.13,0.87,0.66,5.01,0.9,1.96,0.92,3.28,2.1,1.03,1.86,2.1,,1.82,0.96,1.37,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.96,1.4,3.05,1.16,1.89,2.29,1.89,1.85,1.69,0.71,1.36,2.45,1.18,2.73,1.05,0.23,2.41,0.61,0.73,1.52,1.14,1.03,1.16,3.86,1.01,2.49,1.92,2.21,1.42,1.65,2.53,1.2,0.9,4.16,3.72,2.8,1.01,1.87,2.66,1.63,2.25,0.17,1.88,2.37,1.92,0.96,0.59,1.99,1.7,1.2,2.29,1.86,2.32,2.24,1.23,1.9,2.29,0.31,1.39,,0.2,0.52,2.32,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.46,2.13,2.77,1.44,0.96,2.77,2.77,1.74,0.46,1.95,3.21,2.33,1.54,2.37,0.65,2.09,1.64,1.71,1.48,2.09,2.45,2.82,0.99,2.35,1.45,0.93,2.49,3.51,5.54,3.17,2.2,0.6,2.2,2.16,2.88,7.08,1.54,0.86,0.5,0.3,2.22,1.58,0.86,0.83,2.44,3.49,2.52,0.92,2.09,1.34,1.73,1.37,1.65,1.34,3.05,3.1,1.95,2.36,2.4,,0.61,1.62,0.28,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.77,1.79,2.03,2.33,1.89,2.36,1.17,0.55,1.16,1.71,3.22,2.01,2.25,1.14,2.82,4.44,1.39,1.61,2.68,1.46,1.92,0.59,0.93,1.53,0.44,0.81,0.49,2.11,0.03,2.29,4.32,3.22,1.94,1.99,3.5,1.03,2.53,0.58,3.14,3.5,0.72,1.74,1.05,0.64,1.11,0.02,2.11,1.74,2.46,3.42,1.09,3.32,0.84,1,1.02,2.4,2.73,2.08,2.72,,1.38,4.01,0.51,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,0.21,0.96,2.15,3.77,3.46,1.21,2.45,2.08,0.89,0.46,2.31,2.07,3.64,2.78,0.29,3.21,0.9,3.5,6.22,2.12,1.24,2.67,2.26,3.92,0.46,3.56,5.84,2.68,1.54,1.46,2.57,1.46,2.02,7.13,3.67,3.51,2.47,1.06,0.42,3.92,2.3,4.27,4.73,2.93,4.09,1.94,1.13,2.75,2.23,1.46,2.38,1.29,2.66,1.77,0.7,0.89,2.37,2.33,0.53,,3.71,4.1,0.57,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.72,2.07,0.65,4.7,1.89,2.93,4.79,3.26,3.09,0.9,3.54,3.77,2.02,3.07,1.84,6.28,1.86,1.58,2.35,1.73,4.26,2.43,1.81,0.93,5.56,5.27,2.23,2.88,3.3,2.06,3.11,3.76,2.86,2.43,6.13,2.07,0.83,2.08,1.94,2.15,0.26,1.81,2.43,0.29,5.04,2.86,2.26,2.72,3.22,4.3,0.61,4.91,1.45,2.65,6.1,1.5,2.74,4.41,0.48,,2.71,1.61,0.22,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.31,0.37,2.54,1.08,1.02,1.14,2.85,1.95,1.42,0.82,0.75,2.09,2.59,0.58,1.3,0.88,1.73,1.26,0.77,0.85,1.54,5.4,1.6,1.63,1.02,1.31,2.19,3.01,3.35,0.69,4.25,0.7,0.6,4.87,2.36,2,1.86,1.78,3.45,2.79,1.2,3.16,0.62,0.64,0.47,1.25,2.31,3.7,2.49,4.14,1.7,2.25,1.33,3.9,1.37,1.17,1.63,3.14,1.09,,3.58,2.62,0.05,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.96,2.21,2.84,2.56,1.65,2.72,5.19,0.69,1.41,4.52,3.83,1.07,3.32,2.05,1.82,2.83,3.41,1.9,1.56,2.96,3.96,1.14,2.04,1.84,2.55,0.55,1.99,3.4,3.12,2.76,2.2,4.14,3.22,2.99,0.83,3.29,5.77,2.03,3.44,1.62,2.05,2.59,2.86,4.19,3.02,2.47,1.95,2.5,3.98,1.25,0.2,2.12,4.12,1.1,0.6,2.37,2.17,3.51,1.47,,1.11,2.28,1.51,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.55,2.2,1.19,2.23,1.95,2.31,2.23,1.47,2.66,2.58,1.7,1.58,0.48,4.3,1.51,1.91,2.3,3.14,2.19,2.88,1.52,1.38,2.03,0.8,1.54,0.88,2.1,1.51,1.41,3.27,3.69,3.35,5.52,2.69,3,1.81,1.04,1.95,4.33,2.2,1.65,2.55,4.63,6.52,2.98,1.41,2.01,3.87,0.25,4.29,1.93,1.33,3.11,4.26,5.28,0.98,2.45,4.26,1.86,,1.45,1.29,3.28,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,1.74,1.96,2.08,3.88,5.1,1.66,1.17,1.58,0.5,2.57,2.97,1.53,4.27,3.98,3.53,2.97,1,5.57,4.44,2.41,0.96,3.62,4.02,2.52,1.84,3.76,3.2,2.27,2.15,0.87,2.28,1.39,4.28,1.96,1.2,0.69,0.34,3.94,3.72,2.04,2.69,3.21,1.88,2.23,1.34,2.3,0.88,1.53,1.93,2.45,2.56,3.44,2.06,1.27,1.93,2.39,1.06,2.89,1.76,,1.43,2.81,4.26,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,24.08,18.61,24.52,30.63,24.61,23.42,31.24,22.36,17.79,24.62,27.48,24.07,26.02,27.76,18.53,34.65,24.57,25.77,28.09,26.91,23.84,26.38,26.74,25.05,19.62,27.64,28.91,27.86,27.53,24.61,32.71,29.86,25.58,37.29,32.19,28.15,24.47,20.51,27.23,26.14,24.31,25.57,28.08,28.53,30.11,20.79,22.16,26.08,25.49,30.98,21.71,29.06,23.2,26.25,28.96,21.67,22.88,29.91,19.55,,21.25,26.71,17.27,34.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
