"BRIMPTON STONEHOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,792,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,4.26,3.97,0.69,3.97,1.35,1.13,3.55,3.54,,
February,,,2.39,1.16,3.82,5.07,5.23,0.92,1.31,2.83,,
March,,,4.10,2.88,4.48,1.07,4.22,2.10,0.90,5.19,,
April,,,0.07,3.69,0.99,0.98,0.87,1.84,3.32,2.38,,
May,,,1.26,2.09,1.55,4.14,1.49,1.61,1.68,0.40,,
June,,,3.66,0.58,1.48,0.82,2.33,1.82,0.61,1.24,,
July,,,1.95,1.55,3.01,5.31,0.84,4.95,5.21,1.51,,
August,,,6.06,1.02,1.93,3.16,4.20,5.98,1.30,2.66,,
September,,,2.38,1.83,0.96,3.39,1.77,2.02,5.56,2.32,,
October,,2.06,3.31,4.02,2.33,3.90,4.45,4.89,1.83,1.19,,
November,,3.37,1.91,2.86,3.39,2.28,4.77,0.68,2.47,1.76,,
December,,7.28,3.54,1.26,7.13,5.97,3.37,1.12,2.35,5.17,,
Total,,,34.89,26.91,31.76,40.06,34.89,29.06,30.09,30.19,,
Calc annual,0.00,12.71,34.89,26.91,31.76,40.06,34.89,29.06,30.09,30.19,,
Difference,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
