BRIMPTON-STONEHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU545646,Long,-1.2183384,Lat,51.377845,Elevation,330,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,4.26,3.97,0.69,3.97,1.35,1.13,3.55,3.54,3.18,2.67,2.97,1.64,3.15,2.39,4.26,2.32,4.22,1.34,3.74,1.68,2.97,2.5,2.1,0.56,4.96,,,4.76,2.72,2.79,3.24,5.63,1.85,1.36,2.82,1.68,5.99,1.43,1.03,3.5,2.37,,1.34,2.74,,,,,
February,,,2.39,1.16,3.82,5.07,5.23,0.92,1.31,2.83,0.55,0.27,2.69,4.12,0.3,3.98,1.83,4.01,1.95,0.7,0.55,1.75,0.14,4.62,0.09,2.7,2.21,,,1.28,2.51,2.44,0.53,1.47,0.78,2.09,2.26,1.27,1.6,1.56,5.03,5.68,0.86,,2.86,1.52,,,,,
March,,,4.1,2.88,4.48,1.07,4.22,2.1,0.9,5.19,1.77,1.55,2.22,2.31,0.93,0.39,0.59,2.85,2.91,0.08,0.91,0.18,1.78,3.45,2.56,0.64,2.53,,,1.47,2.45,3.52,2.46,0.57,0.15,1.01,0.86,3.3,1.38,1.5,1.31,3.52,2.49,0.39,2.89,1.16,,,,,
April,,,0.07,3.69,0.99,0.98,0.87,1.84,3.32,2.38,3.44,0.75,3.18,2.77,3.17,2.24,3.18,1.92,1.75,0.84,2.3,2.79,2.88,1.23,1.89,3.55,1.67,,,2.77,1.59,1.52,1.94,0.92,1.21,1.08,1.83,2.52,1.06,1.66,2.46,3.17,1.69,2.83,0.27,0.25,,,,,
May,,,1.26,2.09,1.55,4.14,1.49,1.61,1.68,0.4,1.21,1.65,0.53,1.76,3.93,3.99,1.8,1.1,2.01,1.58,1.88,2.39,5.05,1.34,0.65,1.6,0.65,,,1.2,0.85,2.02,3.54,3.22,0.62,1.8,2.75,1.71,4.68,2.56,1.76,2.88,3.07,2.29,2.14,2.65,,,,,
June,,,3.66,0.58,1.48,0.82,2.33,1.82,0.61,1.24,2.33,0.29,1.34,0.38,3.08,0,2.45,3.01,2.42,1.39,0.94,1.51,1.52,1.85,1.46,4.29,2.54,,,1.43,0.43,1.8,0.31,1.11,1.81,2.57,2.26,1.52,2.02,0.12,1.57,0.33,2.04,1.53,4.2,2.39,,,,,
July,,,1.95,1.55,3.01,5.31,0.84,4.95,5.21,1.51,5.67,0.26,4.75,1.46,4.26,2.92,2.07,4.7,1.68,1.01,1.82,3.91,1.97,1.3,1.3,0.76,4.01,,,4.58,4.09,2.41,1.81,1.54,2.45,1.45,0.96,2.23,0.72,0.81,4.88,1.54,0.54,3.49,2.41,,,,,,
August,,,6.06,1.02,1.93,3.16,4.2,5.98,1.3,2.66,1.39,1.92,3.76,2.42,2.33,2.69,0.86,3.48,1.9,0.51,2.46,4.6,1.59,0.27,2.64,3.14,0.7,,,2.08,0.09,4.18,2.06,1.48,1.45,2.24,3.77,0.57,4.6,1.78,3.62,4.24,2.76,2.4,4.01,0.24,,,,,
September,,,2.38,1.83,0.96,3.39,1.77,2.02,5.56,2.32,1.96,2.19,1.47,2.07,4.17,2.85,0.67,6.02,1.51,0.47,2.67,1.62,3.71,3.45,1.94,4.46,3.44,,,0.71,1.31,0.32,1.88,1.29,2.59,2.09,5.72,1.17,0.68,2.42,3.35,3.13,2.07,2.13,1.92,0.93,,,,,
October,,2.06,3.31,4.02,2.33,3.9,4.45,4.89,1.83,1.19,3.09,1.27,0.97,5.38,3.88,3.35,2.41,2.54,5.46,3,1.48,0.45,4.16,1.77,1.31,3.59,1.53,,,4.56,3.32,1.46,3.34,3.89,4.51,3.94,1.23,0.48,2.24,7.63,0.66,1.07,4.03,3.36,2.24,3.28,,,,,
November,,3.37,1.91,2.86,3.39,2.28,4.77,0.68,2.47,1.76,1.44,1.76,1.95,2.06,2.97,2.05,6.63,3.34,2.98,7.47,4.3,3.1,1.67,0.8,1.7,4.89,3.08,,,5.26,7.94,3.1,1.75,1.52,5.55,0.12,6.24,1.38,1.78,3.38,5.61,7.49,3.79,1.44,5.75,2.26,,,,,
December,,7.28,3.54,1.26,7.13,5.97,3.37,1.12,2.35,5.17,2.55,1.56,3.28,3.08,5.08,3.19,0.47,3.89,2.7,7.25,3.09,0.88,0.99,0.41,7.64,3.28,3.31,,,1.58,1.14,1.65,4.12,1.72,2.36,3.73,2.84,2.95,4.77,1.67,1.29,2.89,2.5,0.79,2.77,3.26,,,,,
Total,,,34.89,26.91,31.76,40.06,34.89,29.06,30.09,30.19,28.58,16.14,29.11,29.45,37.25,30.04,27.22,39.18,31.49,25.64,26.14,24.86,28.43,22.99,25.28,33.46,30.63,,,31.68,28.44,27.21,26.98,24.36,25.33,23.48,33.54,20.78,31.52,26.52,32.57,39.44,28.21,,32.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s record and is Stone House. Altitudes match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
