"KINGSTON ST MARY (YARFORD ORCHARDS)",,,,,,,,,,,,
Grid ref,ST201298,Long,-3.141548,Lat,51.061956,,,,,,,
Station no,2076/9/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,2.71,3.97,3.73,,
February,,,,,,,,3.47,0.24,3.43,,
March,,,,,,,,0.61,3.35,2.74,,
April,,,,,,,0.05,0.88,2.97,2.12,,
May,,,,,,,1.47,2.94,0.55,1.51,,
June,,,,,,,2.68,2.57,0.89,1.41,,
July,,,,,,,2.81,3.94,1.53,3.15,,
August,,,,,,,2.55,2.47,1.30,4.62,,
September,,,,,,,3.24,4.32,0.20,3.41,,
October,,,,,,,2.13,1.63,3.43,8.61,,
November,,,,,,,2.06,2.81,4.82,3.37,,
December,,,,,,,2.39,3.62,6.05,4.16,,
Total,,,,,,,,31.97,29.30,42.26,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,19.38,31.97,29.30,42.26,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,,
