"BELVOIR CASTLE",,,,,,,,,,,,
Grid ref,SK820337,Long,-0.782557,Lat,52.894504,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.16,1.07,1.25,1.83,2.23,0.75,2.84,0.97,0.90,1.05,,
February,4.04,1.55,1.37,0.79,2.87,0.90,2.10,1.09,1.49,0.59,,
March,0.78,1.95,1.26,3.20,1.98,2.04,1.42,1.32,2.69,3.27,,
April,1.31,1.70,1.95,1.60,1.15,2.17,0.64,2.55,2.23,1.22,,
May,1.86,1.24,2.74,2.79,2.09,0.63,1.55,3.72,1.79,1.28,,
June,2.10,1.62,2.05,2.08,0.89,3.29,2.61,1.87,1.15,2.30,,
July,1.59,2.69,1.24,1.82,3.31,1.74,1.09,2.48,2.53,3.95,,
August,3.73,1.39,5.00,5.09,2.16,3.11,1.52,2.57,3.37,2.76,,
September,0.48,0.94,1.15,2.98,1.81,2.95,1.11,0.80,1.48,4.17,,
October,1.98,1.37,2.31,5.65,0.62,1.55,4.36,3.89,1.34,2.68,,
November,1.98,1.53,1.53,1.89,1.13,2.60,3.32,1.96,1.13,0.61,,
December,4.10,4.49,1.92,1.04,1.71,0.79,2.67,2.61,1.33,4.02,,
Total,27.11,21.54,23.77,30.76,21.95,22.52,25.23,25.83,21.43,27.90,,
Calc annual,27.11,21.54,23.77,30.76,21.95,22.52,25.23,25.83,21.43,27.90,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
