BELVOIR CASTLE (New Gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK820337,Long,-0.782557,Lat,52.894504,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,3.02,1,1.44,0.78,2.7,3.16,1.07,1.25,1.83,2.23,0.75,2.84,0.97,0.9,1.05,1.79,1.41,2.99,2.55,1.58,2.88,1.02,2.38,1.73,3.54,2.04,1.95,2.44,1.19,1.91,2.05,2.57,1.72,3.77,1.27,2.76,1.79,0.96,1.81,2.03,1.6,3.48,2.79,2.39,4.06,1.68
February,,,,,,0.27,0.81,3.06,0.61,1.19,4.04,1.55,1.37,0.79,2.87,0.9,2.1,1.09,1.49,0.59,2.69,1.52,1.37,0.76,1.2,2.9,4.28,0.66,1.59,2.23,1.52,0.33,2.98,3.37,0.85,2.44,1.34,2,1.58,0.5,0.5,2.46,0.57,2.06,0.52,2.15,1.98,2.85,0.87,0.78,2.53
March,,,,,,1.98,1.87,2.41,1.46,0.59,0.78,1.95,1.26,3.2,1.98,2.04,1.42,1.32,2.69,3.27,0.65,1.75,2.74,3.69,2.72,1.01,4.1,1.33,0.74,3.7,2.63,0.97,1.92,1.19,0.54,1.07,0.49,2.07,1.19,0.07,1.58,0.31,1.68,2.85,1.86,0.78,1.1,2.8,0.22,1.85,2.09
April,,,,,,1.57,1.06,1.52,1.89,2.09,1.31,1.7,1.95,1.6,1.15,2.17,0.64,2.55,2.23,1.22,2.11,0.79,0.26,2.25,1.39,0.91,1.24,1.53,1.7,1.61,5.03,0.98,3.17,1.71,1.67,1.36,1.63,1.94,0.58,1.09,2.64,3.31,2.1,0.96,2.41,2.38,1.72,2.79,0.03,2.16,1.33
May,,,,,2.16,0.71,0.65,1.09,2.71,3.5,1.86,1.24,2.74,2.79,2.09,0.63,1.55,3.72,1.79,1.28,2.7,2.43,3.46,1.72,1.97,1.75,2.04,1.49,1.67,1.66,1.79,1.94,0.98,1.94,3.58,3.52,3.07,0.79,1.79,1.2,2.08,3.07,5.23,1.51,0.72,0.59,1.4,3.48,2.83,1.11,0.7
June,,,,,2.89,1.26,2.51,2.37,1.07,1.04,2.1,1.62,2.05,2.08,0.89,3.29,2.61,1.87,1.15,2.3,1.37,2.16,3.67,1.52,2.96,1.36,1.35,1.66,0.31,0.79,2.35,0.73,1.46,0.69,2.29,0.13,2.21,4.37,3.43,1.57,0.75,2.28,1.48,2.24,0.72,2.57,2.53,0.56,1.5,2.81,0.99
July,,,,,3.36,2.86,1.75,1.7,0.97,1.79,1.59,2.69,1.24,1.82,3.31,1.74,1.09,2.48,2.53,3.95,2.73,0.18,4.81,0.66,3.02,5.57,1.8,1.59,3.79,4.42,4.33,0.57,5,3.91,2.35,1.79,2.13,2.39,1.15,1.41,3.2,4.41,6.59,1.76,2.76,0.2,5.46,5.59,2.71,4,3.75
August,,,,,0.89,1.91,2.13,4.51,2.67,0.89,3.73,1.39,5,5.09,2.16,3.11,1.52,2.57,3.37,2.76,3.2,1.75,5.57,0.79,1.24,3.22,3.85,5.36,1.32,2.64,0.95,3.48,5.71,2.21,2.66,1.45,2.59,2.09,1.95,1.63,2.07,3.3,2.22,0.63,1.95,1.39,1.7,0.76,4.1,3.8,0.25
September,,,,,2.89,0.43,4.15,2.13,0.54,2.63,0.48,0.94,1.15,2.98,1.81,2.95,1.11,0.8,1.48,4.17,1.09,1.3,0.98,2.39,0.87,1.2,1.33,1.75,3.92,2.62,1.57,0.88,1.72,2.76,2.73,3.26,1.3,3.98,0.46,0.66,3.78,2.69,1.95,2.04,1.28,4.23,2.67,0.97,2.52,0.78,0.54
October,,,,,2.32,2.95,4.04,1.08,2.55,2.78,1.98,1.37,2.31,5.65,0.62,1.55,4.36,3.89,1.34,2.68,2.15,2.16,2.04,4.21,2.58,1.05,1.78,3,1.44,1.61,1.08,1.55,1.11,2.55,4.4,2.72,2.74,2.01,3.6,2.7,1.56,0.54,3.02,2.74,1.07,3.08,1.89,2.3,2.07,3.09,
November,,,,,1.95,2.8,1.19,1.42,2.39,1.46,1.98,1.53,1.53,1.89,1.13,2.6,3.32,1.96,1.13,0.61,3.5,2.12,2.09,2.17,3.54,2.59,2.65,0.82,1.66,1.65,0.85,1.24,1.44,2.17,1.93,1.78,3.26,3.12,2.37,4.46,2.94,1.89,1.67,1.94,2.09,4.27,2.93,1.23,2.33,3.28,
December,,,,,,1.86,3.3,2.43,1.99,1.98,4.1,4.49,1.92,1.04,1.71,0.79,2.67,2.61,1.33,4.02,4.88,3.65,3.56,0.87,4.55,4.77,2.25,0.61,2.29,3.63,2.03,1.44,3.11,2.71,2.82,1.85,0.91,2.55,1.59,4.02,2.25,0.76,0.68,0.35,3.98,2.82,1.61,1.96,4.07,1.35,
Total,,,,,,21.62,24.46,25.16,19.63,22.64,27.11,21.54,23.77,30.76,21.95,22.52,25.23,25.83,21.43,27.9,28.86,21.22,33.54,23.58,27.62,29.21,27.69,22.18,22.16,30.1,26.17,16.06,31.04,26.4,27.73,23.42,24.24,29.03,23.46,20.58,26.11,26.81,28.15,20.89,21.39,26.06,28.47,28.08,25.64,29.07,
