"MOSELEY (HIGHFIELD ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4701,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.05,2.48,3.47,1.86,2.86,,,,,,,
February,1.21,0.20,2.47,5.60,0.58,,,,,,,
March,2.72,1.25,2.79,1.66,1.39,,,,,,,
April,5.02,1.18,2.66,2.53,3.09,,,,,,,
May,2.72,1.82,1.49,1.88,3.83,,,,,,,
June,2.78,0.71,1.03,0.45,3.75,,,,,,,
July,4.54,0.65,5.49,3.37,3.34,,,,,,,
August,1.55,3.86,5.35,3.39,3.87,,,,,,,
September,2.25,1.00,2.36,3.16,3.09,,,,,,,
October,2.93,1.71,0.68,3.68,4.81,,,,,,,
November,1.17,2.26,1.32,1.94,2.02,,,,,,,
December,3.05,1.82,4.28,3.02,3.88,,,,,,,
Total,32.99,18.94,33.39,32.54,36.51,,,,,,,
Calc annual,32.99,18.94,33.39,32.54,36.51,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
