PLYMPTON-RIDGEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX545561,Long,-4.0472,Lat,50.3872,Elevation,125,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,,5.24,2.51,4.79,7.69,2.53,6.4,5.93,3.71,7.55,8.74,6.88,5.46,6.39,4.11,4.7,9.43,8.94,6.41,8.91,2.17,10.19,2.99,7.98,1.54,,,,,,,,,
February,,,,,,,,2.5,3.11,3.59,2.17,3.71,1.8,1.8,2.56,4.91,5.34,4.26,2.43,5.72,3.27,3.67,7.77,3.36,4.83,2.12,6.28,3.05,2.27,6.47,3.96,,,,,,,,,
March,,,,,,,,5.03,2.09,3.83,4.84,5.6,6.24,3.02,2.7,3.33,3.32,7.15,2.45,3.07,3.38,2.33,4.59,6.15,1.73,1.51,5.34,4.89,2.99,0.92,2.52,,,,,,,,,
April,,,,,,,,5.83,5.53,4.13,1.66,0.62,4.38,2.39,1.37,0.57,2.69,3.82,4.03,2.1,0.29,6.96,2.04,0.67,2.97,1.44,4.93,6.89,5.04,4.59,3.32,,,,,,,,,
May,,,,,,,,3.07,3.88,1.32,5.87,0.33,2.4,2.52,1.16,3.78,3.05,4.36,2.46,6.69,2.17,0.22,1.56,2.04,0.88,2.57,0.28,4.19,5.38,2.75,1.28,,,,,,,,,
June,,,,,,,,2.24,1.74,0.84,9.81,3.14,3.76,5.02,2.18,1,2.36,1.52,0.91,0.5,0.39,2.22,6.35,2.29,2.07,3.9,2.23,1.7,3.12,7.46,1.02,,,,,,,,,
July,,,,,,,,2.75,3.86,0.88,4.22,5.45,3.54,1.54,1.34,3.73,1.59,5.24,0.31,1.25,1.77,7.19,3.09,3.45,1.84,6.15,1.79,4.41,1.31,7.33,3.58,,,,,,,,,
August,,,,,,,,0.75,2.35,4.9,7.68,2.64,2.89,4.21,0.92,5.96,5.46,1.62,5.42,0.73,1.54,2.23,1.97,5.39,4.33,3.25,5.74,6.18,7.52,8.02,1.35,,,,,,,,,
September,,,,,,,,2.79,3.63,5.91,3.31,4.51,5.16,5.57,4.23,0.04,11.7,2.7,5.96,5.73,2.38,6.99,3.71,3.94,7.61,8.24,6.92,3.06,2.97,4.96,4.92,,,,,,,,,
October,,,,,,,,5.67,2.91,5.61,3.19,3.29,8.6,7.51,2.91,9.63,2.84,5.56,5.85,3,6.2,4.89,5.37,3.72,9.36,7.69,4.94,3.75,4.46,2.91,2.72,,,,,,,,,
November,,,,,,,,2.09,3.67,4.87,4.23,7.55,1.93,3.41,5.26,6.09,2.2,2.34,5.53,2.34,3.11,1.63,7.3,3.62,5.75,6.58,5.97,9.71,3.6,0.56,3.84,,,,,,,,,
December,,,,,,,,1.95,6.2,5.2,7.72,3.61,4.85,4.72,4.55,5.67,5.04,3.26,9.96,5.02,3.56,4.69,8.31,2.05,7.41,2.19,12.68,3.49,4.77,2.03,,,,,,,,,,
Total,,,,,,,,39.91,41.48,45.87,62.39,42.98,51.95,47.64,32.89,52.26,54.33,48.71,50.77,42.54,32.17,47.72,61.49,45.62,55.19,54.55,59.27,61.51,46.42,55.98,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lived at Hill Cottage, 66 Ridgeway, Plympton St Mary (George Inn was number 68) – altitude on sheets of 116 a little low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By the 1881 census she had moved to Elm Cottage which was just across the road. There is no info as to why she stopped the gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859 Total corrected – given value 45.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
