SAXMUNDHAM,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1367/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.58,2.47,3.78,1.67,1.27,1.68,1.79,3.84,0.79,1.40,,
February,1.61,0.60,0.55,1.38,2.09,1.76,1.62,1.34,1.08,3.24,,
March,2.56,2.38,0.38,0.31,0.89,1.88,4.26,0.85,0.90,0.47,,
April,1.17,0.55,0.62,1.65,1.26,1.41,1.91,1.62,1.64,1.94,,
May,2.03,1.80,0.99,0.33,2.72,1.59,0.70,1.60,2.19,1.20,,
June,0.88,0.27,1.75,2.17,1.89,3.19,1.88,4.12,0.64,0.85,,
July,1.78,2.30,0.80,1.15,1.41,3.67,1.41,1.55,0.47,1.86,,
August,3.68,0.96,1.16,1.24,2.02,3.53,0.56,3.26,1.25,3.33,,
September,0.20,1.95,2.39,2.51,0.99,2.50,0.50,1.13,1.96,1.78,,
October,1.99,4.66,1.38,3.54,1.41,1.36,0.39,1.64,3.92,0.50,,
November,2.09,3.23,2.23,3.89,1.40,3.57,2.22,1.80,2.32,3.50,,
December,1.16,2.27,1.70,1.46,2.46,3.04,3.51,1.21,1.84,1.46,,
Total,21.73,23.44,17.73,21.30,19.81,29.18,20.75,23.96,19.00,21.53,,
Calc annual,21.73,23.44,17.73,21.30,19.81,29.18,20.75,23.96,19.00,21.53,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
