MEXBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE491004,Long,-1.261309,Lat,53.498016,Elevation,77,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.52,2.97,1.28,0.7,2.12,1.28,0.42,2.12,0.61,0.91,1,1.53,0.81,3.81,2.58,0.88,2.29,0.37,2.17,1.69,3.18,2.76,1.82,2.66,0.86,1.24,1.45,2.2,1.18,3.33,1.58,3.16,1.52,0.95,2.06,1.35,1.06,2.43,3.07,1.69,4.33,2.24,2.69,1.62,2.88,2.07,2.11,1.95,1.45,3.89,0.72,,1.38,1.76,0.28,1.31,1.61,2.87,0.96,2.08,1.74,3.85
February,,,,,,,,,,1.33,3.18,0.98,1.42,1.22,4.38,0.81,1.95,1.02,1.72,0.48,1.37,0.67,1.38,0.5,0.97,2.49,2.92,0.53,1.52,2.64,1.89,0.25,2.36,3.8,1.09,2.91,1.34,1.05,1.67,0.99,0.58,1.78,0.42,2.65,0.64,2.44,2.71,2.68,0.9,0.66,1.55,2.16,,0.67,1.11,1.36,2.24,1.02,0.81,0.72,,2.16,0.25,1.41,2.23,1.98,1.11,1.4,2.9,0,1.49
March,,,,,,,,,,0.39,0.64,1.37,1.29,2.5,1.86,1.73,1.03,0.93,2.75,2.68,0.53,0.74,2.04,2.06,1.19,0.83,3.95,1.54,0.91,3.62,1.75,0.73,1.4,1.25,0.98,0.53,0.55,1.84,2.04,0.03,2.34,0.08,1.24,2.64,2.15,1.1,1.42,2.25,0.24,2.35,1.39,3.26,,0.47,0.36,0.49,1.01,3.31,0.44,1.05,,1.97,1.23,0.6,1.26,2.15,0.66,0.86,1.65,0.7,1.18
April,,,,,,,,,,1.9,0.65,1.33,2.38,0.72,1.05,1.41,0.53,1.65,2.08,1.43,1.5,0.42,0.11,2.31,0.38,0.6,0.8,1.93,1.46,1.75,4.03,0.98,2.53,1.8,1.21,2.3,1.27,2.38,0.8,0.68,2.49,3.03,1.85,0.89,2.16,1.69,1.27,2.7,0.08,1.71,1.79,1.2,0.81,1,1.83,1.41,1.16,1.53,1.16,2.05,,0.74,0.83,1.58,0.19,0.39,2.16,0.06,0.26,2.36,0.59
May,,,,,,,,,,2.69,1.11,0.86,2.46,2.94,1.5,0.76,1.14,2.79,1.97,1.7,1.44,0.48,4.03,1.91,1.09,1.5,2.81,2.08,2.68,0.72,2.6,1.72,0.97,2.77,3.05,3.39,1.81,1.11,2.03,1.02,1.2,2.16,6.32,2.46,0.8,0.39,1.04,2.96,2.15,1.71,0.59,1.44,2.03,1.67,1.71,2.75,2.41,1.64,1.45,1.02,,3.31,1.84,1.68,3.14,2.24,0.23,0.57,1.72,0.62,0.85
June,,,,,,,,,,1.99,2.15,1.41,1.43,1.45,1.16,2.37,1.58,3.67,1.14,3.48,2.61,2.97,4.37,0.45,2.54,1.03,1.44,1.24,1.38,0.98,1.9,0.25,0.68,0.81,2.96,0.1,2.67,2.17,2.84,1.11,0.72,5.04,0.57,2.11,1.67,2.62,3.95,1.95,1.71,1.78,0.64,0.15,0.92,0.73,1.75,1.93,3.2,2.41,2.36,0.91,0.75,0.58,1.23,0.81,1.33,2.34,2.92,1.85,4.32,1.78,0.56
July,,,,,,,,,,1.04,2.14,3.27,1.77,2,2.24,2.64,1.24,1.99,1.74,4.12,2.22,0.05,4.09,1.52,2.71,4.4,1.45,1.18,2.62,3.36,4.4,0.44,2.77,4.17,2.45,1.46,1.66,2.76,0.42,0.98,5.98,3.21,2.33,1.3,1.1,0.68,4.01,2.7,2.42,3.49,4.05,2.84,1.5,0.78,2.42,1.99,2.77,1.63,0.91,4.59,1.29,1.58,2.66,2.78,1.77,0.63,3.31,2.66,4.82,1.27,2.15
August,,,,,,,,,,0.89,4.15,0.79,3.08,2.49,3.72,2.39,1.17,1.53,1.75,2.24,2.36,1.53,4.55,1.03,1.73,2.24,1.55,4.74,1.6,2.8,1.1,3.6,5.59,2.26,3.47,2.41,2.77,5.12,2.35,1.72,2.5,4.33,1.95,0.33,0.94,1.65,1.54,0.22,2.67,1.52,0.34,2.2,2.13,1.58,2.64,2.27,4.78,0.64,4.28,1.39,3.26,4.08,0.99,1.9,5.03,0.2,5.63,3.43,1.48,0.53,3.09
September,,,,,,,,,,2.38,0.46,0.84,0.85,2.54,0.46,0.95,0.9,0.32,1.42,2.01,0.22,2.07,1.06,3.84,0.68,0.77,1.44,0.66,5.19,2.63,1.37,0.8,2.14,1.63,2.53,2.22,0.74,3.59,0.38,1.14,3.61,3.17,1.09,1.59,1.44,3.71,1.99,1.21,1.91,4.03,0.47,0.32,1.31,2.83,2.95,1.14,2.6,0.88,1.28,0.73,2.59,1.1,1.59,1.03,1.06,1.05,2.33,3.21,1.57,0,3.47
October,,,,,,,,,,2.73,2.45,2.04,2.43,4.53,0.81,1.01,4.38,4.23,0.7,1.7,1.65,1.63,2.05,4.01,1.93,1.12,1.56,2.77,1.26,2.88,1.58,1.51,0.91,1.44,3.16,2.35,2.02,1.76,3.74,2.32,1.66,0.82,2.83,4.66,1.26,2.79,2.13,3.12,2.47,2.46,3.3,2.21,2.05,1.29,2.16,2.91,0.8,0.51,1.21,,0.6,1.06,2.62,1.5,2.54,1.33,1.06,0.78,1.41,1.6,5.77
