"LITTLE DENNY RESERVOIR",,,,,,,,,,,,
Grid ref,NS799816,Long,-3.927940,Lat,56.012233,,,,,,,
Station no,5348,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.28,3.78,2.33,5.90,2.69,3.25,6.63,3.65,1.31,4.57,,
February,2.71,1.31,2.62,4.17,2.90,1.63,3.58,1.85,1.90,3.29,,
March,4.18,3.59,1.74,3.12,1.61,2.86,4.87,1.78,2.56,2.01,,
April,2.70,1.42,2.06,2.00,2.09,1.29,2.52,1.30,4.00,3.56,,
May,1.29,1.23,2.27,3.44,4.04,2.84,2.63,3.72,1.31,3.21,,
June,2.44,4.26,1.62,4.33,2.18,3.50,2.10,3.97,2.67,2.45,,
July,6.00,2.47,6.37,2.50,1.39,5.02,4.28,5.87,6.78,3.38,,
August,6.25,5.41,2.67,5.23,1.29,5.27,4.47,5.77,1.45,4.12,,
September,3.53,2.47,5.65,5.73,4.63,5.76,2.48,3.00,1.22,2.19,,
October,1.31,3.24,2.68,11.05,4.29,4.05,4.88,3.49,4.20,3.50,,
November,6.57,2.33,9.26,6.42,1.85,1.23,1.98,2.13,5.91,5.20,,
December,7.22,4.35,5.45,7.28,7.78,5.50,5.81,5.28,6.15,5.27,,
Total,49.48,35.86,44.72,61.17,36.74,42.20,46.23,41.81,39.46,42.75,,
Calc annual,49.48,35.86,44.72,61.17,36.74,42.20,46.23,41.81,39.46,42.75,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
