LITTLE DENNY RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS799816,Long,-3.92794,Lat,56.012233,Elevation,325,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,2.8,5.4,-999,2.7,1.47,2.9,4.5,4.25,2.4,3.92,10.8,4.75,2.73,5.4,3.45,6.7,5.45,4.9,4.4,2.65,3.1,3.85,3,6.8,2.75,5.76,4.4,7.3,9.3,5.8,5.18,4.4,6.2,6.3,5.35,8.3,2,4.75,3.25,7.3,3.95,6.32,2,5.04,4.15,8.34,5.8,2,1.27,5.5,5.78,6.65,2.75,6.1,3.78,6.78,6.5,4.75,5.28,3.78,2.33,5.9,2.69,3.25,6.63,3.65,1.31,4.57
February,,,,5.1,14.4,-999,3.7,3.53,2.5,2,1.8,1.1,1.5,10.2,3.5,2.7,2.93,3.75,2.85,2.34,4.27,9.5,3.65,3.75,3.11,3.75,4.75,0.92,7.5,1.22,7.95,1.56,3.65,4.8,0.7,4.65,5.6,3.14,6.7,1.7,0.81,4,0.02,3.7,0.42,4.82,2.48,5.23,2.15,6.62,1.2,4,1.36,5.7,2.12,7.73,3.87,2,5.53,5.66,5.08,2.71,1.31,2.62,4.17,2.9,1.63,3.58,1.85,1.9,3.29
March,,,,1.6,3.1,-999,5.4,4.23,1.15,2.9,0.6,1.9,3.5,10.7,2.5,4.16,4.81,4.91,4.14,3.2,2.3,2.98,4.39,4.88,4.35,2.23,2.45,2.2,1.45,2.67,3.9,7.75,2.2,1.4,1.16,1.9,5.21,3.55,3.4,0.71,2.63,1.31,2.4,3.02,3.38,1.68,3.03,1.81,3.3,3.43,4,3.07,2.21,3.61,0.53,3.47,3.35,3.35,4.75,1.96,4.02,4.18,3.59,1.74,3.12,1.61,2.86,4.87,1.78,2.56,2.01
April,,,,1.2,2,2,1.6,1.62,2.5,4.1,2.5,3,0.85,2.5,5,3.6,1.78,2.1,1.35,3.85,4.58,3.26,1.53,2.67,2.17,2.92,3.34,1.29,0.7,2.22,2.15,1.35,2.52,3.62,2.2,5.15,2.1,2,1.5,1.63,1,2.2,3.6,2,4.17,2.9,1.48,2,0.8,2.28,3.34,1.72,2.53,3.32,3.07,2.05,1.46,5.73,3.36,4.7,3.59,2.7,1.42,2.06,2,2.09,1.29,2.52,1.3,4,3.56
May,,,,2.7,3,0.8,0.7,1.58,1.8,4.39,1.9,1.95,2,2.6,3.8,2.91,5.26,4.57,3.5,3.9,1.9,1.57,2.07,2.8,2.65,1.59,5.67,3.25,2.53,0.93,5.1,2.8,4.75,2.12,5.55,6.62,3.53,2.52,2.15,2.64,1.5,4.24,3.58,2.02,2.15,0.32,0.58,1.95,4.4,1.12,1.45,3.61,2.42,3.88,3.95,5.65,2.05,3.32,1.77,2.36,1.73,1.29,1.23,2.27,3.44,4.04,2.84,2.63,3.72,1.31,3.21
June,,,,2.4,3,0.8,5.7,5.8,1.76,2.2,3.8,2.95,2.31,3.2,1.75,0.47,1.98,5.55,2.35,1.95,1.9,1.65,6.45,3.5,1.2,2.27,2.35,2.82,1.3,2.7,1.55,0.41,2.25,1.95,2.6,0.87,2.55,4.45,5.97,2.75,3,6.42,0.93,0.8,2.7,3.8,2.05,2.9,5.7,2.21,0.55,0.87,2.05,4.21,3.76,4.56,2.96,5.04,5.26,0.8,2.48,2.44,4.26,1.62,4.33,2.18,3.5,2.1,3.97,2.67,2.45
July,,,,3,3.1,5.5,4.5,1.55,0.97,3.65,2.45,1.65,4,5.6,2.75,3.46,2.4,2.84,4,4,4.65,3,2.65,0.9,1.2,4.55,5,1.35,3.75,1.2,4.45,3.95,3.95,4.37,4,1.74,4.62,4.65,3.42,4.05,4,4.75,3.82,3.85,3.1,1.65,4.95,3.3,4.9,5.9,4.5,3.57,2.7,2.76,2.75,3.68,3.98,3.75,3.63,2.62,5.47,6,2.47,6.37,2.5,1.39,5.02,4.28,5.87,6.78,3.38
August,,,,3.5,4.5,8.1,2.3,4.5,4.11,0.92,3.63,5,2.37,6.25,5.15,4.6,5.3,6.25,3.25,3.85,7.3,3.45,4.1,1.25,4.23,3.28,3.68,6.36,4.45,2.67,6.77,6.87,2.45,7.1,3.22,4.72,3.72,8.42,5.82,6.35,5.74,2.55,1.16,3.07,3.8,2.44,3.02,5.04,2.82,1.22,1.98,5.02,3.59,6.47,4.17,2.75,3.38,0,9.22,4.9,5.37,6.25,5.41,2.67,5.23,1.29,5.27,4.47,5.77,1.45,4.12
September,,,,2.1,0.5,2.2,4.7,2.67,4.7,3.63,4.5,2.4,2.7,3.75,3.2,2.1,2.62,1.86,8.25,2.1,1.16,2.5,2.76,2.56,2.11,2.06,1.5,3.77,6.5,3.95,3.25,2.55,2.77,6.85,5.5,4.5,5.1,7.3,4.57,1.32,4.7,1.8,5.22,1.07,4.6,6.3,4.2,3.22,5.17,1.95,3.73,1.15,5.59,2.9,4.95,6.75,5.97,5.31,6.87,1.58,8.9,3.53,2.47,5.65,5.73,4.63,5.76,2.48,3,1.22,2.19
October,,,,4.4,5.3,3.5,3.5,1.71,4.7,2.8,5.25,4.7,3.95,9.5,2.05,2.6,6.59,6.8,1.95,4.94,3.12,3.79,4.55,2.2,1.7,3.45,7.9,6.5,6.12,0.97,1.34,5.65,2.2,6.7,3.75,3.45,5.8,6.32,6.57,5.6,6,4.03,5.85,3.07,6.65,10.7,5.6,4.54,9.65,2.69,4.6,4.95,6.52,8.18,4.08,5.61,0.56,2.18,6.45,6.35,4.08,1.31,3.24,2.68,11.05,4.29,4.05,4.88,3.49,4.2,3.5
