LANGSETT MOOR CATCLEUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK172984,Long,-1.742285,Lat,53.482043,Elevation,1516,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.05,2.11,4.8,5.28,3.99,6.63,5.01,3.29,3.58,6.42,8.01,8.18,5.78,4.11,3.41,6.87,5.95,3.94,13.28,1.81,6.81,6.38,6.97,4.59,4.91,3.23,5.81,7.91,7.07,6.93,4.81,,,7.45,8.48,5.1,7.81,5.75,13.72,3.04,4.28,7,6.3,2.41,4.86,3.9,8.52,4.34,6.63,4.75,6.8
February,4.88,6.3,2.62,2.18,3.36,5.81,8.06,0.79,7.9,2.46,4.48,0.42,5.52,9.34,1.42,6.78,4.36,2.35,5.77,0.57,0.96,6.36,0.43,8.65,0.26,8.08,5.35,7.87,2.79,4.4,3.67,,,4.5,2.39,7.5,8.97,4.23,4.87,3.62,9,6.68,2.02,2.8,5.07,3.8,2.14,4.46,7.31,0.25,3.75
March,1.07,2.41,5.35,6.37,5.02,1.55,8.26,3.25,1.83,6.43,3.61,4.34,3.01,2.89,2,1.88,2.26,5.32,4.05,0.74,3.49,0.21,3.4,3.24,3.96,2.71,4.5,4.7,1.92,3.4,3.61,7.04,,2.31,1,1.96,1.94,9.22,2.57,2.45,3.09,7.28,3.12,3.75,4.15,4.9,2.66,4.6,3.67,3.15,2.49
April,4.2,3.47,1.61,4.96,1.89,1.91,3.14,2.58,1.49,2.15,7.52,1.35,4.64,3.35,2.98,4.28,3.29,4.13,2.25,2.11,3.73,5.54,5.78,1.66,3.35,3.87,2.28,3.28,0.51,2.98,3.69,3.3,2.79,2.94,3.69,3.38,2.34,5.56,2.89,5.78,5.16,3.37,3.24,4.02,0.95,2.13,3.62,0.6,1.7,6.42,3.56
May,3.85,1.13,3.99,3.34,2.71,1.9,2.51,2.37,3.44,2.12,6.2,2.25,1.3,4.96,6.03,5.12,4.11,1.58,1.82,3.08,3.09,3.45,6.35,2.33,2.97,0.55,2.01,3.4,3.83,2.34,1.39,3.96,5.14,3.67,3.54,4.5,3.32,4.56,2.43,3.64,3.19,5.82,3.16,3.25,4.85,5,1.6,1.97,4.8,2.03,2.6
June,4.34,4.13,4.3,2.69,3.87,1.33,4.93,2.3,2.76,1.33,4.33,0.36,2.89,0.95,2.15,0.19,4.19,5.25,5.42,1.69,4.71,6.92,1.01,2.95,1.91,4.13,5.62,1.51,4.05,3.58,0.98,1.28,1.13,3.45,2.78,4.33,5.2,3.84,7.45,1.25,2.26,1.23,3.23,4.83,3.62,4.8,4.3,1.85,6.36,2.71,2.49
July,4.24,0.39,6.29,1.43,3.34,5.85,3.59,2.31,4.55,3.96,7.27,2.06,5.02,4.42,4.39,2.32,3.26,3.4,2.2,4.12,9.67,5.37,5.35,5.04,2.71,2.11,5.04,3.49,5.14,8.04,3.94,2.96,5.39,2.63,3.77,1.96,5.5,2.9,2.4,5.03,3.9,3.58,3.77,6.25,4.82,1.35,9.33,5.25,5.83,4.2,8.31
August,6.22,3.93,8.82,1.6,2.87,5.01,2.71,8.61,2.28,4.26,2.53,6.03,6.37,4.94,5.32,4.97,5.39,6.66,4.89,5.24,6,8.36,2.95,0.98,3.82,2.37,2.44,1.16,3.69,2.48,1.69,6.7,5.11,6.08,4.47,3.9,5.36,0.41,6.89,4.78,4.1,6.56,3.6,4.94,7.45,1.3,10.6,7.85,4.75,1.05,5.6
September,0.56,3.08,3.05,3.24,3.3,0.8,2.54,2.16,12.25,2.63,2.06,1.46,4.78,5.27,5.36,4.26,3.13,7.13,0.57,1.96,7.19,6.26,5.3,1.92,3.23,7.54,6.83,2.03,3.51,2.48,4.41,0.74,4.98,4.71,6.46,3.01,8.07,2.53,2.91,2.88,7.82,4.4,6.6,3.1,6.25,2.35,5.55,7.25,5.05,0.23,5.81
October,3.66,4.26,4.92,5.21,3.41,2.56,9.01,6.87,3.59,3.6,3.29,2.88,1.34,4.8,6.81,5.44,5.24,5.4,7.39,6.36,7.23,2.53,8.18,5.68,5.56,11.38,5.77,4.15,11.2,4.74,5.91,6.08,7.1,2.87,5.67,8.35,2.46,1.58,3.9,5.96,2.64,1.24,8.42,3.21,8.73,4.3,3.7,6.05,3.64,4.76,9.63
November,4.25,6.07,3.57,5.16,7.37,3.24,5.25,5.5,2.5,3.8,2.37,2.59,3.75,6.61,4.21,3.31,5.88,6.15,8.99,9.02,6.9,6.66,4.85,3.44,3.38,9.64,7.06,3.13,6.21,9.21,10.91,4.65,2.06,4.32,8.96,1.22,11.51,8.2,2.53,9.7,7.45,13.06,3.72,4.81,9.58,3.6,3.16,3.59,1.79,6.2,8.14
December,7.08,7.5,7.01,3.82,9.06,9.37,5.13,2.19,8.86,7.47,4.74,8.68,5.31,4.45,5.32,6,2.56,2.84,3.43,10.09,3.91,2.58,2.27,0.57,7.07,4.82,5.23,4.75,5.35,4.93,5.98,3.22,5.26,2.82,6,4.08,4.99,6.7,5.23,11.02,2.49,9.64,4.8,3.04,9.75,7,6.73,6.7,5.59,10.02,7.5
Total,48.4,44.78,56.33,45.28,50.19,45.96,60.14,42.22,55.03,46.63,56.41,40.6,49.71,56.09,49.4,51.42,49.62,54.15,60.06,46.79,63.69,60.62,52.84,41.05,43.13,60.43,57.94,47.38,55.27,55.51,50.99,,,47.75,57.21,49.29,67.47,55.48,57.79,59.15,55.38,69.86,51.98,46.41,70.08,44.43,61.91,54.51,57.12,45.77,66.68
Calc annual,48.4,44.78,56.33,45.28,50.19,45.96,60.14,42.22,55.03,46.63,56.41,40.6,49.71,56.09,49.4,51.42,49.62,54.15,60.06,46.79,63.69,60.62,52.84,41.05,43.13,60.43,57.94,47.38,55.27,55.51,50.99,,,47.75,57.21,49.29,67.47,55.48,57.79,59.15,55.38,69.86,51.98,46.41,70.08,44.43,61.91,54.51,57.12,45.77,66.68
Difference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1941 Jan 5.14, Feb 6.26, total estimated so omitted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
