PENRITH (ARTHUR STREET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY515309,Long,-2.753544,Lat,54.670824,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.45,5.95,3.06,2.45,3.26,5.25,4.71,4.38,6.31,1.05,5.67,3.45,6.01,4.03,4.46,2.18,3.92,4.12,4.51,5.06,1.69,0.6,4.7,5.48,2.94,3.23,3.14,4.51,6.6,1.83,2.51,2.83,3.29,0.97,2.56,2.04,1.97,,2.42,,
February,3.33,0.09,3.54,5.95,0.67,6.19,3.15,1.44,3.72,0.55,0.3,2.74,0.15,3.65,0.22,4.85,2.32,4.97,1.19,2.81,0.76,4.85,1.93,2.84,1.42,3.38,2.62,1.42,2.82,2.36,4.27,4.45,0.59,1.14,2.31,1.1,0.75,,4.32,,
March,5.37,4.64,2.3,1.6,0.88,1.44,1.98,3.49,3.67,0.15,2.99,1.03,3.07,2.37,2.18,1.1,1.47,1.46,1.43,2.81,3.83,2.15,2.08,0.96,0.46,1.43,1.21,5.01,2.66,1.61,1.95,3.23,1.14,0.32,1.9,0.7,1.08,,0.88,,
April,3,0.81,2.93,3.08,1.72,4.29,1.93,2.15,0.8,1.09,1.6,2.22,3.05,1.05,3.47,3.26,0.71,2.12,0.35,1.2,1.18,0.67,2.16,2.02,1.26,1.62,0.94,5.14,2.47,3.13,2.34,1.93,1.95,2.28,0.59,0.5,0.6,0.39,0.73,,
May,4.27,1.64,1.36,3.07,4,4.28,1.74,2.09,1.41,1.52,1.51,2.18,2.62,2.59,2.86,0.82,1.12,1.92,2.18,0.56,1.61,2.63,2.71,3.63,1.46,4.12,1.2,2.79,1.38,2.22,1.87,1.61,1.86,1.69,2.26,2.44,1.16,,3.34,,
June,1.23,0.3,2.24,0.77,1.47,0.15,3.1,2.8,4.71,1.48,1.48,4.36,1.69,1.75,2.14,3.38,2.7,1.32,3.69,2.39,0.71,0.27,0.67,2.74,2.3,3.31,2.06,2.61,4.97,0.45,2.11,0.96,1.74,1.9,2.27,1.4,2,0.9,3.84,,
July,3.97,2.3,4.26,2.64,3.99,1.56,3.06,4.74,3.44,3.92,3.85,4.01,5.25,2.7,1.75,1.16,4.25,1.63,3.55,4.03,5,1.1,2.26,2.67,2.62,2.05,3.35,3.44,0.99,2.35,3.62,2.45,1.78,2.84,2.66,1.17,2.38,,2.9,,
August,2.84,4.94,2.16,8.1,1.99,3.33,3.99,7.34,6.99,4,7.71,3.09,1.1,1.8,2.46,1.63,1.35,2.39,2.21,1.98,1.57,4.8,2.99,5.05,1.78,1.87,6,0.05,3.6,1.71,6.01,3.51,3.89,3.28,4.12,2.34,6.48,,3.67,,
September,2.37,1.43,4.67,4.25,4.9,3.8,4.31,7.07,1.72,1.76,2.84,1.62,4.07,1.46,3.67,5.71,3.9,2.61,1.76,1.47,3.53,1.11,3.23,4.34,4.32,3.17,4.72,2.13,3.32,0.88,6.64,3.08,2.37,3.95,4.95,2.14,3.02,,4.2,,
October,2.02,2.62,0.97,6.91,2.98,4.93,3.26,3.93,6.3,4.65,5.14,2.07,5.7,3.33,5.3,6.76,3.97,2.47,8.56,2.56,4.06,4.73,3.35,5.1,3.74,5.5,0.76,0.41,2.3,5.11,3.33,0.74,3.8,1.9,7.65,2.25,1.99,,3.38,,
November,2.78,1.99,1.43,5.2,2.93,1.31,5.71,2.89,5.66,5.62,4.38,5.4,2.17,1.67,0.45,3.56,3.74,0.43,6.08,5.16,3.26,2.51,0.79,2.07,6.26,0.21,5.44,4.18,2.07,5.51,4.18,8.53,1.85,3.46,6.06,1.94,1.3,,0.8,,
December,2.69,5.77,7.2,4.74,7.42,4.8,0.95,1,2.59,7.92,3.82,2.38,3.41,0.53,5.82,2.11,5.32,3.09,4.05,1.26,2.7,1.66,4.55,2.21,3.86,2.02,3.39,1.63,3.99,6.31,1.96,5.05,3.48,1.46,3.25,3.5,3.75,3.9,3.01,,
Total,38.32,32.48,36.12,48.76,36.21,41.33,37.89,43.32,47.32,33.71,41.29,34.55,38.29,26.93,34.78,36.52,34.77,28.53,39.56,31.29,29.9,27.08,31.42,39.11,32.42,31.91,34.83,33.32,37.17,33.47,40.79,38.37,27.74,25.19,40.58,21.52,26.48,,33.49,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957 lots of -999 removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
