CAMBRIDGE-CORPORATION-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL466593,Long,0.144266,Lat,52.21242,Elevation,42,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,3.39,2.05,1.66,2.93,1,1.45,2.27,3.55,2,1.58,2.04,1.31,2.5,1.2,2.07,1.72,2.77,1.25,1.55,1.3,0.54,1.03,0.75,1.79,2.5,2.58,2.11,3.61,1.4,2.26,1.89,3.73,0.93,1.43,1.14,1.59,3.45,0.99,0.81,2.24,1.27,0.87,0.89,1.72,2.82,1.21,2.17,2.82,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.17,0.75,1.15,1.89,3.84,0.66,1.01,3.13,0.32,0.33,1.34,2.14,0.58,2.42,2.48,2.64,0.92,0.5,0.41,1.92,0.19,1.23,0.24,1.31,1.86,2.35,0.34,0.28,1.73,1.59,0.98,0.57,0.73,1.18,1.33,1.32,0.57,0.72,3.09,2.5,0.7,1.21,1.67,1.55,0.63,2.06,2.39,0.14,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.38,1.82,3.17,1.39,3.65,1.85,0.72,2.09,1.46,0.67,1.22,1.59,0.81,0.88,0.23,1.7,1.05,0.04,1.55,0.14,1.22,1.52,0.98,0.29,0.54,3.03,0.31,1.48,2.73,2.96,1.1,0.51,0.22,0.72,0.87,3.89,0.53,0.58,0.46,2.81,2.42,0.49,1.78,1.37,0.46,1.31,0.8,2.24,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.16,1.57,0.69,0.75,1.17,1.55,3.38,2.41,3.31,1.15,2.35,1.26,2.61,1.59,2.89,1.37,0.73,1.14,2.21,2.85,2.08,1.59,1.78,2.68,1.33,2.15,0.11,2.49,1.17,0.75,0.67,0.65,1.6,0.78,0.79,1.31,1.54,1.49,1.65,2.75,1.32,2.02,0.72,0.42,1.2,0.16,1.07,1.66,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.3,1.93,1.06,1.69,1.68,0.94,2.16,0.5,1.47,0.76,1.75,1.13,3.89,1.86,1.97,0.68,1.81,2.32,3.26,2.8,4.76,1.57,0.61,0.6,1.17,2.36,1.8,0.88,1.27,1.61,1.72,1.32,0.83,1.72,1.72,0.83,3.04,1.9,2.36,2.26,1.42,1.59,3.02,2.37,0.67,0.67,2.61,0.48,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.48,1.5,2.09,2.68,2,1.92,1.29,1.31,1.34,0.64,0.99,0.58,2.04,0.42,2.37,2.42,2.34,0.82,0.27,1.6,0.66,1.57,0.93,1.98,2.9,1.63,0.58,1.86,0.38,0.82,0.44,1.85,1.06,1.32,2.36,3.4,2.25,0.91,1.3,1.32,2.54,2.12,1.72,2.33,1.9,1.64,5.24,2.06,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,2.04,1.1,1.55,3.5,1.4,4.07,2.53,3.52,2.98,0.29,4.95,1.78,3.5,1.97,2.44,1.8,2.06,2.32,2.66,3.29,1.77,0.88,1.12,0.75,4.7,1.86,1.18,1.04,2.47,2.6,2.79,0.5,1.56,1.35,2.24,1.14,1.4,1.93,7.08,0.83,0.53,2.16,2.49,0.46,2.91,2.04,4.05,3.51,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,7.12,1.28,1.7,3.51,2.34,2.94,0.84,2.21,0.92,0.84,2.59,2.59,2.37,1.78,1.27,2.24,1.76,0.39,1.65,2.95,2.3,0.97,2.3,1.51,0.51,0.6,1.65,2.34,0.11,3.46,1.11,1.26,2.26,1.65,3.13,0.15,5.59,1.15,2.45,3.54,3.05,2.47,3.35,1.44,4.01,2.42,2.88,0.65,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.78,1.68,0.91,1.43,1.07,1.68,6.07,0.56,2.6,1.27,2.05,1.98,2.27,2.44,2.35,3.59,0.65,0.06,3,2.77,1.56,1.71,1.59,4.08,2.29,2.45,3.1,1.55,0.68,0.39,0.73,1.28,2.39,2.38,1.98,1,1.57,0.2,2.54,2.19,1.97,1.29,1.55,1.77,1.32,3.04,2.67,0.04,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,1.84,2.97,2.17,0.85,1.72,3.2,1.31,0.44,0.59,1.14,0.47,3.85,3.61,2.79,2.27,1.46,2.55,2.86,0.66,0.49,3.15,1.32,1.71,1.77,1.52,2.23,1.97,3.49,1.32,1.84,2.99,1.53,2.84,2.37,1.11,0.22,2.29,3.48,0.41,1.01,2.02,2.53,1.77,2.71,1.21,1.46,1.87,1.46,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
