"CAMBRIDGE (CORPORATION PUMPING STATION)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1204,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.00,1.58,2.04,1.31,2.50,1.20,2.07,1.72,2.77,1.25,1.55,
February,0.32,0.33,1.34,2.14,0.58,2.42,2.48,2.64,0.92,0.50,0.41,
March,1.46,0.67,1.22,1.59,0.81,0.88,0.23,1.70,1.05,0.04,1.55,
April,3.31,1.15,2.35,1.26,2.61,1.59,2.89,1.37,0.73,1.14,2.21,
May,1.47,0.76,1.75,1.13,3.89,1.86,1.97,0.68,1.81,2.32,3.26,
June,1.34,0.64,0.99,0.58,2.04,0.42,2.37,2.42,2.34,0.82,0.27,
July,2.98,0.29,4.95,1.78,3.50,1.97,2.44,1.80,2.06,2.32,2.66,
August,0.92,0.84,2.59,2.59,2.37,1.78,1.27,2.24,1.76,0.39,1.65,
September,2.60,1.27,2.05,1.98,2.27,2.44,2.35,3.59,0.65,0.06,3.00,
October,0.59,1.14,0.47,3.85,3.61,2.79,2.27,1.46,2.55,2.86,0.66,
November,0.50,1.50,0.96,1.23,2.14,1.34,2.77,2.20,1.43,3.70,3.38,
December,1.73,1.07,1.28,1.91,2.20,1.62,0.34,2.14,1.87,2.81,1.96,
Total,19.22,11.24,21.99,21.35,28.52,20.31,23.45,23.96,19.94,18.21,22.56,
Calc annual,19.22,11.24,21.99,21.35,28.52,20.31,23.45,23.96,19.94,18.21,22.56,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,
