KIRKBY MALZEARD HAMBLETON HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE159730,Long,-1.758047,Lat,54.152577,Elevation,1106,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,5.92,2.89,1.98,1.87,5.14,,3.18,4.54,4.12,7.56,4.59,3.01,1.72,5.68,3.73,1.12,4.03,1.05,2.42,1.69,7.07,2.08,3.83,4.05,5.42,6.24,6.1,2.6,3.15,4.51,5.27,8.29,6.85,2.14,3.47,2.76,5.26,3.04,9.91,1.27,6.14,2.46,4.21,2.32,3.12,2.5,5.37,6.77,6.24,8.25,1.55,4.62,4.01,4.01,4.55,4.57,4.02,2.81,9.28,1.54,2.39,3.13,2.77,1.32,2.74,2.94,4.81,3.73,3.65,4.83,5.37
February,1.83,0.36,3.54,5.69,8.7,,1.1,3.56,2.72,2.74,5.01,1.82,1.04,5.07,5.3,1.72,2.39,2.23,2.06,0.74,3.64,4.19,1.62,3.67,3.54,5.78,3.75,0.8,5.4,2.29,4.5,0.47,3.46,5.4,0.8,5.4,3.8,1.69,4.37,2,2.12,3.48,0.64,5.88,0.29,4.59,3.05,5.93,2.62,3.5,3.48,7.82,4.28,2.84,1.7,4.8,2.95,6.5,2.76,2.7,6.89,3.66,0.88,3.1,2.76,2.04,2.68,3.31,5.29,0.24,4.72
March,3.8,2.22,2.88,2.39,5.15,4.99,5.49,7.19,1.54,1.05,3.99,4.95,3.04,7.28,3.31,2.88,3.52,2.11,4.49,3.87,0.99,2.47,4.62,6.08,2.25,1.65,5.16,2.5,2.3,3.86,2.95,2.19,3.28,2.68,1.85,2.01,1.38,3.26,4.12,0.44,2.88,0.87,1.32,3.59,3.27,3.24,4.89,3.5,0.89,3.12,2.64,5.83,2.98,1.83,0.83,1.2,1.47,8.53,1.45,1.36,1.74,4.32,2.89,0.82,2.47,2.66,1.56,3.04,2.43,2.42,3.37
April,1.74,3.9,0.93,0.74,3.11,3.14,1.51,2.4,3.03,4.83,3.52,2.34,2.04,1.64,3.88,3.77,0.39,2.11,2.31,4.32,3.51,1.99,0.63,5.59,1.59,1.39,1.96,1.8,1.29,1.82,6.79,1.25,4.52,3.45,1.75,3.83,1.89,3.13,0.72,1.94,3.82,4.08,3.83,1.51,4.63,3.58,2.2,3.28,0.54,2.2,2.63,3.15,1.69,2.35,2.61,2.05,1.79,5.3,3.47,4.1,3.2,2.56,1.75,2.5,0.71,0.83,2.18,0.55,1.1,4.55,2.28
May,2.62,3.36,4.01,2,3.2,0.39,1.47,1.45,2.42,4.85,2.17,1.94,3.18,7.24,2.95,1.73,3.85,4.55,3.89,3.16,1.82,1.96,2.71,3.76,2.14,2.15,3.08,2.5,3.56,2.1,4.65,1.83,1.1,3.4,5.7,5.63,2.73,2.33,2.42,1.73,1.41,3.24,6.2,3.75,2.41,0.82,2.47,3.67,2.98,1.17,2.34,2.31,2.38,3.59,1.05,4.15,3.93,2.95,1.13,1.53,1.62,6.78,1.79,2.92,5.12,3.31,0.79,1.67,6.52,1.13,2.11
June,3.84,1.81,3.21,1.6,5.42,2.57,4.27,2.79,2.9,0.9,3.67,2.59,1.69,3.08,2.37,1.41,1.67,7.22,4.49,2.98,2.29,3.91,7.15,2.15,3.56,0.24,3.07,2.6,1.02,1.1,1.17,0.98,1.49,1.41,4.03,0.35,3.72,2.8,2.86,1.24,2.45,4.73,1.48,2.55,1.59,3.71,5.85,1.86,4.48,3.26,0.46,0.14,1.26,2.92,2.32,3.45,2.34,4.24,3.54,0.57,1.02,1.19,1.4,3.16,2.52,2.91,3.29,1.47,4.04,1.39,1.22
July,2.18,2.09,3.11,3.47,3.18,4.83,1.89,2.04,1.31,3.66,2.38,2.67,2.52,2.91,1.97,0.79,0.75,2.15,3.34,3.74,3.22,0.82,3.37,0.52,1.86,4.98,2.93,1.5,5.66,2.6,7.25,2.61,6.16,3.05,4.98,0.42,2.66,5.38,2.86,2.38,6.08,4.54,5.96,3.4,1.29,0.98,4.68,2.31,4.29,4.83,4.5,2.44,3.9,1.87,2.12,2.64,2.42,2.11,1.19,2.48,3.56,1.56,1.61,3.83,2.71,1.13,5.35,3.23,3,1.75,6.17
August,5.56,7.97,3.2,2.45,2.86,2.92,2.01,4.78,3.91,0.22,7.82,2.37,1.77,5.09,4.02,4.39,3.89,2.54,2,3.05,4.44,3.33,11.28,1.38,2.46,3.34,2.24,8.7,1.87,3.23,2.84,4.79,4.19,3.4,3,4.7,2.81,8.85,4.31,3.46,4.8,4.13,1.35,0.82,3.61,0.64,3.3,2.01,3.78,2.3,0.86,2.98,3.67,4.18,1.91,3.05,5.07,1.26,4.87,3.72,5.41,5.26,5.01,3.55,7.36,1.36,8.12,6.86,4.67,0.82,3.73
September,2.46,2.87,2.45,1.35,1.71,1.74,7.65,2.46,0.76,6.64,1.38,1.62,1.96,5.01,1.28,4.03,0.49,0.8,4.63,2.28,1.63,3.45,1.22,2.05,1.9,1.15,2.69,1.8,9.63,1.86,1.05,3.01,3.99,4.58,4.33,2.56,2.89,5.27,0.61,1.32,6.48,5.34,2.93,2.3,2.7,6.52,3.37,1.84,2.09,2.02,2.01,0.2,3.02,5.28,6.19,2.6,7.63,1.71,2.57,1.66,5.05,2.59,5.21,3.34,4.02,1.73,3.53,5.39,3.35,0.27,3.92
October,2.3,4.46,7.87,2.65,4.98,4.25,5.52,2.6,7.95,4.07,5.61,2.03,5.16,11.67,1.7,1.82,5.49,5.9,2.96,4.87,3.88,4.23,4.85,3.04,2.89,1.65,6.48,5.5,3.86,3,3.53,1.97,2.26,3.57,5,2.33,4.1,4.8,6.49,3.7,3.53,1.13,5.07,4.15,4.27,5.73,1.94,2.83,8.84,4.67,5.47,4.6,3.31,2.61,4.13,5.25,3.26,1.66,1.11,4.99,2.65,1.83,5.58,3.16,7.52,2.48,1.9,4.18,3.92,4.01,8.55
