"SOUTHAM (BANBURY ROAD)",,,,,,,,,,,,
Grid ref,SP416612,Long,-1.392102,Lat,52.247415,,,,,,,
Station no,2449/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.49,1.73,1.16,0.95,2.25,3.04,0.99,3.11,3.77,3.64,,
February,2.93,0.35,1.29,2.48,1.28,0.47,2.67,3.00,0.07,1.69,,
March,3.71,2.10,1.14,2.42,1.83,0.67,1.80,1.28,2.42,0.94,,
April,2.50,1.57,1.94,0.43,1.00,0.79,0.20,0.54,2.33,0.54,,
May,2.99,2.91,1.05,2.77,4.40,0.49,1.32,2.03,0.38,1.59,,
June,1.08,1.91,1.46,2.50,2.45,2.55,1.34,4.70,0.74,3.01,,
July,0.93,0.37,2.86,2.90,0.14,2.13,2.84,3.18,1.28,3.10,,
August,4.53,5.23,2.45,3.87,0.25,4.55,3.29,3.00,0.67,4.08,,
September,1.77,1.49,1.90,2.00,2.15,2.35,3.75,2.74,0.17,4.23,,
October,0.91,3.16,2.08,2.87,1.35,1.48,1.30,2.34,2.20,3.97,,
November,5.09,2.33,1.44,4.67,0.93,0.72,1.77,1.90,1.70,2.61,,
December,1.59,2.52,0.73,1.73,1.80,3.05,2.13,2.22,3.64,2.69,,
Total,30.52,25.67,19.50,29.59,19.83,22.29,23.40,30.04,19.37,32.09,,
Calc annual,30.52,25.67,19.50,29.59,19.83,22.29,23.40,30.04,19.37,32.09,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
