"DERBY (MARKEATON PARK)",,,,,,,,,,,,
Grid ref,SK333377,Long,-1.505998,Lat,52.935672,,,,,,,
Station no,2661/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.25,2.52,1.03,1.02,2.35,3.44,1.72,2.64,3.06,5.19,,
February,2.77,0.73,1.78,2.66,1.97,0.95,2.15,4.58,0.19,2.11,,
March,4.21,2.23,1.15,2.29,2.62,0.96,2.29,1.88,1.62,1.81,,
April,1.78,1.64,2.37,0.37,1.41,1.72,0.23,0.74,2.75,1.57,,
May,2.88,2.69,2.19,3.40,3.03,0.60,0.87,2.67,0.38,1.28,,
June,1.77,2.68,2.43,3.18,4.01,2.50,1.58,4.65,0.78,2.18,,
July,1.35,1.04,2.44,2.47,0.69,2.97,3.75,4.83,1.96,3.46,,
August,4.86,1.74,2.92,4.60,0.43,4.48,2.60,2.83,1.06,5.20,,
September,1.72,1.78,1.62,3.23,1.05,2.81,5.90,2.99,0.07,4.50,,
October,0.73,3.32,2.17,3.35,1.57,1.23,1.47,2.43,2.44,5.09,,
November,6.48,1.69,1.89,4.61,2.01,0.98,1.97,1.33,2.75,3.15,,
December,2.38,2.93,1.01,3.36,2.22,3.74,2.11,3.47,3.80,3.13,,
Total,33.18,24.99,23.00,34.54,23.36,26.38,26.64,35.04,20.86,38.67,,
Calc annual,33.18,24.99,23.00,34.54,23.36,26.38,26.64,35.04,20.86,38.67,,
Difference,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
