HAWORTH HARBOUR LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD996353,Long,-2.007557,Lat,53.813984,Elevation,1187,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,5,5.38,8.39,6.71,6.25,3.95,6.53,6.67,10.38,6.65,6.57,3.57,6.19,5.77,4.56,13.63,2.12,7.87,7.05,7.55,4.2,5.48,3.23,5.47,6.12,7.7,7.44,2.09,4.54,6.53,6.86,9.24,4.26,5.01,4.8,10.8,3.12,3.95,5.01,5.23,1.72,4.12,2.92,5.9,5.21,4.92,3.95,7.44
February,,,,2.94,4.76,6.89,8.65,1.04,8.27,2.43,4.71,0.65,6.38,7.9,1.73,7.74,5.34,2.52,7.11,0.97,1.38,6.93,0.18,7.03,0.52,10.31,3.08,8.99,2.73,5.93,2.43,8.61,2.47,4.47,3.11,6.88,6.95,2.5,3.96,4.51,6.49,4.02,1.89,1.51,3.2,3.33,2.68,3.95,8.43,1.02,5.05
March,,,,7.63,7.78,1.79,4.93,3.8,1.97,7.83,4.81,4.82,4.13,2.47,1.62,1.87,2.84,4.67,3.38,1.24,3.67,0.64,3.32,2.67,3.17,2.77,3.05,3.97,2.08,3.82,3.76,4.36,4.16,1.84,0.73,1.89,1.62,9.83,2.32,1.91,2.95,5.95,2.12,2.35,3.2,2.64,2.7,4.47,3.15,2.21,2.33
April,,,,5.58,2.38,2.6,4.27,1.94,1.33,2.62,6.24,2.03,4.18,4.26,2.62,3.6,2.85,4.85,1.48,1.72,3.99,4.67,4.91,2.14,2.8,3.72,1.71,3.42,0.85,2.73,4.22,2.69,2.34,3.32,3.85,3.07,1.78,4.75,3.38,5.51,4.86,2.86,3.04,3.81,0.95,2.07,3.5,0.55,1.87,4.5,3.29
May,,,,3.88,2.33,2.11,3.18,2.41,3.09,2.57,5.79,2.45,2.11,5.33,6.65,5.33,4.06,1.87,1.68,3.49,2.92,3.09,4.59,2.7,3.44,1.13,2.11,3.12,4.77,1.63,1.68,3.11,3.93,3.57,3.76,5.15,2.07,3.07,1.25,3.28,2.74,4.18,2.43,2.41,4.31,3.84,2.35,1.3,6.21,1.94,2.02
June,,,,2.7,2.02,0.66,3.19,2.22,2.13,1.8,2.71,0.23,3.22,1.31,2.78,0.06,3.28,4.48,6.86,2.04,2.56,6.82,1.41,2.96,2.38,4.75,5.17,2.77,5.47,3.87,0.98,0.79,1.42,4.46,3.51,4.82,3.14,3.4,6.02,0.65,2.22,1.45,3.36,4.12,2.99,3.49,3.96,3.51,5.66,3.77,1.58
July,,,,1.48,4.29,5.27,4.46,2.02,4.31,2.83,8.15,3.03,5.91,5.14,4.46,2.71,3.37,3.03,1.86,3.66,7.2,5.92,4.68,3.78,3.29,2.95,4.48,2.83,5.48,7.28,4.98,2.27,4.2,3.06,3.9,3.18,4.53,3.13,2.17,3.34,4.58,3.31,2.93,5.64,6.12,0.97,6.45,5.75,4.24,3.84,7.92
August,,,,1.83,2.61,4.85,3.37,7.57,3.66,4.1,2.1,6.7,7.74,6,6.31,5.55,4.27,7.46,6.62,4.79,6.95,5.35,1.54,1.5,4.47,1.93,3.51,2.5,6.76,4.41,2.48,8.67,4.37,6.88,3.74,4.91,7.79,0.33,4.87,2.85,6.85,4.95,7.23,6.51,9.75,1.68,11.47,7.12,4.69,1.34,5.1
September,,,,1.86,3.49,0.95,3.27,2.88,12.88,2.42,2.2,2.14,6.42,6.53,5.75,3.57,4.13,6.89,0.92,1.97,5.14,4.88,6.99,2.22,3.04,8.04,4.92,1.86,2.7,1.79,5.08,0.54,3.67,6.47,7.99,3.26,8.09,3.29,3.59,1.54,8.16,3.27,5.41,4.89,7.45,3.14,4.97,6.71,5.13,0.39,3.38
October,,,,2.55,2.76,1.76,11.94,8.27,3.75,3.03,2.97,3.38,1.2,6.48,4.9,6.74,3.95,5.97,6.95,6.47,7.76,3.57,8.66,5.19,6.77,12.34,6.62,2.56,11.23,3.07,4.64,6.67,8.94,2.91,5.11,6.76,1.32,1.65,2.83,5.83,3.69,1.65,5.01,2.25,8.96,3.19,3.06,6.63,4.21,6.01,6.71
November,,,,7.45,8.3,3.46,5.64,6.75,3.07,4.96,3.62,2.72,3.29,7.57,3.76,2.78,7.46,6.1,9.59,9.28,8.06,9.85,4.08,2.86,2.75,7.57,6.63,2.45,8.09,8.26,7.41,3.7,2,4.37,8.4,0.95,8.44,8.56,2.61,7.65,6.23,10.44,2.29,6.73,7.74,3.15,2.55,2.73,1.83,5.47,8.47
