HAWICK BRANXHOLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT463117,Long,-2.849389,Lat,55.396295,Elevation,457,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
November,,,,,,,,,3.67,1.98,4.98,6.46,3.79,3.34,2.08,1.69,4.13,4.32,5.87,1.05,5.63,2.83,2.66,2.06,4.89,4.98,1.19,2.65,4.37,6.15,3.98,3.29,2.05,2.44,2.13,3.44,2.98,2.26,1.96,1.14,3.36,4.72,2.61,2.88,4.65,1.64,4.78,3.4,2.6,3.85,2.17,1.83,1.02,4.44,1.86,1.56,4.35,2.99,4.59,5.26,4.4,6.11,1.9,1.69,1.76,,,,,,
December,,,,,,,,,2.83,2.44,4.19,3.19,9.17,2.39,4.22,1.58,3.61,2.61,3.17,2.29,1.4,6.65,1.16,5.32,2.78,2.83,4.19,4.62,5.61,2.35,5.17,4.53,4.12,2.32,1.99,1.48,2.85,4.39,1.38,3.37,3.06,5.45,4.9,2.41,6.25,5.42,2.98,2.24,2.12,4.44,3.35,4.68,3.42,2.44,5.93,4.2,0.51,2.17,2.85,7.81,3.68,2.39,5.47,0.83,4.46,,,,,,
Total,,,,,,,,,27.99,29.03,33.41,35.21,41.31,38.62,36.21,30.07,38.68,25.69,32.9,30.11,31.55,38.48,31.92,29.95,40.56,35.02,31.07,32.37,30.9,37.11,45.75,28.44,26.34,40.36,25.97,25.08,33.44,35.05,29.02,33.25,33.45,32.06,36.66,31.74,32.81,30.65,43.24,32.78,30.31,26.78,36,32.8,30.5,36.71,35.36,39.78,36.98,36.53,50.34,34.79,42.07,38.36,38.29,27.94,40.28,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_11_pt1-page-051.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_14_pt1-page-059.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_23_pt1-page-057.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_27_pt1-page-076.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_25_pt1-page-148.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_29_pt1-page-096.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_23_pt1-page-299.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
