"HORSHAM (SEWAGE DISPOSAL WORKS)",,,,,,,,,,,,
Grid ref,TQ160302,Long,-0.346124,Lat,51.059432,,,,,,,
Station no,469,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.56,2.55,1.11,1.47,3.02,4.45,2.48,3.18,2.82,3.09,,
February,6.27,0.66,1.30,2.50,1.56,0.20,4.76,2.42,0.11,2.45,,
March,3.22,2.79,0.30,3.38,1.14,0.77,1.56,2.05,2.36,1.59,,
April,2.18,1.84,2.08,0.26,0.27,1.39,0.13,0.92,2.81,0.93,,
May,2.33,3.50,1.94,1.82,3.61,0.30,0.96,2.79,0.48,1.45,,
June,2.00,1.26,1.40,4.25,1.91,2.11,1.88,4.57,1.06,1.70,,
July,1.69,1.15,2.99,2.74,0.53,3.78,4.08,1.49,1.20,3.43,,
August,4.79,2.73,1.68,2.72,0.82,2.73,2.70,4.19,1.59,4.12,,
September,3.05,2.75,3.75,2.22,1.90,3.65,2.94,4.08,0.08,3.58,,
October,1.15,3.51,3.55,2.69,3.57,1.45,1.65,3.75,3.43,6.82,,
November,6.03,3.72,1.67,6.60,1.40,0.84,2.55,2.35,3.62,6.17,,
December,3.92,2.51,0.78,2.59,3.39,5.09,2.25,4.16,7.25,-999.00,,
Total,40.19,28.97,22.55,33.24,23.12,26.76,27.94,35.95,26.81,38.84,,
Calc annual,40.19,28.97,22.55,33.24,23.12,26.76,27.94,35.95,26.81,35.33,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.51,,
