"MOTTRAM HILL END",,,,,,,,,,,,
Grid ref,SJ989943,Long,-2.018028,Lat,53.445466,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.13,2.02,3.06,2.70,3.28,2.30,4.39,,,,,
February,2.72,1.63,1.27,3.36,3.70,2.22,3.33,,,,,
March,0.92,2.57,2.07,4.40,2.06,4.39,3.47,,,,,
April,2.72,2.52,2.18,2.02,2.44,2.80,2.47,,,,,
May,1.42,0.86,2.94,2.29,2.74,0.84,4.10,,,,,
June,4.33,1.68,1.62,1.34,0.93,3.20,1.79,,,,,
July,3.58,2.52,2.43,3.23,1.65,2.07,3.01,,,,,
August,5.08,1.98,2.57,4.19,4.15,4.42,3.38,,,,,
September,1.56,0.68,1.26,4.58,1.34,2.81,1.53,,,,,
October,4.20,3.47,5.15,7.79,1.50,3.37,5.49,,,,,
November,2.31,5.36,1.39,4.05,3.32,3.00,3.55,,,,,
December,4.48,5.73,2.70,1.31,2.77,0.68,3.94,,,,,
Total,37.45,31.02,28.64,41.26,29.88,32.10,40.45,,,,,
Calc annual,37.45,31.02,28.64,41.26,29.88,32.10,40.45,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,,
