BULWELL-HALL-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK532468,Long,-1.208451,Lat,53.015867,Elevation,252,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.44,1.17,3.52,4.02,1.52,2.52,1.09,2.45,1.98,3.75,3.33,2.35,3.64,1.3,2.29,2.11,3.02,2.43,5.53,1.33,3.42,1.81,1.59,2.03,2.13,1.24,3.65,3.79,2.93,,2.53,3.87,3.02,4.24,2.92,1.85,2.3,2.7,5.53,1.18,1.09,2.29,2.35,0.91,1.57,2.55,4.08,1.87,3.06,3.51,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,3.43,1.63,1.66,0.93,1.49,2.9,5.28,0.73,2.15,2.77,2.23,0.27,2.78,4.24,0.87,2.65,2.09,1.65,1.89,0.73,0.71,2.45,0.51,2.26,0.67,1.96,1.93,4.1,0.9,,3.03,2.6,1.02,0.76,2.22,2.65,2.36,2.38,1.71,0.75,5.18,3.44,0.5,1.84,2.71,2.15,0.83,2.94,4.26,0.23,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.66,1.91,2.81,3.96,2.59,1.25,4.31,1.97,1.26,4.71,1.79,1.11,1.96,1.35,1.25,0.69,0.7,2.53,2.29,0.3,2.55,0.47,1.69,2.77,1.98,0.82,1.79,2.13,0.16,,2.13,2.82,1.8,0.67,0.41,0.76,1,5.48,0.65,1.61,0.97,3.84,2.71,1.13,2.41,2.58,0.61,2.62,1.89,1.37,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.89,1.15,0.81,2.85,0.99,0.88,1.5,1.37,1.7,1.91,3.9,0.86,2.91,2.25,2.08,1.9,1.38,1.75,0.71,1.45,3.24,3.74,2.64,1.12,2.19,3.27,1.68,2.5,0.11,,2.04,1.49,1.11,0.71,2.37,2.21,1.17,2.12,1.26,2.33,2.93,2.08,1.99,2.33,0.26,1.38,1.72,0.3,0.86,2.66,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,5.44,1.47,4.65,2.11,2.15,1.63,2.6,2.15,2.46,1.29,1.81,1.51,0.94,2.64,3.71,3.79,1.85,1,1.55,1.61,1.83,3.01,6.28,2.12,1.05,0.36,0.23,3.08,2.45,,1.16,2.34,3.54,2.83,1.21,2.02,1.42,1.51,2.13,2.27,1.63,3.13,2.52,2.41,3.29,3.58,0.63,0.9,2.67,0.71,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.11,1.84,3.21,0.65,2.14,1.07,2.45,2.26,0.5,0.88,2.71,0.47,0.76,0.55,1.65,0.1,2.03,4.61,2.35,1.34,1.61,4.4,1.03,2.07,0.66,2.94,3.13,0.5,1.73,,1.16,0.47,0.61,2.07,1.71,2.41,3.1,1.59,2.45,0.82,1.49,1.56,2.85,3.46,3.83,3.55,3.17,1.57,4.26,0.57,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.33,0.04,4.68,0.89,3.12,5.76,1.6,1.57,3.08,2.09,4.64,0.6,3.87,3.76,2.55,1.24,1.6,2.24,1.23,1.46,5.49,3.81,4.88,2.03,1.68,0.77,4.88,2.5,3.44,,3.11,3.4,2.37,0.79,2.44,2.71,2.03,2.03,0.91,3.73,2.04,0.96,1.89,3.13,1.89,0.99,4.21,2.72,4.67,1.3,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,4.12,1.97,5.97,1.51,2.07,2.08,2.16,4.08,1.92,2.3,1.24,3.79,5.21,3.42,3.12,2.25,2.05,3.25,2.68,2.55,2.72,3.97,1.77,0.72,1.88,1.9,1.1,0.24,3.03,,0.24,4.09,2.64,1.85,3.31,2.72,5.77,0.21,3.95,2.18,3.11,5.15,2.88,2.09,5,0.37,6.27,4.22,3.24,0.85,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.88,1.59,1.12,2.19,0.73,0.93,1.35,1.51,4.55,2.12,1.38,1.09,2.16,2.28,3.01,3.31,0.96,4.14,0.41,0.42,4.34,3.57,1.91,1.12,2.03,5.31,2.73,1.33,2.52,,0.7,0.37,1.15,2.36,4.33,1.61,3.13,1.37,2.34,1.08,3.3,1.6,2.14,1.46,2.97,0.83,2.46,5.98,2.71,0.08,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.83,1.95,3.16,5.15,2.29,1.72,2.52,3.67,1.49,2.82,1.61,3.05,0.75,1.83,4.41,3.46,1.98,2.45,4.41,3.41,2.57,0.83,2.91,3.88,1.45,3.44,1.83,3.27,2.95,,4.11,2.63,1.94,1.74,2.53,3.74,1.03,0.29,1.9,4.44,1.08,0.89,3.67,2.27,3.27,1.6,1.3,1.36,2.11,2.25,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,5.27,2.48,1.96,2.02,3.75,2.69,3.41,1.18,1.48,1.76,1.22,1.61,1.16,1.93,1.92,2.25,3.55,2.73,3.24,5.79,3.37,3.14,1.95,1.67,2.26,4.83,2.88,1.53,3.05,,6.37,3.29,1.52,2.19,4.79,0.21,5.01,1.98,1.22,3.14,4.48,5.45,1.71,1.66,4.98,1.98,0.85,2.53,1.16,2.31,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,4.65,4.29,3.4,0.89,5.66,5.71,2.42,1.02,3.43,4.37,3.12,2.32,3.83,2.94,3.01,2.42,1.08,2.63,2.2,4.37,2.28,1.19,0.91,0.33,5.11,3.19,1.88,2.46,3.96,,1.48,0.88,1.88,0.9,1.39,1.96,2.93,2.35,3.52,2.56,1.84,1.95,2.63,0.87,2.37,2.22,2.75,2.2,3.52,3.94,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,35.05,21.49,36.95,27.17,28.5,29.14,30.69,23.96,26,30.77,28.98,19.03,29.97,28.49,29.87,26.17,22.29,31.41,28.49,24.76,34.13,32.39,28.07,22.12,23.09,30.03,27.71,27.43,27.23,,28.06,28.25,22.6,21.11,29.63,24.85,31.25,24.01,27.57,26.09,29.14,32.34,27.84,23.56,34.55,23.78,28.88,29.21,34.41,19.78,36.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 - all values estimated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
