"HAWES WATER (HADDLE HOUSE)",,,,,,,,,,,,
Grid ref,NY509153,Long,-2.760230,Lat,54.530585,,,,,,,
Station no,3675,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.48,7.26,2.97,5.95,6.92,4.70,12.90,9.17,6.63,10.25,,
February,8.00,0.94,1.52,6.00,2.31,0.65,7.63,7.74,1.39,10.40,,
March,5.20,4.00,1.18,5.51,1.66,1.78,5.83,1.53,5.45,1.67,,
April,6.30,4.36,5.11,0.75,1.34,1.00,0.93,1.80,7.41,6.02,,
May,1.67,2.90,3.61,4.31,5.14,2.25,3.11,6.40,1.78,2.40,,
June,1.66,3.27,2.57,4.04,3.23,3.19,1.37,5.40,5.47,4.13,,
July,3.12,1.72,6.82,3.17,1.50,5.84,3.43,4.97,4.88,5.69,,
August,5.99,6.49,4.59,6.17,2.45,8.40,7.51,4.58,0.94,3.91,,
September,9.53,5.56,7.57,11.21,2.89,4.68,6.51,7.90,1.05,3.91,,
October,0.76,8.56,4.51,16.75,3.64,4.40,8.01,6.99,8.24,5.36,,
November,14.49,3.07,9.27,16.82,3.57,2.02,2.33,0.96,11.60,18.05,,
December,12.62,5.80,3.37,7.91,8.10,9.68,8.02,6.64,15.68,9.34,,
Total,76.82,53.93,53.09,88.59,42.75,48.59,67.58,64.08,70.52,81.13,,
Calc annual,76.82,53.93,53.09,88.59,42.75,48.59,67.58,64.08,70.52,81.13,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
