"HAWES WATER, NADDLE HOUSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY509153,Long,-2.76023,Lat,54.530585,Elevation,825,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,6.6,7.74,10.73,4.97,5.46,6.42,8.42,11.01,7.33,16.77,1.86,12.15,4.74,14.39,13.28,12.27,2.99,10.53,10.1,11.74,10.95,2.07,1.4,6.77,15.45,8.86,5.62,8.62,11,14.29,3.63,4.31,7.48,7.26,2.97,5.95,6.92,4.7,12.9,9.17,6.63,10.25
February,,,,,,,,,,1.2,6.3,0.2,7.28,9.99,0.75,8.61,6.71,3.36,6.7,1.25,0.62,5.47,0.07,5.93,0.43,11.09,3.76,8.64,3.48,7.22,2.14,7.24,2.27,5.26,2.48,7,4.92,2.2,5.9,7.18,8.26,8,0.94,1.52,6,2.31,0.65,7.63,7.74,1.39,10.4
March,,,,,,,,,,5.49,8.3,10,4.92,3.23,1.42,1.73,2.66,5.75,7.89,0.7,4.27,1.33,4.55,5.8,5.09,2.42,4.09,2.42,5,5.38,6.18,3.61,6.58,2.77,0.7,4.92,4.33,8,7.13,1.53,4.29,5.2,4,1.18,5.51,1.66,1.78,5.83,1.53,5.45,1.67
April,,,,,,,,,,2.44,6.64,1.49,4.07,4.54,2.97,6.44,4.37,3.63,1.78,1.93,2.08,3.18,7.11,2.31,4.89,5.8,1.25,3.96,0.53,1.94,2.31,1.66,5.55,4.96,2.97,3.22,1.47,12.8,3.29,7.06,3.96,6.3,4.36,5.11,0.75,1.34,1,0.93,1.8,7.41,6.02
May,,,,,,,,,,1.79,8.56,3.78,2.39,3.82,7.09,7.66,2.93,2.92,1.33,4.31,3.28,3.74,4.75,3.63,5.75,0.73,1.68,2.81,4.35,0.74,1.71,3.44,6.78,6.2,1.91,5.33,1.68,2.81,2.28,3.69,2.53,1.67,2.9,3.61,4.31,5.14,2.25,3.11,6.4,1.78,2.4
June,,,,,,,,,,2.58,1.95,0.23,2.59,1.32,2.75,0.28,5.71,4.01,9.01,1.98,5.26,6.87,3.67,2.37,2.82,6.73,4.29,1.99,7.93,4.09,0.92,0.11,0.88,4.97,4.27,5.44,5.35,4.93,8.61,0.99,1.88,1.66,3.27,2.57,4.04,3.23,3.19,1.37,5.4,5.47,4.13
July,,,,,,,,,,1.17,7.51,3.63,7.65,3.53,6.6,1.44,4.47,5.1,4.29,7,4.64,5.48,6.78,4.5,1.87,2.02,7.27,2.51,8.57,9.14,5.36,1.42,3.18,4.13,3.39,3.22,4.45,3.84,3.13,3.07,5.51,3.12,1.72,6.82,3.17,1.5,5.84,3.43,4.97,4.88,5.69
August,,,,,,,,,,4.28,3.75,7.73,4.47,11.48,3.95,4.5,6.14,8.6,9.39,5.99,10.36,4.89,1.36,3.14,5.7,3.23,2.24,2.63,3.33,3.97,1.47,8.31,7.14,10.54,4.25,3.04,7.38,0.13,7.53,2.82,10.47,5.99,6.49,4.59,6.17,2.45,8.4,7.51,4.58,0.94,3.91
September,,,,,,,,,,4.22,2.52,2.34,4.46,7.27,9.61,5.81,5.4,8.05,3.5,2.45,5,3,5.88,2.6,8.49,11.43,7.03,4.79,2.69,2.11,5,1.39,8.47,6.49,6.6,6.09,11.48,5.94,6.92,1.46,13.54,9.53,5.56,7.57,11.21,2.89,4.68,6.51,7.9,1.05,3.91
October,,,,,,,,,13.01,2.27,3.29,2.4,2.47,13.82,6.62,8.35,5.6,9.86,13.97,8.95,12.24,4.69,10.99,6.27,12,10.5,6.56,4.02,17.72,3.17,11.47,6.85,6.15,8.09,7.42,8.59,1.25,1.15,4.45,8.83,5.79,0.76,8.56,4.51,16.75,3.64,4.4,8.01,6.99,8.24,5.36
November,,,,,,,,,7.57,5.17,7.47,2.91,3.15,7.29,4.93,2.17,13.12,5.38,13.22,12.46,7.83,13.7,5.61,2.94,0.86,7.3,7.88,1.78,12.49,11.77,9.15,5.35,1.9,3.91,13.26,0.34,13.62,10.56,5.74,11.23,5.15,14.49,3.07,9.27,16.82,3.57,2.02,2.33,0.96,11.6,18.05
December,,,,,,,,,7.94,10.96,7.01,9.78,12.55,5.86,14.43,8.08,1.08,1.98,5.41,13.79,6.99,4.84,13.42,0.6,12.66,3.69,12.11,4.44,7.04,3.29,6.24,5.24,10.8,4.26,6.34,4.68,8.8,2.85,11.21,11.74,2.83,12.62,5.8,3.37,7.91,8.1,9.68,8.02,6.64,15.68,9.34
Total,,,,,,,,,,48.17,71.04,55.22,60.97,77.61,67.54,63.49,69.2,65.97,93.26,62.67,74.72,61.93,78.58,53.37,72.83,67.93,68.69,50.09,84.87,63.77,54.02,46.02,66.47,77.03,62.45,57.49,73.35,66.21,80.48,63.23,68.52,76.82,53.93,53.09,88.59,42.75,48.59,67.58,64.08,70.52,81.13
