"STANDEDGE (CASTLE SHAW BROADHEAD)",,,,,,,,,,,,
Grid ref,SD996102,Long,-2.007515,Lat,53.588383,,,,,,,
Station no,3101,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.00,5.71,2.61,4.90,3.20,5.46,4.79,4.52,4.57,7.04,,
February,3.94,1.95,2.91,3.77,3.06,1.90,3.74,7.05,0.63,2.86,,
March,6.50,3.55,3.06,3.34,3.04,1.73,4.42,2.62,2.29,1.69,,
April,3.79,4.37,4.33,1.08,2.62,4.45,0.67,1.72,5.16,2.78,,
May,4.01,2.94,3.42,4.40,5.09,2.36,1.58,4.55,2.79,2.27,,
June,1.20,4.23,4.12,4.05,3.87,4.28,2.41,6.04,2.67,2.26,,
July,4.75,3.80,8.35,6.40,1.32,8.02,5.00,5.11,4.47,8.73,,
August,7.01,4.92,6.76,7.03,0.84,13.41,6.52,5.34,0.77,6.96,,
September,3.78,4.96,3.61,6.66,3.43,4.68,6.69,6.61,0.48,3.87,,
October,1.66,7.16,2.75,9.10,2.88,3.72,6.82,4.71,4.94,6.23,,
November,10.49,3.22,5.32,7.02,2.29,2.32,3.55,1.92,5.40,7.64,,
December,8.98,5.22,2.12,8.07,6.36,5.07,5.36,5.40,7.70,5.42,,
Total,62.11,52.03,49.36,65.82,38.00,57.40,51.55,55.59,41.87,57.75,,
Calc annual,62.11,52.03,49.36,65.82,38.00,57.40,51.55,55.59,41.87,57.75,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
