"HOUSE CORRECTION PRESTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR429,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.50,0.62,2.30,3.50,2.10,1.62,3.04,2.71,2.25,,,
February,0.78,2.96,0.47,0.94,2.12,2.06,3.41,1.71,1.78,,,
March,2.91,3.35,4.12,1.01,2.40,1.58,2.11,0.83,2.80,,,
April,0.93,1.03,2.79,1.39,1.60,1.19,0.75,3.21,1.53,,,
May,3.10,1.00,3.51,2.37,1.84,5.47,1.29,1.51,1.53,,,
June,4.46,1.92,2.69,4.64,2.74,0.67,4.25,0.79,0.65,,,
July,1.42,3.35,4.25,1.75,1.68,2.42,4.45,3.68,0.37,,,
August,5.48,3.33,2.72,4.52,1.80,3.61,4.29,1.93,3.87,,,
September,1.94,3.79,3.47,4.77,3.10,0.45,5.96,2.37,1.19,,,
October,4.33,3.75,4.69,5.15,2.14,3.85,1.33,4.44,5.02,,,
November,2.10,3.70,1.55,3.02,3.48,2.41,5.81,2.11,1.91,,,
December,2.33,1.95,2.12,2.14,2.16,1.31,4.38,3.47,6.75,,,
Total,33.28,30.75,34.68,35.20,27.16,26.64,41.07,28.76,29.65,,,
Calc annual,33.28,30.75,34.68,35.20,27.16,26.64,41.07,28.76,29.65,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,NaN,,
