"STANHOPE CASTLE, WOLSINGHAM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2308,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,6.67,1.60,,4.86,4.85,4.40,4.75,,
February,,,,1.17,2.70,,4.82,2.60,4.66,5.00,,
March,,,,2.73,4.74,,2.43,4.60,3.38,2.65,,
April,,,,2.51,0.91,,4.25,3.68,2.00,3.50,,
May,,,,2.03,1.00,,1.46,2.90,1.00,4.00,,
June,,,,3.03,2.01,,2.82,0.65,0.00,1.00,,
July,,,,1.06,0.88,,3.25,2.34,0.47,0.40,,
August,,,,2.84,1.50,,4.06,1.85,4.75,0.30,,
September,,,,4.54,2.90,,5.38,2.18,5.27,8.51,,
October,,,,4.50,6.20,,1.38,1.38,2.70,3.40,,
November,,,,3.93,4.05,,2.85,1.00,2.50,3.40,,
December,,,,2.81,4.30,,3.58,3.30,8.55,7.25,,
Total,,,,37.82,32.79,,41.14,31.33,39.68,44.16,,
Calc annual,0.00,0.00,0.00,37.82,32.79,0.00,41.14,31.33,39.68,44.16,,
Difference,NaN,NaN,NaN,0.00,0.00,NaN,0.00,0.00,-0.00,0.00,,
