ANGERSLEIGH-LEIGH-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST199187,Long,-3.141947,Lat,50.962134,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.67,4.29,4.6,1.06,5.92,1.33,0.93,1.42,3.93,0.99,4.72,6.93,0.78,4.11,1.46,0.98,5.13,6.87,5.56,2.79,4.83,1.76,4.1,4.65,5.05,4.97,5.35,1.69,6.62,2.94,5.1,2.91,3.52,0.85,5.11,7.34,4.4,6.48,2.41,5.09,3.63,7.42,2.06,2.92,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.05,2.11,6.93,0.86,3.23,1.46,2.18,0.45,5.15,1.81,3.72,1.14,4.04,7.25,6.58,1.08,1.53,3.43,1.11,0.2,3.79,9.7,0.75,5.76,2.77,4.67,3.34,1.4,1.46,2.09,0.08,5.52,0.31,4.36,3.12,6.27,1.48,2.31,3.36,3.87,0.21,1.45,0.52,2.63,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.79,4.62,2.66,5.52,1.47,0.72,3.09,4.97,0.82,2.79,6,4.84,5.87,0.67,4.08,3.52,1.61,4.55,3.81,2.22,3.76,1.58,1.69,0.44,0.66,4.84,3.36,0.28,3.14,1.3,3.16,3.88,3.1,1.45,3.86,6.07,0.1,1.41,2.87,4.46,2.81,1.29,0.15,0.81,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,2.06,2.19,1.27,2.69,1.52,5.55,2,2.68,2.8,2.51,0.14,4.31,1.57,1.2,0.59,1.71,2.38,2.73,4.71,0.6,3.47,3.07,3.77,2.69,2.37,2,2.15,1.02,4.59,2.66,3.37,1.35,3.75,5.13,2.52,2.82,0.16,2.87,2.62,2.69,1.81,1.02,1.84,1.02,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.1,2.4,4.17,2.36,0.33,2.93,,1.85,1.31,2.67,1.77,1.89,3.23,1.63,2.16,3.09,2.11,1.52,1.1,2.13,2.49,0.57,2.07,4.06,4.18,1.99,1.11,1.19,2.81,1.53,3.01,3.81,2.11,1.65,1.83,1.08,2.5,2.83,1.17,2.35,1.78,7.66,2.76,1.28,3.83,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.68,3.03,3.3,0.96,3.58,2.61,1.84,0.41,3.71,3.11,1.94,5.32,0.73,2.85,0.95,1.77,4.49,1.06,0.8,1.88,0.72,0.94,0.76,3.72,0.03,3.52,2.39,2.38,2.01,0.41,2.48,1.89,1.97,1.53,3.67,2.72,0.99,1.46,3.35,1.04,1.59,0.43,2.3,2.65,2.78,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,4.25,2.22,2.63,3.34,0.39,0.62,1.6,2.08,1.86,2.7,0.22,2.87,0.92,5.37,3.68,0.75,2.73,4.46,2.76,4.3,0.74,3.5,0.91,3.77,2.62,2.79,3.56,2.1,1.5,1.51,3.87,2.46,2.86,0.28,0.27,5.8,5.49,3.95,5.75,2.63,1.61,1.5,3.27,1.68,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,2.11,3.47,4.07,3.08,5.26,1.51,1.56,3.16,2.12,4.76,1.73,7.19,1.79,3.03,3.1,5.63,6.78,2.21,4,1.21,1.76,2.89,2.45,4.33,4.03,1.43,3.23,1.88,2.63,3.47,4.65,1.29,1.44,2.82,2.09,0.22,1.56,3.37,1.78,0.15,3.28,3.85,2.7,2.56,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,2.46,2.75,4.02,1.61,1.66,0.61,0.48,2.73,2.38,0.43,1.11,1.23,2.21,2.19,1.27,2.78,1.88,5.9,1.83,1.41,1.22,3.09,2.92,4.89,4.24,0.8,5.7,1.6,0.51,6.11,1.79,5.51,1.82,2.22,4.35,2.39,2.97,1.61,1.21,1.32,1.42,2.22,3.45,2.34,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.34,2.59,7.21,1.5,2.04,5,8.01,3.13,6.03,6.7,3.42,5.15,3.8,4,5.41,6.01,3.83,2,3.01,3.61,1.19,1.43,5.29,4.69,3.22,4.76,2.75,5.53,6.04,3.94,0.68,6.2,3.46,2.68,4.69,1.32,4.47,3.83,4.24,4.88,2.12,3.46,3.77,5.27,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,1.09,5.21,2.01,1.96,3.62,3.21,3.09,1.39,1.5,4.64,3.86,2.07,3.63,3.76,2.46,5.73,1.13,2.68,2.51,1.94,2.76,1.87,2.65,3.91,3.06,9.62,3.56,4.61,10.62,5.92,5.88,3.06,0.92,1.88,7.07,4.02,2.18,5.93,7.79,7.93,3.52,1.22,2.57,6.1,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
