DUNFORD BRIDGE (REAPS SLACK),,,,,,,,,,,,
Grid ref,SE130037,Long,-1.805356,Lat,53.529801,,,,,,,
Station no,3165/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.35,9.40,3.70,5.60,4.60,8.90,5.80,6.20,7.55,10.20,,
February,6.75,3.50,4.25,5.90,3.55,3.90,5.35,9.60,0.65,4.70,,
March,7.65,3.55,4.25,5.10,4.30,2.90,4.95,3.45,2.85,2.70,,
April,4.25,3.95,4.55,1.45,2.55,3.25,0.45,1.70,6.25,3.95,,
May,4.00,2.65,2.95,5.65,5.95,2.00,1.80,4.80,2.10,2.60,,
June,1.15,3.80,5.00,3.10,4.50,3.80,2.10,6.00,1.95,2.50,,
July,3.95,2.80,8.85,7.50,1.45,9.70,5.85,6.15,5.05,8.50,,
August,7.50,4.85,6.15,8.05,0.95,13.20,8.05,4.85,1.05,5.75,,
September,3.45,6.60,4.20,8.20,3.10,4.85,8.60,5.90,0.35,4.35,,
October,1.35,7.55,3.05,11.65,4.35,3.95,8.75,-999.00,6.30,8.50,,
November,12.85,4.30,6.60,9.05,2.85,3.25,3.70,-999.00,7.10,8.40,,
December,12.50,5.90,3.35,12.85,9.40,7.60,8.15,6.35,11.55,8.50,,
Total,74.75,58.85,56.90,84.10,47.55,67.30,63.55,62.80,52.75,70.65,,
Calc annual,74.75,58.85,56.90,84.10,47.55,67.30,63.55,55.00,52.75,70.65,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,7.80,0.00,0.00,,
