"PETERSFIELD BORDEAN HOUSE",,,,,,,,,,,,
Grid ref,SU697244,Long,-1.007770,Lat,51.014764,,,,,,,
Station no,RR4782,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.81,2.09,1.46,3.24,6.45,1.25,8.89,1.14,2.50,1.41,,
February,6.95,3.20,2.32,2.28,5.10,0.97,4.20,2.07,1.74,0.61,,
March,1.00,3.16,2.94,4.50,1.87,5.63,1.86,1.26,4.29,5.73,,
April,1.65,3.26,2.06,3.03,1.83,1.96,0.93,5.38,3.16,2.06,,
May,1.53,1.05,3.57,3.63,4.39,0.85,2.66,2.80,2.83,2.58,,
June,4.72,2.58,4.29,3.59,1.07,4.85,1.43,2.90,0.99,4.07,,
July,1.44,2.88,1.27,3.94,1.56,1.06,0.53,1.73,3.23,4.30,,
August,3.72,2.46,4.78,4.76,2.98,3.85,0.78,2.88,5.60,2.93,,
September,1.36,2.62,0.98,2.70,2.60,2.65,2.09,0.74,2.56,3.13,,
October,3.28,3.62,2.88,11.11,3.22,2.53,6.94,8.49,2.94,9.70,,
November,3.94,0.96,4.80,2.53,1.44,5.68,5.42,3.10,1.69,0.78,,
December,5.65,5.71,2.49,4.40,3.77,1.05,2.94,4.95,4.50,5.53,,
Total,40.05,33.59,33.84,49.71,36.28,32.33,38.67,37.44,36.03,42.83,,
Calc annual,40.05,33.59,33.84,49.71,36.28,32.33,38.67,37.44,36.03,42.83,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
