"WATERFOOT (COWPE RESERVOIR) NEW SITE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2911/1,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.82,9.46,8.33,7.29,4.64,6.87,5.51,13.07,3.76,4.43,,
February,6.95,2.94,4.28,2.73,6.98,6.64,3.72,4.51,4.53,7.30,,
March,4.94,4.99,1.76,0.91,1.87,1.80,9.23,2.35,2.98,3.58,,
April,3.19,3.03,3.28,4.28,3.08,1.89,4.86,2.64,4.97,4.43,,
May,3.92,4.61,4.33,3.69,5.14,1.58,2.63,2.65,3.74,2.54,,
June,0.64,1.12,4.86,3.61,6.32,4.86,3.47,6.35,0.69,3.03,,
July,4.93,6.34,3.82,4.56,4.03,4.51,4.36,3.47,2.34,7.18,,
August,9.02,6.49,8.80,3.92,4.38,9.24,0.27,6.21,4.90,8.36,,
September,1.20,3.50,6.42,7.50,3.74,9.66,4.07,4.25,2.35,10.30,,
October,6.19,8.09,4.11,7.08,7.57,1.76,1.23,3.58,6.83,3.52,,
November,4.04,1.47,4.20,9.95,0.68,10.29,7.75,2.82,8.38,7.51,,
December,3.51,5.55,3.27,6.70,4.57,5.46,4.71,5.62,9.13,3.09,,
Total,51.35,57.59,57.46,62.22,53.00,64.56,51.81,57.52,54.60,65.27,,
Calc annual,51.35,57.59,57.46,62.22,53.00,64.56,51.81,57.52,54.60,65.27,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
